encoded_name,label_name,has-source-phenomenon,has-primary-participant-phenomenon,has-containing-phenomenon,is-modeled-by,undergoes-process,has-in-participant-phenomenon,has-medium-participant-phenomenon,has-sink-participant-phenomenon,has-source-participant-phenomenon,has-abstraction,has-phenomenon,has-part,has-location,is-observed-by,has-form,measured-below,has-matter,is-part-of-containing-phenomenon,has-denominator-participant-phenomenon,has-numerator-participant-phenomenon,is-expressed-as,has-containing-medium-phenomenon,has-trajectory,measured-at,has-adjacent-participant-phenomenon,measured-above,drives,has-primary-participant-phenomenon2,has-role,has-participating-primary-phenomenon,has-perspective-participant-phenomenon,surrounds,measured-wrt,contains-matter,has-sink-phenomenon,referenced-with-property,reference-for-computing,orbits-around,has-first-participant-phenomenon,has-second-participant-phenomenon,has-model-location,has-domain,has-location-of-origin,has-subtrahend-participant-phenomenon,has-minuend-participant-phenomenon,has-primary-matter,measured-to,measured-from,participates-in,has-participating-medium-phenomenon,undergoes-process2,has-part2,measured-since,measured-along,has-phenomenon2,has-matter2,has-role2,has-process,has-process2,has-form2
atmosphere-contains-hydrometeor,atmosphere_hydrometeor,,hydrometeor,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(hydrometeor-undergoes-process-falling),atmosphere_hydrometeor_falling,,hydrometeor-undergoes-process-falling,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrometeor-undergoes-process-falling,hydrometeor_falling,,hydrometeor,,,falling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-ice,atmosphere_ice,,ice,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-as-source-ice-undergoes-process-precipitation,atmosphere_ice_precipitation,,ice,,,precipitation,,,,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-radiation~incoming~shortwave~absorbed,atmosphere_radiation~incoming~shortwave~absorbed,,radiation~incoming~shortwave~absorbed,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-as-sink-radiation~incoming~shortwave-undergoes-process-absorption,atmosphere_radiation~incoming~shortwave_absorption,,radiation~incoming~shortwave,,,absorption,,,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-as-source-radiation~incoming~shortwave-undergoes-process-reflection,atmosphere_radiation~incoming~shortwave_reflection,,radiation~incoming~shortwave,,,reflection,,,,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-radiation~incoming~shortwave~reflected,atmosphere_radiation~incoming~shortwave~reflected,,radiation~incoming~shortwave~reflected,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-as-sink-radiation~incoming~shortwave-undergoes-process-transmission,atmosphere_radiation~incoming~shortwave_transmission,,radiation~incoming~shortwave,,,transmission,,,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-radiation~incoming~shortwave~transmitted,atmosphere_radiation~incoming~shortwave~transmitted,,radiation~incoming~shortwave~transmitted,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-(raindrop-undergoes-process-falling),atmosphere_raindrop_falling,,raindrop-undergoes-process-falling,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raindrop-undergoes-process-falling,raindrop_falling,,raindrop,,,falling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-sleet,atmosphere_sleet,,sleet,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-as-source-sleet-undergoes-process-precipitation,atmosphere_sleet_precipitation,,sleet,,,precipitation,,,,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-snow,atmosphere_snow,,snow,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-as-source-snow-undergoes-process-precipitation,atmosphere_snow_precipitation,,snow,,,precipitation,,,,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top)-contains-air,atmosphere_top_air,,air,atmosphere-has-part-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-has-part-top,atmosphere_top,,,,,,,,,,,atmosphere,top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top)-is-location-of-radiation~incoming~longwave,atmosphere_top_radiation~incoming~longwave,,radiation~incoming~longwave,,,,,,,,,,,atmosphere-has-part-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top)-is-location-of-radiation~incoming~shortwave,atmosphere_top_radiation~incoming~shortwave,,radiation~incoming~shortwave,,,,,,,,,,,atmosphere-has-part-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top)-is-location-of-radiation~incoming,atmosphere_top_radiation~incoming,,radiation~incoming,,,,,,,,,,,atmosphere-has-part-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top)-is-location-of-radiation~outgoing~longwave,atmosphere_top_radiation~outgoing~longwave,,radiation~outgoing~longwave,,,,,,,,,,,atmosphere-has-part-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top)-is-location-of-radiation~outgoing~shortwave,atmosphere_top_radiation~outgoing~shortwave,,radiation~outgoing~shortwave,,,,,,,,,,,atmosphere-has-part-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top)-is-location-of-radiation~outgoing,atmosphere_top_radiation~outgoing,,radiation~outgoing,,,,,,,,,,,atmosphere-has-part-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top-has-abstraction-surface)-is-location-of-radiation~incoming~longwave,atmosphere_top_surface_radiation~incoming~longwave,,radiation~incoming~longwave,,,,,,,,,,,atmosphere-has-part-top-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-has-part-top-has-abstraction-surface,atmosphere_top_surface,,,,,,,,,,surface,atmosphere,top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(atmosphere-has-part-top-has-abstraction-surface)-is-location-of-radiation~incoming~shortwave,atmosphere_top_surface_radiation~incoming~shortwave,,radiation~incoming~shortwave,,,,,,,,,,,atmosphere-has-part-top-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-as-source-water-undergoes-process-precipitation,atmosphere_water_precipitation,,water,,,precipitation,,,,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-is-source-of-(snowfall-contains-water),atmosphere_snowfall_water,atmosphere,snowfall-contains-water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall-contains-water,snowfall_water,,water,snowfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-is-source-of-(icefall-contains-water),atmosphere_icefall_water,atmosphere,icefall-contains-water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icefall-contains-water,icefall_water,,water,icefall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmosphere-contains-water,atmosphere_water,,water,atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-acceleration~0-to-60mph,automobile_acceleration~0-to-60mph,,automobile,,,acceleration~0-to-60mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-acceleration,automobile_acceleration,,automobile,,,acceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-braking,automobile_braking,,automobile,,,braking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-as-medium-cargo,automobile_cargo,,cargo,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-as-medium-fuel,automobile_fuel,,fuel,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-lifetime-travel,automobile_lifetime-travel,,automobile,,,lifetime-travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-manufacture,automobile_manufacture,,automobile,,,manufacture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-stopping,automobile_stopping,,automobile,,,stopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-travel,automobile_travel,,automobile,,,travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-undergoes-process-turning,automobile_turning,,automobile,,,turning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-has-abstraction-axis~vertical,automobile_axis~vertical,,,,,,,,,,axis~vertical,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-battery,automobile_battery,,battery,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-has-part-bottom,automobile_bottom,,,,,,,,,,,automobile,bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(automobile-has-part-bottom)-measured-above-ground,automobile_bottom_ground,,automobile-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(automobile-contains-part-(bumper-has-part-bottom))-measured-above-ground,automobile_bumper_bottom_ground,,automobile-contains-part-(bumper-has-part-bottom),,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-(bumper-has-part-bottom),automobile_bumper_bottom,,bumper-has-part-bottom,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bumper-has-part-bottom,bumper_bottom,,,,,,,,,,,bumper,bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-as-source-carbon-dioxide-undergoes-process-emission,automobile_carbon-dioxide_emission,,carbon-dioxide,,,emission,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-door,automobile_door,,door,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-is-driven-by-(driver-undergoes-process-reaction),automobile_driver_reaction,,driver-undergoes-process-reaction,,,,,,,,,,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
driver-undergoes-process-reaction,driver_reaction,,driver,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-engine,automobile_engine,,engine,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-(engine-contains-(crankshaft-undergoes-process-rotation)),automobile_engine_crankshaft_rotation,,engine-contains-(crankshaft-undergoes-process-rotation),automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine-contains-(crankshaft-undergoes-process-rotation),engine_crankshaft_rotation,,crankshaft-undergoes-process-rotation,engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crankshaft-undergoes-process-rotation,crankshaft_rotation,,crankshaft,,,rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-(engine-contains-part-crankshaft),automobile_engine_crankshaft,,engine-contains-part-crankshaft,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine-contains-part-crankshaft,engine_crankshaft,,crankshaft,,,,,,,,,,,,,,,,engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-(engine-contains-part-cylinder),automobile_engine_cylinder,,engine-contains-part-cylinder,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine-contains-part-cylinder,engine_cylinder,,cylinder,,,,,,,,,,,,,,,,engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-(engine-contains-part-(cylinder-contains-part-piston)),automobile_engine_cylinder_piston,,engine-contains-part-(cylinder-contains-part-piston),,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine-contains-part-(cylinder-contains-part-piston),engine_cylinder_piston,,cylinder-contains-part-piston,,,,,,,,,,,,,,,,engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cylinder-contains-part-piston,cylinder_piston,,piston,,,,,,,,,,,,,,,,cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-has-part-front-has-abstraction-x-section,automobile_front_x-section,,,,,,,,,,x-section,automobile,front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-fuel-tank,automobile_fuel-tank,,fuel-tank,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-as-sink-fuel-undergoes-process-consumption,automobile_fuel_consumption,,fuel,,,consumption,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-fuel,automobile_fuel,,fuel,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-axle~rear,automobile_axle~rear,,axle~rear,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-seat-belt,automobile_seat-belt,,seat-belt,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-tire,automobile_tire,,tire,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automobile-contains-part-wheel,automobile_wheel,,wheel,,,,,,,,,,,,,,,,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball-bat-as-main-baseball-as-main-impact,baseball-bat_baseball_impact,,baseball-bat,,,impact,,,,,,,,,,,,,,,,,,,,,,,baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-has-abstraction-boundary,drainage-basin_boundary,,,,,,,,,,boundary,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-has-abstraction-centroid,drainage-basin_centroid,,,,,,,,,,centroid,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(channel-network-has-abstraction-graph),drainage-basin_channel-network_graph,,channel-network-has-abstraction-graph,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel-network-has-abstraction-graph,channel-network_graph,,,,,,,,,,graph,channel-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-channel-network,drainage-basin_channel-network,,channel-network,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(channel-network-contains-part-link~exterior),drainage-basin_channel-network_link~exterior,,channel-network-contains-part-link~exterior,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel-network-contains-part-link~exterior,channel-network_link~exterior,,link~exterior,,,,,,,,,,,,,,,,channel-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(channel-network-contains-part-link~interior),drainage-basin_channel-network_link~interior,,channel-network-contains-part-link~interior,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel-network-contains-part-link~interior,channel-network_link~interior,,link~interior,,,,,,,,,,,,,,,,channel-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(channel-network-contains-part-source),drainage-basin_channel-network_source,,channel-network-contains-part-source,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel-network-contains-part-source,channel-network_source,,source,,,,,,,,,,,,,,,,channel-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-channel~longest,drainage-basin_channel~longest,,channel~longest,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(channel~longest-has-abstraction-centerline),drainage-basin_channel~longest_centerline,,channel~longest-has-abstraction-centerline,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel~longest-has-abstraction-centerline,channel~longest_centerline,,,,,,,,,,centerline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-as-medium-land~burned,drainage-basin_land~burned,,land~burned,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-as-medium-land~forested,drainage-basin_land~forested,,land~forested,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-as-medium-grassland,drainage-basin_grassland,,grassland,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin~bankfull-contains-part-outlet,drainage-basin~bankfull_outlet,,outlet,,,,,,,,,,,,,,,,drainage-basin~bankfull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-outlet,drainage-basin_outlet,,outlet,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(outlet-contains-part-river-bank~left),drainage-basin_outlet_river-bank~left,,outlet-contains-part-river-bank~left,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-part-river-bank~left,outlet_river-bank~left,,river-bank~left,,,,,,,,,,,,,,,,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(outlet-contains-part-river-bank~right),drainage-basin_outlet_river-bank~right,,outlet-contains-part-river-bank~right,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-part-river-bank~right,outlet_river-bank~right,,river-bank~right,,,,,,,,,,,,,,,,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(outlet-has-abstraction-center),drainage-basin_outlet_center,,outlet-has-abstraction-center,,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-has-abstraction-center,outlet_center,,,,,,,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(drainage-basin-contains-part-outlet)-is-location-of-(channel-has-part-bottom),drainage-basin_outlet_channel_bottom,,channel-has-part-bottom,,,,,,,,,,,drainage-basin-contains-part-outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-is-location-of-(outlet-contains-sediment),drainage-basin_outlet_sediment,,outlet-contains-sediment,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-sediment,outlet_sediment,,sediment,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-(outlet-contains-(water-undergoes-process-flowing)),drainage-basin_outlet_water_flowing,,outlet-contains-(water-undergoes-process-flowing),drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-(water-undergoes-process-flowing),outlet_water_flowing,,water-undergoes-process-flowing,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-(outlet-contains-(water-as-medium-sediment~bedload-undergoes-process-flowing)),drainage-basin_outlet_water_sediment~bedload_flowing,,outlet-contains-(water-as-medium-sediment~bedload-undergoes-process-flowing),drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-(water-as-medium-sediment~bedload-undergoes-process-flowing),outlet_water_sediment~bedload_flowing,,water-as-medium-sediment~bedload-undergoes-process-flowing,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-sediment~bedload-undergoes-process-flowing,water_sediment~bedload_flowing,,sediment~bedload,,,flowing,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-(outlet-contains-(water-as-medium-sediment~suspended-undergoes-process-flowing)),drainage-basin_outlet_water_sediment~suspended_flowing,,outlet-contains-(water-as-medium-sediment~suspended-undergoes-process-flowing),drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-(water-as-medium-sediment~suspended-undergoes-process-flowing),outlet_water_sediment~suspended_flowing,,water-as-medium-sediment~suspended-undergoes-process-flowing,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-sediment~suspended-undergoes-process-flowing,water_sediment~suspended_flowing,,sediment~suspended,,,flowing,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-(outlet-contains-(water-as-medium-sediment-undergoes-process-flowing)),drainage-basin_outlet_water_sediment_flowing,,outlet-contains-(water-as-medium-sediment-undergoes-process-flowing),drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-(water-as-medium-sediment-undergoes-process-flowing),outlet_water_sediment_flowing,,water-as-medium-sediment-undergoes-process-flowing,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-sediment-undergoes-process-flowing,water_sediment_flowing,,sediment,,,flowing,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-(outlet-contains-(water-as-medium-sediment~washload-undergoes-process-flowing)),drainage-basin_outlet_water_sediment~washload_flowing,,outlet-contains-(water-as-medium-sediment~washload-undergoes-process-flowing),drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-(water-as-medium-sediment~washload-undergoes-process-flowing),outlet_water_sediment~washload_flowing,,water-as-medium-sediment~washload-undergoes-process-flowing,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-sediment~washload-undergoes-process-flowing,water_sediment~washload_flowing,,sediment~washload,,,flowing,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(outlet-contains-(water-has-abstraction-x-section)),drainage-basin_outlet_water_x-section,,outlet-contains-(water-has-abstraction-x-section),,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-(water-has-abstraction-x-section),outlet_water_x-section,,water-has-abstraction-x-section,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-has-abstraction-x-section,water_x-section,,,,,,,,,,x-section,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drainage-basin-contains-part-(outlet-contains-(water-undergoes-process-flowing-has-abstraction-x-section)),drainage-basin_outlet_water_flowing_x-section,,outlet-contains-(water-undergoes-process-flowing-has-abstraction-x-section),,,,,,,,,,,,,,,,drainage-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outlet-contains-(water-undergoes-process-flowing-has-abstraction-x-section),outlet_water_flowing_x-section,,water-undergoes-process-flowing-has-abstraction-x-section,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
