entity_label,entity_class,plural,tagged_variables
hexane,matter,,
hexarthra,attribute,,
hexatoma,attribute,,
hexazinone,matter,,
hibernation,process,,
hide,process,,
high-type-cloud,phenomenon,,
highest-tenth,attribute,,
himalopsyche,attribute,,
hirudinea,attribute,,
hit,process,,
hmx,matter,,
hoard,process,,
hoisting,process,,
hole,form,,
holmium,matter,,
holopedidae,attribute,,
holopedium,attribute,,
holorusia,attribute,,
homophylax,attribute,,
homoplectra,attribute,,
homosalate,matter,,
hooke-law_coefficient,property,,steel-spring__hooke-law_coefficient
hoplonemertea,attribute,,
hopping,process,,
horizontal,attribute,,"soil_x-section~horizontal_macropores__area_fraction, storage-tank~open-top_x-section~horizontal__area, storage-tank~open-top_x-section~horizontal_circle__radius, land_surface~horizontal_radiation~incoming~shortwave__energy_flux"
horizontal_component,operation,,"sea_water__horizontal_component_of_turbulent_kinetic_energy_diffusivity, sea_water__horizontal_component_of_heat_diffusivity, sea_water_salt__horizontal_component_of_mass_diffusivity, soil_macropores~saturated__horizontal_component_of_hydraulic_conductivity, groundwater__horizontal_component_of_anisotropy_factor, groundwater__horizontal_component_of_transmissivity, groundwater__horizontal_component_of_hydraulic_conductivity"
horton_bifurcation_ratio,property,,drainage-basin_channel-network__horton_bifurcation_ratio
horton-strahler_order,property,,drainage-basin_channel-network__horton-strahler_order
hovering,process,,
hox,matter,,atmosphere_air_column_hox-as-hydrogen__mass-per-area_density
human,phenomenon,,"earth_human__carrying_capacity, human_acoustic-wave_hearing__lower_limit_of_frequency, human__mean_of_height, human_acoustic-wave_hearing__upper_limit_of_frequency, human_alcohol_consumption__mass-per-length_rate, human_blood_platelet__count-per-volume_density, human_red-blood-cell__count-per-volume_density, human_white-blood-cell__count-per-volume_density, human_eye_photon_detection__lower_limit_of_count, human_hair__thickness, human_life__max_of_duration, human_life__span"
humidification,process,,
hummer,attribute,,automobile~gm~hummer__weight
hunting,process,,
hybridization,process,,
hydatophylax,attribute,,
hydra,attribute,,
hydration,process,,
hydration_enthalpy,property,,
hydraulic,attribute,,
hydraulic_conductance,property,,
hydraulic_conductivity,property,,"channel_bed_water__hydraulic_conductivity, channel_bottom_sediment_grain_water__hydraulic_conductivity, soil_macropores_water__vertical_component_of_hydraulic_conductivity, soil~saturated_water__vertical_component_of_hydraulic_conductivity, river-bank_sediment~saturated_water__hydraulic_conductivity, channel_bottom_sediment~saturated_water__hydraulic_conductivity, soil~saturated__hydraulic_conductivity, soil__time_derivative_of_hydraulic_conductivity, soil_macropores~saturated__horizontal_component_of_hydraulic_conductivity, soil_macropores~saturated__vertical_component_of_hydraulic_conductivity, soil_water__hydraulic_conductivity, soil~saturated_water__hydraulic_conductivity, groundwater__horizontal_component_of_hydraulic_conductivity, groundwater__vertical_component_of_hydraulic_conductivity"
relative_hydraulic_conductivity,property,,soil_water__relative_hydraulic_conductivity
hydraulic-geometry_depth-vs-discharge_coefficient,property,,"downstream_channel__hydraulic-geometry_depth-vs-discharge_coefficient, station_channel__hydraulic-geometry_depth-vs-discharge_coefficient"
hydraulic-geometry_depth-vs-discharge_exponent,property,,"downstream_channel__hydraulic-geometry_depth-vs-discharge_exponent, station_channel__hydraulic-geometry_depth-vs-discharge_exponent"
hydraulic-geometry_depth-vs-half-width_exponent,property,,
hydraulic-geometry_slope-vs-discharge_coefficient,property,,"downstream_channel__hydraulic-geometry_slope-vs-discharge_coefficient, station_channel__hydraulic-geometry_slope-vs-discharge_coefficient"
hydraulic-geometry_slope-vs-discharge_exponent,property,,"downstream_channel__hydraulic-geometry_slope-vs-discharge_exponent, station_channel__hydraulic-geometry_slope-vs-discharge_exponent"
hydraulic-geometry_speed-vs-discharge_coefficient,property,,"downstream_channel__hydraulic-geometry_speed-vs-discharge_coefficient, station_channel__hydraulic-geometry_speed-vs-discharge_coefficient"
hydraulic-geometry_speed-vs-discharge_exponent,property,,"downstream_channel__hydraulic-geometry_speed-vs-discharge_exponent, station_channel__hydraulic-geometry_speed-vs-discharge_exponent"
hydraulic-geometry_width-vs-discharge_coefficient,property,,"downstream_channel__hydraulic-geometry_width-vs-discharge_coefficient, downstream_channel__hydraulic-geometry_width-vs-discharge_coefficient, station_channel__hydraulic-geometry_width-vs-discharge_coefficient"
hydraulic-geometry_width-vs-discharge_exponent,property,,"downstream_channel__hydraulic-geometry_width-vs-discharge_exponent, downstream_channel__hydraulic-geometry_width-vs-discharge_exponent, station_channel__hydraulic-geometry_width-vs-discharge_exponent"
hydraulic_head,property,,pump__hydraulic_head
hydraulic_radius,property,,channel_water_x-section__hydraulic_radius
hydraulic_roughness,property,,
hydraulic-jump,phenomenon,,"channel_water_hydraulic-jump__height, channel_water_hydraulic-jump__loss_of_energy"
hydridae,attribute,,
hydrobaenus,attribute,,
hydrobasins_identification_code,property,,drainage-basin_boundary__hydrobasins_identification_code
hydrocarbon,matter,hydrocarbons,
hydrochlorothiazide,matter,,
hydrogen,matter,,"atmosphere_air_column_hox-as-hydrogen__mass-per-area_density, water_molecule_hydrogen__mass_number"
hydrogen-bromide,matter,,
hydrogen-chloride,matter,,
hydrogen-cyanide,matter,,
hydrogen-oxide,matter,,
hydrogen-peroxide,matter,,
hydrogen-sulfide,matter,,
hydrogenation,process,,
hydrogenation_enthalpy,property,,
hydroida,attribute,,
hydrolysis,process,,
hydrometeor,phenomenon,,"atmosphere_hydrometeor__diameter, atmosphere_hydrometeor_falling__speed, atmosphere_hydrometeor__mass, atmosphere_hydrometeor__mass-per-volume_density, atmosphere_hydrometeor__temperature, atmosphere_hydrometeor_falling__terminal_speed, atmosphere_hydrometeor__volume"
hydropeaking,process,,
hydroperoxyl,matter,,
hydroperoxyl-ion,phenomenon,,
hydrophilic,attribute,,
hydrophilicity,property,,
hydrophobic,attribute,,
hydrophobicity,property,,
hydrophoria,attribute,,
hydrophorus,attribute,,
hydroplane,process,,
hydropsyche,attribute,,
hydropsyche-frisoni,attribute,,
hydropsyche-incommoda,attribute,,
hydropsyche-orris,attribute,,
hydropsyche-simulans,attribute,,
hydropsychidae,attribute,,
hydroptila,attribute,,
hydroptilidae,attribute,,
hydroxide,matter,,
hydroxyl,matter,,
hydroxyl-ion,phenomenon,,
hydroxysimazine,matter,,
hydrozoa,attribute,,
hygroscopic,attribute,,
hygroscopic_pressure_head,property,,soil_water__hygroscopic_pressure_head
hygroscopic_volume_fraction,property,,soil_water__hygroscopic_volume_fraction
hyperpolarization,process,,
hypobromous-acid,matter,,
hypocenter,abstraction,,"earth_interior_earthquake_hypocenter_seismic-station__distance, earth_interior_earthquake_hypocenter__depth, earth_interior_earthquake_hypocenter__latitude, earth_interior_earthquake_hypocenter__longitude, earthquake_hypocenter__latitude, earthquake_hypocenter__longitude"
hypocharassus,attribute,,
hypochlorous-acid,matter,,
ibuprofen,matter,,
ice,matter,,"snow-or-ice__melt_factor, atmosphere_ice__mass-per-volume_density, atmosphere_ice_precipitation__duration, atmosphere_ice_precipitation__volume_flux, glacier_bottom_ice__magnitude_of_shear_stress, glacier_bottom_ice_sliding__speed, glacier_bottom_ice__static_pressure, glacier_bottom_ice__temperature, glacier_bottom_ice_flowing__east_component_of_velocity, glacier_bottom_ice_flowing__east_down_component_of_stress, glacier_bottom_ice_flowing__north_component_of_velocity, glacier_bottom_ice_flowing__north_down_component_of_stress, glacier_bottom_ice_flowing__x_component_of_velocity, glacier_bottom_ice_flowing__x_z_component_of_stress, glacier_bottom_ice_flowing__y_component_of_velocity, glacier_bottom_ice_flowing__y_z_component_of_stress, glacier_bottom_ice_flowing__z_component_of_velocity, glacier_ice_ablation__length-per-time_rate, glacier_ice_accumulation__length-per-time_rate, glacier_ice__azimuth_angle_of_gradient_of_temperature, glacier_ice__change_from_one-year_min_of_mass, glacier_ice__change_from_one-year_min_of_thickness, glacier_ice__change_from_one-year_min_of_volume, glacier_ice~melting-point__depression_of_temperature, glacier_ice_meltwater__domain_time_integral_of_volume_flux, glacier_ice__down_derivative_of_temperature, glacier_ice__shear_dynamic_viscosity, glacier_ice__volume_dynamic_viscosity, glacier_ice__east_derivative_of_temperature, glacier_ice__elevation_angle_of_gradient_of_temperature, glacier_ice__glen-law_coefficient, glacier_ice__glen-law_exponent, glacier_ice__heat_capacity_ratio, glacier_ice__initial_thickness, glacier_ice_isentropic-process__compressibility, glacier_ice_isothermal-process__compressibility, glacier_ice__shear_kinematic_viscosity, glacier_ice__volume_kinematic_viscosity, glacier_ice__magnitude_of_gradient_of_temperature, glacier_ice__mass, glacier_ice__mass-per-volume_density, glacier_ice_isobaric-process__mass-specific_heat_capacity, glacier_ice_isochoric-process__mass-specific_heat_capacity, glacier_ice_fusion__mass-specific_latent_heat, glacier_ice_sublimation__mass-specific_latent_heat, glacier_ice_vaporization__mass-specific_latent_heat, glacier_ice_meltwater__mass_flux, glacier_ice_meltwater__volume_flux, glacier_ice~melting-point__temperature, glacier_ice__north_derivative_of_temperature, glacier_ice__peclet_number, glacier_ice~melting-point_at-air_pressure__temperature, glacier_ice__relative_permittivity, glacier_ice__temperature, glacier_ice__thermal_conductivity, glacier_ice__thermal_diffusivity, glacier_ice__thermal_inertia, glacier_ice__thermal_resistivity, glacier_ice__thermal_volume_expansion_coefficient, glacier_ice__thickness, glacier_ice__time_derivative_of_mass, glacier_ice__time_derivative_of_thickness, glacier_ice__time_derivative_of_volume, glacier_ice__volume, glacier_ice_isobaric-process__volume-specific_heat_capacity, glacier_ice_isochoric-process__volume-specific_heat_capacity, glacier_ice__volume-vs-area-law_coefficient, glacier_ice__volume-vs-area-law_exponent, glacier_ice__x_derivative_of_temperature, glacier_ice__y_derivative_of_temperature, glacier_ice__z_derivative_of_temperature, glacier_ice_flowing__azimuth_angle_of_gradient_of_static_pressure, glacier_ice_flowing__azimuth_angle_of_velocity, glacier_ice_flowing__down_component_of_velocity, glacier_ice_flowing__down_derivative_of_static_pressure, glacier_ice_flowing__dynamic_pressure, glacier_ice_flowing__east_component_of_velocity, glacier_ice_flowing__east_derivative_of_static_pressure, glacier_ice_flowing__elevation_angle_of_gradient_of_static_pressure, glacier_ice_flowing__elevation_angle_of_velocity, glacier_ice_flowing__magnitude_of_gradient_of_static_pressure, glacier_ice_flowing__north_component_of_velocity, glacier_ice_flowing__north_derivative_of_static_pressure, glacier_ice_flowing__south_component_of_velocity, glacier_ice_flowing__speed, glacier_ice_flowing__total_pressure, glacier_ice_flowing__up_component_of_velocity, glacier_ice_flowing__west_component_of_velocity, glacier_ice_flowing__x_component_of_velocity, glacier_ice_flowing__x_derivative_of_static_pressure, glacier_ice_flowing__y_component_of_velocity, glacier_ice_flowing__y_derivative_of_static_pressure, glacier_ice_flowing__z_component_of_velocity, glacier_ice_flowing__z_derivative_of_static_pressure, glacier_ice_meltwater__domain_time_integral_of_volume_flux, glacier_ice_meltwater__mass_flux, glacier_ice_meltwater__volume_flux, glacier_ice_above-bed__distance, glacier_ice_above-bed__normalized_distance, glacier_top_ice_desublimation__mass_flux, glacier_top_ice_desublimation__volume_flux, glacier_top_ice_sublimation__mass_flux, glacier_top_ice_sublimation__volume_flux, glacier_top_ice__temperature, glacier_top_ice__time_derivative_of_temperature, glacier_top_ice_flowing__x_component_of_velocity, glacier_top_ice_flowing__y_component_of_velocity, glacier_top_ice__time_max_of_net_heat_energy_flux, glacier_top_ice_wind_scour__length-per-time_rate, ice_isobaric-process__mass-specific_heat_capacity, ice_isochoric-process__mass-specific_heat_capacity, ice~melting-point__temperature, ice_isobaric-process__volume-specific_heat_capacity, ice_isochoric-process__volume-specific_heat_capacity, sea_ice__age, sea_ice__albedo, sea_ice__area, sea_ice__area_fraction, sea_ice~melting-point__depression_of_temperature, sea_ice__draft_depth, sea_ice__shear_dynamic_viscosity, sea_ice__volume_dynamic_viscosity, sea_ice__emissivity, sea_ice__extent, sea_ice__freeboard_height, sea_ice__heat_capacity_ratio, sea_ice_isentropic-process__compressibility, sea_ice_isothermal-process__compressibility, sea_ice__shear_kinematic_viscosity, sea_ice__volume_kinematic_viscosity, sea_ice__mass-per-volume_density, sea_ice_isobaric-process__mass-specific_heat_capacity, sea_ice_isochoric-process__mass-specific_heat_capacity, sea_ice_fusion__mass-specific_latent_heat, sea_ice_sublimation__mass-specific_latent_heat, sea_ice_meltwater__mass_flux, sea_ice_meltwater__volume_flux, sea_ice~melting-point__temperature, sea_ice__relative_permittivity, sea_ice__salinity, sea_ice_sublimation__mass_flux, sea_ice_sublimation__volume_flux, sea_ice__thermal_conductivity, sea_ice__thermal_diffusivity, sea_ice__thermal_inertia, sea_ice__thermal_resistivity, sea_ice__thermal_volume_expansion_coefficient, sea_ice__thickness, sea_ice__time_derivative_of_area_fraction, sea_ice__time_derivative_of_extent, sea_ice__time_derivative_of_thickness, sea_ice__time_derivative_of_volume, sea_ice__volume, sea_ice_isobaric-process__volume-specific_heat_capacity, sea_ice_isochoric-process__volume-specific_heat_capacity, sea_ice_bottom_water__salinity, sea_ice_bottom_water__temperature, sea_ice_bottom_water_salt__mass_flux, sea_ice_radiation~incoming~longwave~absorbed__energy_flux, sea_ice_radiation~incoming~longwave_absorption__absorptance, sea_ice_radiation~incoming~longwave_reflection__reflectance, sea_ice_radiation~incoming~longwave~reflected__energy_flux, sea_ice_radiation~incoming~longwave_transmission__transmittance, sea_ice_radiation~incoming~longwave~transmitted__energy_flux, sea_ice_radiation~incoming~shortwave~absorbed__energy_flux, sea_ice_radiation~incoming~shortwave_absorption__absorptance, sea_ice_radiation~incoming~shortwave_reflection__reflectance, sea_ice_radiation~incoming~shortwave~reflected__energy_flux, sea_ice_radiation~incoming~shortwave_transmission__transmittance, sea_ice_radiation~incoming~shortwave~transmitted__energy_flux, sea_ice_radiation~incoming~absorbed__energy_flux, sea_ice_radiation~incoming_absorption__absorptance, sea_ice_radiation~incoming_reflection__reflectance, sea_ice_radiation~incoming~reflected__energy_flux, sea_ice_radiation~incoming_transmission__transmittance, sea_ice_radiation~incoming~transmitted__energy_flux, sea_ice_radiation~outgoing~longwave_emission__emittance, sea_ice_radiation~outgoing~longwave~downward__energy_flux, sea_ice_radiation~outgoing~longwave~upward__energy_flux, sea_ice_salt__mass_concentration, sea_ice_salt__volume_concentration, sea_ice_surface_air__temperature, soil_ice__mass_fraction, soil_ice__volume_fraction, soil_ice_thawing-front__depth"
ice-covered,attribute,,constituent-state_land~ice-covered__area_fraction
ice-layer,phenomenon,,snowpack_ice-layer__count
ice-shove,phenomenon,,
iceberg,phenomenon,icebergs,
icefall,phenomenon,,"atmosphere_icefall_water__leq_volume_flux, atmosphere_icefall_water__mass-per-volume_density"
icing,process,,
ideal,attribute,,
ideal_angle,property,,water_molecule_bond-h-o-h__ideal_angle
ideal_gas_constant,property,,physics__ideal_gas_constant
identification,process,,
identification,property,,
identification_number,property,,weather-station__identification_number
idling,process,,
idotea,attribute,,
idoteidae,attribute,,
igniton,process,,
illumination,process,,
illuviation,process,,
ilyodrilus,attribute,,
image,abstraction,,image__aspect_ratio
imazapyr,matter,,
imazaquin,matter,,
imazethapyr,matter,,
imbrication,process,,
imcooming_component,operation,,
imersion,process,,
imidacloprid,matter,,
immersed,attribute,,"channel_water_sediment~bedload~immersed_grain__weight, sea_bottom_sediment~immersed__weight"
immigration,process,,
immiscibility,property,,
immiscible,attribute,,
immobilization,process,,"nitrogen_immobilization__average_of_gross_mass_rate, biomass~microbial-or-soil_pool~organic~stabilized_nitrogen_immobilization__gross_mass-per-area_density"
immunization,process,,
impact,process,,"baseball-bat_baseball_impact__impulse, projectile_impact__azimuth_angle_of_velocity, projectile_impact__elevation_angle_of_velocity, projectile_impact__depth, projectile_impact__force, projectile_impact__time, projectile_impact__velocity"
impact-crater,form,,"impact-crater_circle__diameter, projectile_impact-crater__depth, projectile_impact-crater__diameter"
impaction,process,,
impairment,process,,
impedance,process,,
impedance,property,,
impell,process,,
impinge,process,,
implantation,process,,
implosion,process,,
importation,process,,
impound,process,,
impregnation,process,,
improvement,process,,
impulse,property,,baseball-bat_baseball_impact__impulse
in-vivo_fluorescence,property,,
inability,property,,
inadequacy,property,,
incandescent,attribute,,
incandescent-light-bulb,phenomenon,,incandescent-light-bulb__radiant_intensity
incarceration,process,,
inception,process,,
incidence,property,,
incidence_angle,property,,sea_surface_water_wave_ray__incidence_angle
incident,attribute,,
incident_energy_flux,property,,
incineration,process,,
incision,process,,
inclination,process,,
inclination_angle,property,,venus_orbit_venus_ecliptic__inclination_angle
inclusion,process,,
income,property,,
incoming,direction,,"river_channel_bed_water~incoming__lateral_component_of_volume_flux, stream_channel_reach_water~incoming__lateral_component_of_volume_flux, atmosphere_aerosol_radiation~incoming~shortwave~absorbed__energy_flux, atmosphere_aerosol_radiation~incoming~shortwave_absorption__absorptance, atmosphere_aerosol_radiation~incoming~shortwave_reflection__reflectance, atmosphere_aerosol_radiation~incoming~shortwave~reflected__energy_flux, atmosphere_aerosol_radiation~incoming~shortwave_transmission__transmittance, atmosphere_aerosol_radiation~incoming~shortwave~transmitted__energy_flux, atmosphere_air_radiation~incoming~longwave_absorption__absorptance, atmosphere_air_radiation~incoming~longwave_reflection__reflectance, atmosphere_air_radiation~incoming~longwave_transmission__transmittance, atmosphere_air_radiation~incoming~shortwave__energy_intensity, atmosphere_clouds_radiation~incoming~shortwave~absorbed__energy_flux, atmosphere_clouds_radiation~incoming~shortwave_absorption__absorptance, atmosphere_clouds_radiation~incoming~shortwave_reflection__reflectance, atmosphere_clouds_radiation~incoming~shortwave~reflected__energy_flux, atmosphere_clouds_radiation~incoming~shortwave_transmission__transmittance, atmosphere_clouds_radiation~incoming~shortwave~transmitted__energy_flux, atmosphere_radiation~incoming~shortwave~absorbed__energy_flux, atmosphere_radiation~incoming~shortwave_absorption__absorptance, atmosphere_radiation~incoming~shortwave_reflection__reflectance, atmosphere_radiation~incoming~shortwave~reflected__energy_flux, atmosphere_radiation~incoming~shortwave_transmission__transmittance, atmosphere_radiation~incoming~shortwave~transmitted__energy_flux, atmosphere_top_radiation~incoming~longwave__energy_flux, atmosphere_top_radiation~incoming~shortwave__energy_flux, atmosphere_top_radiation~incoming__energy_flux, atmosphere_top_surface_radiation~incoming~longwave__energy_flux, atmosphere_top_surface_radiation~incoming~shortwave__energy_flux, earth_surface_radiation~incoming~longwave__energy_flux, earth_surface_radiation~incoming~shortwave__energy_flux, earth_surface_radiation~incoming__energy_flux, earth_surface_radiation~incoming~visible__energy_flux, glacier_top_surface_radiation~incoming~longwave__energy_flux, glacier_top_surface_radiation~incoming~shortwave__energy_flux, lake_water~incoming_flowing__volume_rate, land-or-sea_surface_radiation~incoming~shortwave__energy_flux, land_surface_radiation~incoming~longwave~absorbed__energy_flux, land_surface_radiation~incoming~longwave_absorption__absorptance, land_surface_radiation~incoming~longwave_emission__emittance, land_surface_radiation~incoming~longwave__energy_flux, land_surface_radiation~incoming~longwave_reflection__reflectance, land_surface_radiation~incoming~longwave~reflected__energy_flux, land_surface_radiation~incoming~shortwave~absorbed__energy_flux, land_surface_radiation~incoming~shortwave_absorption__absorptance, land_surface_radiation~incoming~shortwave~backscattered__energy_flux, land_surface_radiation~incoming~shortwave~diffuse__energy_flux, land_surface_radiation~incoming~shortwave~direct__energy_flux, land_surface_radiation~incoming~shortwave__energy_flux, land_surface_radiation~incoming~shortwave__one-hour_time_integral_of_energy_flux, land_surface_radiation~incoming~shortwave_reflection__reflectance, land_surface_radiation~incoming~shortwave~reflected__energy_flux, land_surface_radiation~incoming~absorbed__energy_flux, land_surface_radiation~incoming_absorption__absorptance, land_surface_radiation~incoming__energy_flux, land_surface_radiation~incoming_reflection__reflectance, land_surface_radiation~incoming~reflected__energy_flux, model_grid_cell_water~incoming_flowing__volume_rate, sea_bottom_radiation~incoming~longwave~absorbed__energy_flux, sea_bottom_radiation~incoming~longwave_absorption__absorptance, sea_bottom_radiation~incoming~longwave__energy_flux, sea_bottom_radiation~incoming~longwave_reflection__reflectance, sea_bottom_radiation~incoming~longwave~reflected__energy_flux, sea_bottom_radiation~incoming~shortwave~absorbed__energy_flux, sea_bottom_radiation~incoming~shortwave_absorption__absorptance, sea_bottom_radiation~incoming~shortwave__energy_flux, sea_bottom_radiation~incoming~shortwave_reflection__reflectance, sea_bottom_radiation~incoming~shortwave~reflected__energy_flux, sea_bottom_radiation~incoming~absorbed__energy_flux, sea_bottom_radiation~incoming_absorption__absorptance, sea_bottom_radiation~incoming__energy_flux, sea_bottom_radiation~incoming_reflection__reflectance, sea_bottom_radiation~incoming~reflected__energy_flux, sea_ice_radiation~incoming~longwave~absorbed__energy_flux, sea_ice_radiation~incoming~longwave_absorption__absorptance, sea_ice_radiation~incoming~longwave_reflection__reflectance, sea_ice_radiation~incoming~longwave~reflected__energy_flux, sea_ice_radiation~incoming~longwave_transmission__transmittance, sea_ice_radiation~incoming~longwave~transmitted__energy_flux, sea_ice_radiation~incoming~shortwave~absorbed__energy_flux, sea_ice_radiation~incoming~shortwave_absorption__absorptance, sea_ice_radiation~incoming~shortwave_reflection__reflectance, sea_ice_radiation~incoming~shortwave~reflected__energy_flux, sea_ice_radiation~incoming~shortwave_transmission__transmittance, sea_ice_radiation~incoming~shortwave~transmitted__energy_flux, sea_ice_radiation~incoming~absorbed__energy_flux, sea_ice_radiation~incoming_absorption__absorptance, sea_ice_radiation~incoming_reflection__reflectance, sea_ice_radiation~incoming~reflected__energy_flux, sea_ice_radiation~incoming_transmission__transmittance, sea_ice_radiation~incoming~transmitted__energy_flux, sea_shoreline_water_wave~incoming__azimuth_angle_of_group_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_left_normal_of_phase_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_phase_velocity, sea_shoreline_deepwater-wave~incoming__ashton-et-al_approach_angle_asymmetry_parameter, sea_shoreline_deepwater-wave~incoming__ashton-et-al_approach_angle_highness_parameter, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_group_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_left_normal_of_phase_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_phase_velocity, sea_shoreline_deepwater-wave~incoming__height, sea_shoreline_deepwater-wave~incoming__period, sea_shoreline_deepwater-wave~incoming__significant_height, sea_surface_radiation~incoming~shortwave~absorbed__energy_flux, sea_surface_radiation~incoming~shortwave_absorption__absorptance, sea_surface_radiation~incoming~shortwave__energy_flux, sea_surface_radiation~incoming~shortwave_reflection__reflectance, sea_surface_radiation~incoming~shortwave~reflected__energy_flux, snowpack_radiation~incoming~longwave~absorbed__energy_flux, snowpack_radiation~incoming~longwave_absorption__absorptance, snowpack_radiation~incoming~longwave__energy_flux, snowpack_radiation~incoming~longwave_reflection__reflectance, snowpack_radiation~incoming~longwave~reflected__energy_flux, snowpack_radiation~incoming~shortwave~absorbed__energy_flux, snowpack_radiation~incoming~shortwave_absorption__absorptance, snowpack_radiation~incoming~shortwave__energy_flux, snowpack_radiation~incoming~shortwave_reflection__reflectance, snowpack_radiation~incoming~shortwave~reflected__energy_flux, snowpack_radiation~incoming~absorbed__energy_flux, snowpack_radiation~incoming_absorption__absorptance, snowpack_radiation~incoming__energy_flux, snowpack_radiation~incoming_reflection__reflectance, snowpack_radiation~incoming~reflected__energy_flux, water~incoming-and-outgoing_flowing__volume_rate, land_surface~horizontal_radiation~incoming~shortwave__energy_flux"
incoming_component,operation,,"atmosphere_bottom_air_land__incoming_component_of_latent_heat_energy_flux, atmosphere_bottom_air_land__incoming_component_of_sensible_heat_energy_flux, land_surface_air__incoming_component_of_latent_heat_energy_flux, land_surface_air__incoming_component_of_sensible_heat_energy_flux"
incorporation,process,,
increment,operation,,"atmosphere_air__increment_of_pressure, atmosphere_air__increment_of_temperature, bedrock_surface__increment_of_elevation, land_surface__domain_max_of_increment_of_elevation, land_surface__domain_min_of_increment_of_elevation, land_surface__increment_of_elevation"
incubation,process,,chicken-pox-virus_incubation__period
incursion,process,,
"indeno[1,2,3-cd]pyrene",matter,,
indentation,process,,
indentation_hardness,property,,"snowpack_surface__indentation_hardness, snowpack_top_surface__indentation_hardness"
independence,property,,
index,propertyquantification,,"model_grid_shell_from-grid_bottom__index, model_grid_shell_from-grid_top__index"
index,property,,"model_grid_shell_from-grid_bottom__index, model_grid_shell_from-grid_top__index"
indication,process,,
indigo,matter,,
indium,matter,,
indole,matter,,
induction,process,,
industrial,attribute,,
inebriation,process,,
inelastic_skeletal_storage_coefficient,property,,ground_no-delay-interbed_system__inelastic_skeletal_storage_coefficient
inert,attribute,,
inertia,property,,
infarction,phenomenon,,
infection,process,,
infestation,process,,
infill,process,,
infiltration,process,,"soil_layer~topmost_water_infiltration__thickness, land_surface_water_infiltration__length-per-time_rate, land_surface_water_infiltration_ponding__depth, land_surface_water_infiltration_ponding__time, soil_surface_water_infiltration__domain_time_integral_of_volume_flux, soil_surface_water_infiltration__mass_flux, soil_surface_water_infiltration__volume_flux, soil_surface_water_infiltration__potential_volume_flux, soil_surface_water_infiltration__time_integral_of_volume_flux, soil_water_infiltration__mass_flux, soil_water_infiltration__volume_flux, soil_water_infiltration__potential_volume_flux, land_surface_water_infiltration__volume_flux"
inflamation,process,,
inflation,process,,
inflation_pressure,property,,automobile_tire__inflation_pressure
inflection,process,,
infliction,process,,
inflow,process,,
influence,process,,
infusion,process,,
ingestion,process,,
inhalation,process,,
inheritance,process,,
inhibited,attribute,,
inhibition,process,,
inhibition,property,,
initial_altitude,property,,projectile__initial_altitude
initial_angular_momentum,property,,projectile__initial_angular_momentum
initial_depth,property,,"channel_water_x-section__mean_of_initial_depth, snowpack__initial_depth, storage-tank~open-top_water__initial_depth, soil_layer__initial_depth"
initial_elevation,property,,"land_surface__initial_elevation, land_surface_base-level__initial_elevation, projectile__initial_elevation, soil_water_phreatic-zone_top_surface__initial_elevation"
initial_head,property,,"groundwater__initial_head, ground_delay-interbed_system_water__initial_head"
initial_hydraulic_conductivity,property,,soil_water__initial_hydraulic_conductivity
initial_latitude,property,,projectile__initial_latitude
initial_length,property,,sea_bottom_water_debris_deposit__initial_length
initial_leq_depth,property,,snowpack__initial_leq_depth
initial_longitude,property,,projectile__initial_longitude
initial_mass,property,,soil_carbon_pool~stabilized_carbon__initial_mass
initial_normalized_volume_fraction,property,,soil_water__initial_normalized_volume_fraction
initial_preconsolidation_head,property,,ground_delay-interbed_system_water__initial_preconsolidation_head
initial_speed,property,,
initial_thickness,property,,glacier_ice__initial_thickness
initial_time_step,property,,model__initial_time_step
initial_velocity,property,,"projectile__azimuth_angle_of_initial_velocity, projectile__elevation_angle_of_initial_velocity, projectile__initial_velocity"
initial_volume,property,,channel_water__initial_volume
initial_volume_fraction,property,,"soil_water__initial_volume_fraction, soil_layer_water__initial_volume_fraction"
initial_volume-per-area_density,property,,"ground_no-delay-interbed_system_compaction__initial_volume-per-area_density, ground_delay-interbed_system_compaction__initial_volume-per-area_density"
initialization,process,,
injection,process,,
injure,process,,
inner,attribute,,
innervation,process,,
innoculation,process,,
innovation,process,,
innundation,process,,
inorganic,attribute,,water~liquid_carbon~dissolved~inorganic__molar_concentration
insecta,attribute,,
insecurity,property,,
insertion,process,,
insolation,process,,
insolubility,property,,
insoluble,attribute,,
inspection,process,,
installation,process,,
instantaneous_precipitation_volume_flux,property,,
instantaneous_storage_volume,property,,ground_interbed_water__instantaneous_storage_volume
instantaneous_volume_flow_rate,property,,
institution,process,,
instrument,phenomenon,,
instrument-response,abstraction,,earth_surface_seismic-station_instrument-response_filter__type
insufficiency,property,,
insulation,process,,
intake,process,,
integration,process,,
intensification,process,,
intensity,property,,
interaction,process,,
interbed,phenomenon,,"ground_interbed_system__areal_extent, ground_interbed_water__instantaneous_storage_volume"
interbreeding,process,,
intercalation,process,,
