entity_label,entity_class,plural,tagged_variables
averaging,process,,
aversion,process,,
avobenzone,matter,,
avogadro_constant,property,,physics__avogadro_constant
avoidance,process,,
avulsion,process,,
axiothella,attribute,,
axis,abstraction,,"automobile_axis~vertical__rotational_inertia, earth_axis_nutation__period, earth_axis_nutation__length-per-time_rate, earth_axis_precession__period, earth_axis_precession__length-per-time_rate, earth_axis__tilt_angle, mars_axis__tilt_angle, mercury_axis_precession__period, mercury_axis_precession__length-per-time_rate, model_grid_axis~x_axis~east__angle, sea_shoreline_axis~x_axis~east__angle, venus_axis__tilt_angle"
axle,phenomenon,,automobile_axle~rear__weight
azimuth_angle,operation,,"atmosphere_air__azimuth_angle_of_gradient_of_temperature, atmosphere_air_flowing__azimuth_angle_of_bolus_velocity, atmosphere_air_flowing__azimuth_angle_of_gradient_of_potential_vorticity, atmosphere_air_flowing__azimuth_angle_of_gradient_of_pressure, atmosphere_air_flowing__azimuth_angle_of_momentum, atmosphere_air_flowing__azimuth_angle_of_velocity, atmosphere_air_flowing__azimuth_angle_of_vorticity, river-delta_channel~main_entrance__azimuth_angle_of_velocity, earth_surface_viewpoint_sun__azimuth_angle, earth_surface_viewpoint_sun__azimuth_angle, glacier_ice__azimuth_angle_of_gradient_of_temperature, glacier_ice_flowing__azimuth_angle_of_gradient_of_static_pressure, glacier_ice_flowing__azimuth_angle_of_velocity, land_surface_water_flowing__azimuth_angle_of_velocity, land_surface_water_flowing__azimuth_angle_of_z_integral_of_velocity, model_grid_cell_water__azimuth_angle_of_velocity, projectile_impact__azimuth_angle_of_velocity, projectile__azimuth_angle_of_initial_velocity, projectile__azimuth_angle_of_velocity, projectile_trajectory_origin_wind__azimuth_angle_of_velocity, sea_shoreline__azimuth_angle_of_normal-vector, sea_shoreline_breaking-wave__azimuth_angle_of_phase_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_group_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_left_normal_of_phase_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_phase_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_group_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_left_normal_of_phase_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_phase_velocity, sea_water__azimuth_angle_of_gradient_of_salinity, sea_water__azimuth_angle_of_gradient_of_temperature, sea_water_flowing__azimuth_angle_of_bolus_velocity, sea_water_flowing__azimuth_angle_of_gradient_of_pressure, sea_water_flowing__azimuth_angle_of_momentum, sea_water_flowing__azimuth_angle_of_stokes_drift_velocity, sea_water_flowing__azimuth_angle_of_velocity, sea_water_flowing__azimuth_angle_of_vorticity, soil_water_flowing__azimuth_angle_of_darcy_velocity, model_grid_virtual-north-pole__azimuth_angle"
azimuth_angle,property,,"atmosphere_air__azimuth_angle_of_gradient_of_temperature, atmosphere_air_flowing__azimuth_angle_of_bolus_velocity, atmosphere_air_flowing__azimuth_angle_of_gradient_of_potential_vorticity, atmosphere_air_flowing__azimuth_angle_of_gradient_of_pressure, atmosphere_air_flowing__azimuth_angle_of_momentum, atmosphere_air_flowing__azimuth_angle_of_velocity, atmosphere_air_flowing__azimuth_angle_of_vorticity, river-delta_channel~main_entrance__azimuth_angle_of_velocity, earth_surface_viewpoint_sun__azimuth_angle, earth_surface_viewpoint_sun__azimuth_angle, glacier_ice__azimuth_angle_of_gradient_of_temperature, glacier_ice_flowing__azimuth_angle_of_gradient_of_static_pressure, glacier_ice_flowing__azimuth_angle_of_velocity, land_surface_water_flowing__azimuth_angle_of_velocity, land_surface_water_flowing__azimuth_angle_of_z_integral_of_velocity, model_grid_cell_water__azimuth_angle_of_velocity, projectile_impact__azimuth_angle_of_velocity, projectile__azimuth_angle_of_initial_velocity, projectile__azimuth_angle_of_velocity, projectile_trajectory_origin_wind__azimuth_angle_of_velocity, sea_shoreline__azimuth_angle_of_normal-vector, sea_shoreline_breaking-wave__azimuth_angle_of_phase_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_group_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_left_normal_of_phase_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_phase_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_group_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_left_normal_of_phase_velocity, sea_shoreline_deepwater-wave~incoming__azimuth_angle_of_phase_velocity, sea_water__azimuth_angle_of_gradient_of_salinity, sea_water__azimuth_angle_of_gradient_of_temperature, sea_water_flowing__azimuth_angle_of_bolus_velocity, sea_water_flowing__azimuth_angle_of_gradient_of_pressure, sea_water_flowing__azimuth_angle_of_momentum, sea_water_flowing__azimuth_angle_of_stokes_drift_velocity, sea_water_flowing__azimuth_angle_of_velocity, sea_water_flowing__azimuth_angle_of_vorticity, soil_water_flowing__azimuth_angle_of_darcy_velocity, model_grid_virtual-north-pole__azimuth_angle"
azimuth_angle_tangent-vector,property,,sea_shoreline__azimuth_angle_tangent-vector
azinphos-ethyl,matter,,
azinphos-methyl,matter,,
azobenzene,matter,,
backcrossing,process,,
backfire,process,,
backflow,process,,
background,attribute,,
backlash,process,,
backscatter,process,,
backscattered,attribute,,land_surface_radiation~incoming~shortwave~backscattered__energy_flux
backspin,process,,
bacteria,phenomenon,,
bagnold_number,property,,
balanus,attribute,,
bale,process,,
ball,phenomenon,,"atmosphere_ball_falling__speed, atmosphere_ball_falling__terminal_speed"
ballasting,process,,
balloon,phenomenon,,balloon__altitude
band,,,
bankfull,attribute,,drainage-basin~bankfull_outlet__width
banksiola,attribute,,
barban,matter,,
bare,attribute,,land_surface_soil~bare_water_evaporation~direct__energy_flux
barium,matter,,
barium-140,matter,,
barotropic,attribute,,
base-layer,form,,soil_base-layer__depth
base-level,abstraction,,"land_surface_base-level__elevation, land_surface_base-level__initial_elevation, land_surface_base-level__time_derivative_of_elevation"
baseball,phenomenon,,baseball-bat_baseball_impact__impulse
baseball-bat,phenomenon,,baseball-bat_baseball_impact__impulse
baseflow,process,,"aquifer~left_stream_channel_reach_water_baseflow__volume_flux, aquifer~right_stream_channel_reach_water_baseflow__volume_flux, land_surface_water_baseflow__mass_flux, land_surface_water_baseflow__volume_flux, land_surface_water_baseflow__domain_time_integral_of_volume_flux"
basification,process,,
batracobdella,attribute,,
battery,phenomenon,,"automobile_battery__height, automobile_battery__length, automobile_battery__voltage, automobile_battery__weight, automobile_battery__width, battery__voltage"
bde-congener,matter,,
bde-congener-100,matter,,
bde-congener-138,matter,,
bde-congener-153,matter,,
bde-congener-154,matter,,
bde-congener-209,matter,,
bde-congener-28,matter,,
bde-congener-47,matter,,
bde-congener-66,matter,,
bde-congener-85,matter,,
bde-congener-99,matter,,
bdelloidea,attribute,,
bdellonemertea,attribute,,
beam,phenomenon,,beam__span
beaming,process,,
bear,phenomenon,,bear_brain_body__mass_ratio
bearing,process,,
bed,part,beds,"channel_bed__thickness, channel_bed_below-river-bank__depth, channel_bed_water__hydraulic_conductivity, river_channel_bed_stream_channel_reach_water_leakage__volume_flux, river_channel_bed_water~outgoing__lateral_component_of_volume_flux, river_channel_bed_water~incoming__lateral_component_of_volume_flux, river_channel_bed_water__volume-per-area_storage_capacity, land_subsurface_aquifer~left_river_channel_bed_water__volume_flux, land_subsurface_aquifer~right_river_channel_bed_water__volume_flux, glacier_bed__down_z_derivative_of_temperature, glacier_bed_geothermal-conduction__heat_energy_flux, glacier_bed_surface__aspect_angle, glacier_bed_surface__elevation, glacier_bed_surface__slope, glacier_bed_surface__slope_angle, glacier_ice_above-bed__distance, glacier_ice_above-bed__normalized_distance, sea_bed_freshwater__net_volume_flux"
bedload,attribute,,"drainage-basin_outlet_water_sediment~bedload_flowing__mass_rate, drainage-basin_outlet_water_sediment~bedload_flowing__volume_rate, channel_water_sediment~bedload__mass-per-volume_density, channel_water_sediment~bedload_flowing__mass_rate, channel_water_sediment~bedload_flowing__volume_rate, channel_water_sediment~bedload~immersed_grain__weight"
bedrock,phenomenon,,"bedrock__mass-per-volume_density, bedrock__fluid_permeability, bedrock_uplift__length-per-time_rate, bedrock_below-land_surface__depth, bedrock_material__poisson_ratio, bedrock_material__young_modulus, bedrock_surface__antigradient_of_elevation, bedrock_surface__elevation, bedrock_surface__increment_of_elevation, bedrock_surface__slope, bedrock_surface__time_derivative_of_elevation, bedrock_surface__time_derivative_of_slope, bedrock_surface__x_derivative_of_elevation, bedrock_surface__x_derivative_of_slope, bedrock_surface__y_derivative_of_elevation, bedrock_surface__y_derivative_of_slope, bedrock_surface_land-mask__elevation, bedrock_surface_sea-mask__elevation, bedrock_top_from-soil_surface__depth"
beer-lambert-law_attenuation_coefficient,property,,atmosphere_air_radiation__beer-lambert-law_attenuation_coefficient
bejan_number,property,,
belay,process,,
bellura,attribute,,
bending,process,,
bendiocarb,matter,,
benfluralin,matter,,
benomyl,matter,,
bensulfuron-methyl,matter,,
bentazon,matter,,
benzaldehyde,matter,,
benzene,matter,,benzene_molecule_bond-c-c-c__angle
benzidine,matter,,
benzo[a]anthracene,matter,,
benzo[a]pyrene,matter,,
benzo[b]fluoranthene,matter,,
benzo[c]cinnoline,matter,,
benzo[e]pyrene,matter,,
benzo[ghi]perylene,matter,,
benzo[k]fluoranthene,matter,,
benzoic-acid,matter,,
benzophenone,matter,,
benzyl-alcohol,matter,,
benzyl-benzoate,matter,,
benzyl-chloride,matter,,
benzyl-cinnamate,matter,,
benzyl-n-butyl-phthalate,matter,,
benzyl-salicylate,matter,,
beraea,attribute,,
beraeidae,attribute,,
bergeron-findeisen-process,phenomenon,,
berth,process,,
beryllium,matter,,
beryllium-7,matter,,
beta-endosulfan,matter,,
beta-hch,matter,,
beta-particle,phenomenon,,
beta-pinene,matter,,
beta-sitosterol,matter,,
beta-stigmastanol,matter,,
bezzia,attribute,,
bibiocephala,attribute,,
bicarbonate,matter,,
bicarbonate-ion,phenomenon,,
bidirectional,attribute,,
bifenthrin,matter,,
bifurcation,process,,
bighead-carp,attribute,,
binary,propertytype,,
binary-mask,abstraction,,
binding,process,,
bingham_number,property,,
binning,process,,
binomial_coefficient,property,,math__binomial_coefficient
bioaccumulation,process,,
biochemical,attribute,,
bioconcentration,process,,
biodegradation,process,,
biogenesis,phenomenon,,
biogenic,attribute,,atmosphere_air_nmvoc~biogenic_carbon__molar_concentration
biological,attribute,,
bioluminescence,process,,
bioluminescent,attribute,,
biomagnification,process,,
biomass,matter,,"above-ground_biomass~harvested_grain__mass_fraction, biomass~microbial-and-soil_pool~organic~stabilized-as-nitrogen__mass-per-area_density, biomass~microbial-or-soil_pool~organic~stabilized_nitrogen_immobilization__gross_mass-per-area_density, biomass_nitrogen_accumulation_at-harvest__mass-per-area_density, crop_biomass_nitrogen_application__mass-per-area_density, crop_biomass__mass-per-area_density, above-ground_crop_biomass~dry__mass-per-area_density, crop_biomass~microbial-and-soil_decomposition_carbon_respiration__mass, biomass~removed_nitrogen__mass-per-area_density, biomass~microbial-and-soil~stabilized_decomposition_carbon_respiration__mass_rate, crop_residue_pool_root-and-rhizodeposit_biomass_addition__one-year_time_integral_of_mass_flux"
biopoiesis,phenomenon,,
bioremediation,process,,
biosynthesis,process,,
biot_number,property,,
biota,phenomenon,,"sea_water_biota__mass-per-volume_density, sea_water_biota__mass_concentration"
bioturbation,process,,
biphenyl,matter,,
birth,process,,
bis(2-chloro-1-methylethyl)-ether,matter,,
bis(2-chloroethoxy)methane,matter,,
bis(2-chloroethyl)-ether,matter,,
bis(2-chloroethyl)-sulfide,matter,,
bis(2-chloroisopropyl)-ether,matter,,
bis(2-ethylhexyl)-adipate,matter,,
bis(2-ethylhexyl)-phthalate,matter,,
bis(chloromethyl)-ether,matter,,
bismuth,matter,,
bismuth-212,matter,,
bismuth-214,matter,,
bisphenol-a,matter,,
bits-per-area_density,property,,
bittacomorpha,attribute,,
black-bear,phenomenon,,"black-bear~alaskan__weight, black-bear~alaskan_brain_body__mass_ratio, black-bear~alaskan_head__mean_of_diameter"
black-body,abstraction,,earth_black-body__temperature
black-carbon,matter,,
black-hole,phenomenon,,black-hole__schwarzchild_radius
black-sky,attribute,,
blake_number,property,,
balancing,process,,
blasting,process,,
bleaching,process,,
bleeding,process,,
blister,process,,
blockage,process,,
blood,matter,,human_blood_platelet__count-per-volume_density
blossoming,process,,
blowing,process,,snow_blowing__speed
blowoff,process,,
blowout,process,,
blue-sky,attribute,,
bluejack-oak,attribute,,"tree~bluejack-oak__mean_of_height, tree~bluejack-oak_trunk__diameter"
bodenstein_number,property,,
bodotriidae,attribute,,
body,phenomenon,,"bear_brain_body__mass_ratio, black-bear~alaskan_brain_body__mass_ratio"
body,part,,
body_force_term,property,,navier-stokes-equation__body_force_term
bohr_radius_constant,property,,physics__bohr_radius_constant
boiling,process,,
boiling-point,attribute,,water~boiling-point__temperature
boltzmann_constant,property,,physics__boltzmann_constant
bolus_velocity,property,,"atmosphere_air_flowing__azimuth_angle_of_bolus_velocity, atmosphere_air_flowing__east_component_of_bolus_velocity, atmosphere_air_flowing__elevation_angle_of_bolus_velocity, atmosphere_air_flowing__magnitude_of_bolus_velocity, atmosphere_air_flowing__north_component_of_bolus_velocity, atmosphere_air_flowing__up_component_of_bolus_velocity, atmosphere_air_flowing__x_component_of_bolus_velocity, atmosphere_air_flowing__y_component_of_bolus_velocity, atmosphere_air_flowing__z_component_of_bolus_velocity, sea_water_flowing__azimuth_angle_of_bolus_velocity, sea_water_flowing__east_component_of_bolus_velocity, sea_water_flowing__elevation_angle_of_bolus_velocity, sea_water_flowing__magnitude_of_bolus_velocity, sea_water_flowing__north_component_of_bolus_velocity, sea_water_flowing__up_component_of_bolus_velocity, sea_water_flowing__x_component_of_bolus_velocity, sea_water_flowing__y_component_of_bolus_velocity, sea_water_flowing__z_component_of_bolus_velocity"
bolus_vorticity,property,,atmosphere_air_flowing__magnitude_of_bolus_vorticity
bombardment,process,,
bond,phenomenon,,
bond_albedo,property,,earth__bond_albedo
bond-c-c-c,phenomenon,,benzene_molecule_bond-c-c-c__angle
bond-c-h,phenomenon,,bond-c-h__length
bond-h-h,phenomenon,,dihydrogen_molecule_bond-h-h__length
bond-h-o,phenomenon,,"bond-h-o__energy, water_molecule_bond-h-o_dissociation__energy, water_molecule_bond-h-o__length"
bond-h-o-h,phenomenon,,"water_molecule_bond-h-o-h__actual_angle, water_molecule_bond-h-o-h__ideal_angle"
bond-n-n,phenomenon,,dinitrogen_molecule_bond-n-n__length
bond-o-o,phenomenon,,"dioxygen_molecule_bond-o-o__length, ozone_molecule_bond-o-o__length"
bonding,process,,
boolean,propertytype,,
bopyridae,attribute,,
bore,process,,
boreoheptagyia,attribute,,
boron,matter,,
borrowing,process,,
bosmina,attribute,,
bosminidae,attribute,,
bottom,part,,"atmosphere_bottom_air_water~vapor__partial_pressure, channel_bottom_sediment_grain_water__hydraulic_conductivity, atmosphere_bottom_air_canopy__brutsaert_emissivity_factor, atmosphere_bottom_air_cloud__brutsaert_emissivity_factor, atmosphere_bottom_air_bulk__latent_heat_aerodynamic_conductance, atmosphere_bottom_air_bulk__latent_heat_transfer_coefficient, atmosphere_bottom_air_bulk__momentum_aerodynamic_conductance, atmosphere_bottom_air_bulk__momentum_transfer_coefficient, atmosphere_bottom_air_bulk__sensible_heat_aerodynamic_conductance, atmosphere_bottom_air_bulk__sensible_heat_transfer_coefficient, atmosphere_bottom_air__emissivity, atmosphere_bottom_air__mass-per-volume_density, atmosphere_bottom_air_isobaric-process__mass-specific_heat_capacity, atmosphere_bottom_air_bulk__neutral_latent_heat_transfer_coefficient, atmosphere_bottom_air_bulk__neutral_momentum_transfer_coefficient, atmosphere_bottom_air_bulk__neutral_sensible_heat_transfer_coefficient, atmosphere_bottom_air__pressure, atmosphere_bottom_air__static_pressure, atmosphere_bottom_air__temperature, atmosphere_bottom_air_carbon-dioxide~equilibrium__partial_pressure, atmosphere_bottom_air_carbon-dioxide__partial_pressure, atmosphere_bottom_air_carbon-dioxide__relative_saturation, atmosphere_bottom_air~saturated_carbon-dioxide__partial_pressure, atmosphere_bottom_air_flowing_bulk__richardson_number, atmosphere_bottom_air_flowing__dynamic_pressure, atmosphere_bottom_air_flowing__flux_richardson_number, atmosphere_bottom_air_flowing__gradient_richardson_number, atmosphere_bottom_air_flowing__log-law_displacement_length, atmosphere_bottom_air_flowing__log-law_roughness_length, atmosphere_bottom_air_flowing_at-reference-height__speed, atmosphere_bottom_air_flowing_at-speed__reference_height, atmosphere_bottom_air_flowing__total_pressure, atmosphere_bottom_air_flowing__x_component_of_velocity, atmosphere_bottom_air_flowing__y_component_of_velocity, atmosphere_bottom_air_flowing__z_component_of_velocity, atmosphere_bottom_air_flowing_buildings__log-law_roughness_length, atmosphere_bottom_air_flowing_snowpack__log-law_roughness_length, atmosphere_bottom_air_flowing_terrain__log-law_roughness_length, atmosphere_bottom_air_flowing_vegetation__log-law_roughness_length, atmosphere_bottom_air_flowing__log-law_heat_roughness_length, atmosphere_bottom_air_advection__heat_energy_flux, atmosphere_bottom_air_convection__heat_energy_flux, atmosphere_bottom_air_diffusion__heat_energy_flux, atmosphere_bottom_air_land__incoming_component_of_latent_heat_energy_flux, atmosphere_bottom_air_land__incoming_component_of_sensible_heat_energy_flux, atmosphere_bottom_air_land__net_latent_heat_energy_flux, atmosphere_bottom_air_land__net_sensible_heat_energy_flux, atmosphere_bottom_air_water~vapor_bulk__mass_aerodynamic_conductance, atmosphere_bottom_air_water~vapor_bulk__mass_transfer_coefficient, atmosphere_bottom_air_water~vapor~dew-point__temperature, atmosphere_bottom_air_water~vapor~equilibrium__partial_pressure, atmosphere_bottom_air_water~vapor~frost-point__temperature, atmosphere_bottom_air_water~vapor__mass-per-volume_density, atmosphere_bottom_air_water~vapor_bulk__neutral_mass_transfer_coefficient, atmosphere_bottom_air_water~vapor__relative_saturation, atmosphere_bottom_air~saturated_water~vapor__partial_pressure, atmosphere_bottom_air_water~vapor_flowing__log-law_roughness_length, automobile_bottom__approach_angle, automobile_bottom__breakover_angle, automobile_bottom__departure_angle, automobile_bottom_ground__clearance_height, automobile_bumper_bottom_above-ground__height, drainage-basin_outlet_channel_bottom__slope, channel_bottom_sediment__thickness, channel_bottom_sediment_grain__d50_diameter, channel_bottom_sediment_grain__d84_diameter, channel_bottom_sediment_oxygen~dissolved_consumption__mass-per-time_rate, channel_bottom_sediment~saturated_water__hydraulic_conductivity, channel_bottom_surface__cross-stream_derivative_of_elevation, channel_bottom_surface__downstream_derivative_of_elevation, channel_bottom_surface__slope, channel_bottom_surface__x_derivative_of_elevation, channel_bottom_surface__y_derivative_of_elevation, channel_bottom_water__static_pressure, channel_bottom_water__temperature, channel_bottom_water_flowing__domain_max_of_log-law_roughness_length, channel_bottom_water_flowing__domain_min_of_log-law_roughness_length, channel_bottom_water_flowing__dynamic_pressure, channel_bottom_water_flowing__log-law_roughness_length, channel_bottom_water_flowing__magnitude_of_shear_stress, channel_bottom_water_flowing__relative_hydraulic_roughness, channel_bottom_water_flowing__relative_hydraulic_smoothness, channel_bottom_water_flowing__shear_speed, channel_bottom_water_flowing__speed, channel_bottom_water_flowing__total_pressure, channel_bottom_water_flowing__x_component_of_shear_velocity, channel_bottom_water_flowing__x_component_of_velocity, channel_bottom_water_flowing__y_component_of_shear_velocity, channel_bottom_water_flowing__y_component_of_velocity, channel_bottom_water_sediment_flowing__shields_parameter, channel_bottom_water_sediment_grain_flowing__shields_critical_shear_stress, channel_bottom_water_sediment_grain_flowing__shields_parameter, channel_water_channel_bottom_surface__product_of_depth_and_slope, channel_x-section_trapezoid_bottom__width, glacier_bottom_sliding__speed, glacier_bottom_ice__magnitude_of_shear_stress, glacier_bottom_ice_sliding__speed, glacier_bottom_ice__static_pressure, glacier_bottom_ice__temperature, glacier_bottom_ice_flowing__east_component_of_velocity, glacier_bottom_ice_flowing__east_down_component_of_stress, glacier_bottom_ice_flowing__north_component_of_velocity, glacier_bottom_ice_flowing__north_down_component_of_stress, glacier_bottom_ice_flowing__x_component_of_velocity, glacier_bottom_ice_flowing__x_z_component_of_stress, glacier_bottom_ice_flowing__y_component_of_velocity, glacier_bottom_ice_flowing__y_z_component_of_stress, glacier_bottom_ice_flowing__z_component_of_velocity, glacier_bottom_surface__aspect_angle, glacier_bottom_surface__elevation, glacier_bottom_surface__slope, glacier_bottom_surface__slope_angle, glacier_bottom_surface_frictional-conduction__heat_energy_flux, glacier_bottom_surface_geothermal-conduction__heat_energy_flux, glacier_bottom_surface_conduction__net_heat_energy_flux, sea_bottom_radiation~incoming~longwave~absorbed__energy_flux, sea_bottom_radiation~incoming~longwave_absorption__absorptance, sea_bottom_radiation~incoming~longwave__energy_flux, sea_bottom_radiation~incoming~longwave_reflection__reflectance, sea_bottom_radiation~incoming~longwave~reflected__energy_flux, sea_bottom_radiation~incoming~shortwave~absorbed__energy_flux, sea_bottom_radiation~incoming~shortwave_absorption__absorptance, sea_bottom_radiation~incoming~shortwave__energy_flux, sea_bottom_radiation~incoming~shortwave_reflection__reflectance, sea_bottom_radiation~incoming~shortwave~reflected__energy_flux, sea_bottom_radiation~incoming~absorbed__energy_flux, sea_bottom_radiation~incoming_absorption__absorptance, sea_bottom_radiation~incoming__energy_flux, sea_bottom_radiation~incoming_reflection__reflectance, sea_bottom_radiation~incoming~reflected__energy_flux, sea_bottom_radiation~outgoing~longwave_emission__emittance, sea_bottom_radiation~outgoing~longwave~emitted__energy_flux, sea_bottom_sediment_deposition__age, sea_bottom_sediment~immersed__weight, sea_bottom_sediment_bulk__mass-per-volume_density, sea_bottom_sediment__mass-per-volume_density, sea_bottom_sediment_particle__mass-per-volume_density, sea_bottom_sediment__fluid_permeability, sea_bottom_sediment__porosity, sea_bottom_sediment__thickness, sea_bottom_sediment__thickness-to-depth_ratio, sea_bottom_sediment_clay__volume_fraction, sea_bottom_sediment_grain__mean_of_diameter, sea_bottom_sediment_layer__thickness, sea_bottom_sediment_mud__volume_fraction, sea_bottom_sediment_sand__volume_fraction, sea_bottom_sediment_silt__volume_fraction, sea_bottom_surface__elevation, sea_bottom_surface__latitude, sea_bottom_surface__longitude, sea_bottom_surface__slope, sea_bottom_surface__time_derivative_of_elevation, sea_bottom_surface__x_derivative_of_elevation, sea_bottom_surface__y_derivative_of_elevation, sea_bottom_surface__net_heat_energy_flux, sea_bottom_surface_water_flowing__normal_component_of_stress, sea_bottom_surface_water_flowing__x_z_component_of_shear_stress, sea_bottom_water__magnitude_of_shear_stress, sea_bottom_water__mass-per-volume_density, sea_bottom_water__salinity, sea_bottom_water__temperature, sea_bottom_water_debris_deposit__initial_length, sea_bottom_water_debris_flowing__shear_dynamic_viscosity, sea_bottom_water_debris_flowing__herschel-bulkley_coefficient, sea_bottom_water_debris_flowing__herschel-bulkley_exponent, sea_bottom_water_debris_flowing__mass-per-volume_density, sea_bottom_water_debris_flowing__thickness, sea_bottom_water_debris_flowing__yield_stress, sea_bottom_water_debris_flowing_plug-layer__thickness, sea_bottom_water_debris_flowing_shear-layer__speed, sea_bottom_water_debris_flowing_shear-layer__thickness, sea_bottom_water_debris_flowing_top__speed, sea_bottom_water__net_heat_energy_flux, sea_ice_bottom_water__salinity, sea_ice_bottom_water__temperature, sea_ice_bottom_water_salt__mass_flux, sea_photic-zone_bottom__depth, sea_water_above-sea_bottom__height, sea_water_to-sea_bottom__depth, sea_water_photic-zone_bottom__depth, snowpack_bottom__temperature, snowpack_bottom_conduction__net_heat_energy_flux, soil_permafrost_bottom__depth, model_grid_shell_to-grid_bottom__depth, model_grid_shell_from-grid_bottom__index, atmosphere_bottom_air__average_of_temperature, atmosphere_bottom_air__min_of_temperature, atmosphere_bottom_air__max_of_temperature, soil_profile_bottom_water_drainage__volume_flux, soil_profile_bottom_water_drainage_ammonium_leaching__time_integral_of_mass_flux, soil_profile_bottom_water_drainage_nitrate_leaching__time_integral_of_mass_flux, model_grid_layer_bottom__elevation"
bottomset-beds,phenomenon,,"river-delta_bottomset-beds_sediment_clay__volume_fraction, river-delta_bottomset-beds_sediment_sand__volume_fraction, river-delta_bottomset-beds_sediment_silt__volume_fraction"
bouncing,process,,
boundary,abstraction,,"drainage-basin_boundary__aspect_ratio, drainage-basin_boundary__diameter, drainage-basin_boundary__normalized_area-diameter_shape_factor, drainage-basin_boundary__normalized_area-perimeter_shape_factor, drainage-basin_boundary__normalized_diameter-perimeter_shape_factor, drainage-basin_boundary__perimeter, river-delta_plain_boundary__diameter, river-delta_plain_boundary__perimeter, river-delta_plain~upper_boundary~seaward__length, land_domain_boundary_lowering__elevation_rate, model_grid_cell_boundary_groundwater__interfacial_hydraulic_conductance, drainage-basin_boundary__hydrobasins_identification_code"
boundary-layer,phenomenon,,
bowen_ratio,property,,lake__bowen_ratio
brace,process,,
brachionus,attribute,,
brachiopoda,attribute,,
brachycentridae,attribute,,
brachycentrus,attribute,,
brachycentrus-americanus,attribute,,
brachydeutera,attribute,,
braiding,process,,
brain,phenomenon,,"bear_brain_body__mass_ratio, black-bear~alaskan_brain_body__mass_ratio"
braking,process,,"automobile_braking__distance, automobile_braking__force"
branching,process,,
branchiobdellidae,attribute,,
branchiura,attribute,,
breaching,process,,
breakdown,process,,
breaking,process,,
breaking-wave,phenomenon,,"sea_shoreline_breaking-wave__azimuth_angle_of_phase_velocity, sea_shoreline_breaking-wave__height, sea_shoreline_breaking-wave__period, sea_surface_water_breaking-wave__volume_fraction, sea_surface_water_breaking-wave__height, sea_surface_water_breaking-wave__height-to-depth_ratio"
breakout,process,,
breakover,process,,
breakover_angle,property,,automobile_bottom__breakover_angle
breakthrough,process,,
breakup,process,,
breastfeeding,process,,
breath,process,,
breeding,process,,
brewing,process,,
bridge,phenomenon,,bridge__span
bridging,process,,
brillia,attribute,,
brinkman_number,property,,
broadcast,process,,
bromacil,matter,,
bromide,matter,,
bromide-ion,phenomenon,,
bromination,process,,
bromine,matter,,
bromine-chloride,matter,,
bromine-monoxide,matter,,
bromine-nitrate,matter,,
bromine-oxide,matter,,
bromoacetic-acid,matter,,
bromobenzene,matter,,
bromochloroacetic-acid,matter,,
bromochloroacetonitrile,matter,,
bromochloromethane,matter,,
bromodichloromethane,matter,,
bromoethene,matter,,
bromomethane,matter,,
bromophos-ethyl,matter,,
bromophos-methyl,matter,,
bromoxynil,matter,,
brooks-corey_b_parameter,property,,soil_water__brooks-corey_b_parameter
brooks-corey_eta_parameter,property,,soil_water__brooks-corey_eta_parameter
brooks-corey_lambda_parameter,property,,soil_water__brooks-corey_lambda_parameter
brooks-corey-smith_c_parameter,property,,soil_water__brooks-corey-smith_c_parameter
brooks-corey-smith_pressure_head_offset_parameter,property,,soil_water__brooks-corey-smith_pressure_head_offset_parameter
brownell-katz_number,property,,
brox,matter,,
brumate,process,,
brunt-vaisala_frequency,property,,sea_water__brunt-vaisala_frequency
brutsaert_emissivity_factor,property,,"atmosphere_bottom_air_canopy__brutsaert_emissivity_factor, atmosphere_bottom_air_cloud__brutsaert_emissivity_factor"
bryophaenocladius,attribute,,
bubble,form,bubbles,
bubble-point,attribute,,atmosphere_air_water~vapor~bubble-point__temperature
bubbling,process,,
bubbling,attribute,,
bubbling_pressure_head,property,,soil_water__bubbling_pressure_head
buckling,process,,
budding,process,,
bufencarb,matter,,
buffer,process,,
buffeting,process,,
building,phenomenon,buildings,atmosphere_bottom_air_flowing_buildings__log-law_roughness_length
building,process,,
buildup,process,,
bulging,process,,
