matter_taxonomic,matter_id,matter_label,attribute,synonym,plural_of,wikipedia_page
compound,diazepam,diazepam,,valium,,https://en.wikipedia.org/wiki/Diazepam
compound,diazinon,diazinon,,"o,o-diethyl-o-[4-methyl-6-(propan-2-yl]pyrimidin-2-yl]-phosphorothioate, dimpylate",,https://en.wikipedia.org/wiki/Diazinon
compound,diazoxon,diazoxon,,,,
compound,"dibenzo[a,h]anthracene","dibenzo[a,h]anthracene",,"Dibenz[a,h]anthracene",,"https://en.wikipedia.org/wiki/Dibenz(a,h)anthracene"
compound,dibenzofuran,dibenzofuran,,,,https://en.wikipedia.org/wiki/Dibenzofuran
compound,dibenzothiophene,dibenzothiophene,,dbt,,https://en.wikipedia.org/wiki/Dibenzothiophene
compound,dibromoacetonitrile,dibromoacetonitrile,,,,
compound,dibromochloromethane,dibromochloromethane,,,,https://en.wikipedia.org/wiki/Dibromochloromethane
compound,dibromomethane,dibromomethane,,"methylene-bromide, methylene-dibromide",,https://en.wikipedia.org/wiki/Dibromomethane
compound,dibutyltin,dibutyltin,,,,
compound,dibutyltin-diacetate,dibutyltin-diacetate,,"Stannane,-bis(acetyloxy)dibutyl-, dibutyltin-dilaurate",,https://en.wikipedia.org/wiki/Dibutyltin_dilaurate
compound,dicamba,dicamba,,"3,6-dichloro-2-methoxybenzoic-acid",,https://en.wikipedia.org/wiki/Dicamba
compound,dichlobenil,dichlobenil,,"2,6-dichlorobenzonitrile, dcbn",,"https://en.wikipedia.org/wiki/2,6-Dichlorobenzonitrile"
compound,dichlorine,dichlorine,,chlorine,,https://en.wikipedia.org/wiki/Chlorine
compound,dichlorine-peroxide,dichlorine-peroxide,,,,
compound,dichloroacetonitrile,dichloroacetonitrile,,,,
compound,dichlorodifluoromethane,dichlorodifluoromethane,,r-12,,https://en.wikipedia.org/wiki/Dichlorodifluoromethane
compound,dichlorofenthion,dichlorofenthion,,"Dichlofenthion, o-2,4-dichlorophenyl-o,o-diethyl-phosphorothioate",,https://en.wikipedia.org/wiki/Dichlofenthion
compound,dichlorofluoromethane,dichlorofluoromethane,,"freon-21, r-21",,https://en.wikipedia.org/wiki/Dichlorofluoromethane
compound,dichloromethane,dichloromethane,,"Methylene chloride, dcm",,https://en.wikipedia.org/wiki/Dichloromethane
compound,dichlorprop,dichlorprop,,,,https://en.wikipedia.org/wiki/Dichlorprop
compound,dichlorvos,dichlorvos,,"2,2-dichlorovinyl-dimethyl-phosphate",,https://en.wikipedia.org/wiki/Dichlorvos
compound,diclofop-methyl,diclofop-methyl,,,,
compound,dicofol,dicofol,,,,https://en.wikipedia.org/wiki/Dicofol
compound,dicrotophos,dicrotophos,,,,https://en.wikipedia.org/wiki/Dicrotophos
compound,dieldrin,dieldrin,,,,https://en.wikipedia.org/wiki/Dieldrin
compound,diethatyl-ethyl,diethatyl-ethyl,,Diethatyl ethyl,,
compound,diethyl-ether,diethyl-ether,,Ethyl ether,,https://en.wikipedia.org/wiki/Diethyl_ether
compound,diethyl-phthalate,diethyl-phthalate,,dep,,https://en.wikipedia.org/wiki/Diethyl_phthalate
compound,diethyldimethyllead,diethyldimethyllead,,,,
compound,diflubenzuron,diflubenzuron,,,,https://en.wikipedia.org/wiki/Diflubenzuron
compound,digoxin,digoxin,,lanoxin,,https://en.wikipedia.org/wiki/Digoxin
compound,dihydrogen,dihydrogen,,,,https://en.wikipedia.org/wiki/Hydrogen
compound,diisopropyl-ether,diisopropyl-ether,,,,https://en.wikipedia.org/wiki/Diisopropyl_ether
compound,dilan,dilan,,,,
compound,dimethenamid,dimethenamid,,,,https://en.wikipedia.org/wiki/Dimethenamid
compound,dimethoate,dimethoate,,,,https://en.wikipedia.org/wiki/Dimethoate
compound,dimethomorph,dimethomorph,,,,https://en.wikipedia.org/wiki/Dimethomorph
compound,dimethoxymethane,dimethoxymethane,,methylal,,https://en.wikipedia.org/wiki/Dimethoxymethane
compound,dimethyl-ether,dimethyl-ether,,"dme, methoxymethane",,https://en.wikipedia.org/wiki/Dimethyl_ether
compound,dimethyl-methylphosphonate,dimethyl-methylphosphonate,,"Phosphonic acid,-methyl-,-dimethyl ester",,https://en.wikipedia.org/wiki/Dimethyl_methylphosphonate
compound,dimethyl-phthalate,dimethyl-phthalate,,,,https://en.wikipedia.org/wiki/Dimethyl_phthalate
compound,dimethyl-sulfide,dimethyl-sulfide,,,,https://en.wikipedia.org/wiki/Dimethyl_sulfide
compound,dimethylarsinate,dimethylarsinate,,"Cacodylic acid, dimethylarsinic",,https://en.wikipedia.org/wiki/Cacodylic_acid
compound,dinitrogen,dinitrogen,,,,https://en.wikipedia.org/wiki/Nitrogen
compound,dinitrogen-pentoxide,dinitrogen-pentoxide,,,,https://en.wikipedia.org/wiki/Dinitrogen_pentoxide
compound,dinoseb,dinoseb,,,,https://en.wikipedia.org/wiki/Dinoseb
compound,dioxacarb,dioxacarb,,,,
compound,dioxathion,dioxathion,,,,https://en.wikipedia.org/wiki/Dioxathion
compound,dioxygen,dioxygen,,,,https://en.wikipedia.org/wiki/Allotropes_of_oxygen#Dioxygen
compound,diphenamid,diphenamid,,,,
compound,diphenhydramine,diphenhydramine,,,,https://en.wikipedia.org/wiki/Diphenhydramine
compound,diphenyl-sulfone,diphenyl-sulfone,,Diphenylsulfone,,https://en.wikipedia.org/wiki/Diphenyl_sulfone
compound,diphenylamine,diphenylamine,,,,https://en.wikipedia.org/wiki/Diphenylamine
compound,diquat,diquat,,,,https://en.wikipedia.org/wiki/Diquat
compound,distearyldimonium,distearyldimonium,,,,
compound,disulfide,disulfide,,,,https://en.wikipedia.org/wiki/Disulfide
compound,disulfoton,disulfoton,,,,https://en.wikipedia.org/wiki/Disulfoton
compound,disulfoton-oxon,disulfoton-oxon,,,,
compound,disulfoton-sulfone,disulfoton-sulfone,,,,
compound,disulfoton-sulfoxide,disulfoton-sulfoxide,,,,
compound,diuron,diuron,,"dcmu, (3-(3,4-dichlorophenyl)-1,1-dimethylurea",,https://en.wikipedia.org/wiki/DCMU
compound,dopamine,dopamine,,,,https://en.wikipedia.org/wiki/Dopamine
compound,doxycycline,doxycycline,,,,https://en.wikipedia.org/wiki/Doxycycline
compound,dysprosium,dysprosium,,,,https://en.wikipedia.org/wiki/Dysprosium
compound,endosulfan,endosulfan,,,,https://en.wikipedia.org/wiki/Endosulfan
compound,endosulfan-sulfate,endosulfan-sulfate,,,,
compound,endothal,endothal,,Endothall,,https://en.wikipedia.org/wiki/Endothall
compound,endrin,endrin,,,,https://en.wikipedia.org/wiki/Endrin
compound,endrin-aldehyde,endrin-aldehyde,,,,
compound,endrin-ketone,endrin-ketone,,,,
compound,epn,epn,,O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate,,https://en.wikipedia.org/wiki/EPN_(insecticide)
compound,eptc,eptc,,S-Ethyl dipropylthiocarbamate,,
compound,equilenin,equilenin,,"Estra-1,3,5,7,9-pentaen-17-one,-3-hydroxy-,-6,8-didehydroesterone",,https://en.wikipedia.org/wiki/Equilenin
compound,erbium,erbium,,,,https://en.wikipedia.org/wiki/Erbium
compound,erythromycin,erythromycin,,,,https://en.wikipedia.org/wiki/Erythromycin
compound,esfenvalerate,esfenvalerate,,,,https://en.wikipedia.org/wiki/Esfenvalerate
compound,ester,ester,,,,https://en.wikipedia.org/wiki/Ester
compound,esters,esters,,,ester,
compound,estrone,estrone,,"oestrone, e1",,https://en.wikipedia.org/wiki/Estrone
compound,ethalfluralin,ethalfluralin,,,,
compound,ethane,ethane,,,,http://en.wikipedia.org/wiki/Ethane
compound,ethanol,ethanol,,,,http://en.wikipedia.org/wiki/Ethanol
compound,ethene,ethene,,ethylene,,https://en.wikipedia.org/wiki/Ethylene
compound,ether,ether,,,,https://en.wikipedia.org/wiki/Ether
compound,ethers,ethers,,,ether,
compound,ethidimuron,ethidimuron,,,,
compound,ethiofencarb,ethiofencarb,,,,https://en.wikipedia.org/wiki/Ethiofencarb
compound,ethion,ethion,,,,https://en.wikipedia.org/wiki/Ethion
compound,ethion-monoxon,ethion-monoxon,,,,
compound,ethoprop,ethoprop,,,,https://en.wikipedia.org/wiki/Ethoprop
compound,ethyl-acetate,ethyl-acetate,,ethyl-ethanoate,,https://en.wikipedia.org/wiki/Ethyl_acetate
compound,ethyl-alcohol,ethyl-alcohol,,"Ethanol, drinking-alcohol",,https://en.wikipedia.org/wiki/Ethanol
compound,ethyl-formate,ethyl-formate,,,,https://en.wikipedia.org/wiki/Ethyl_formate
compound,ethyl-methacrylate,ethyl-methacrylate,,,,
compound,ethyl-methanesulfonate,ethyl-methanesulfonate,,,,https://en.wikipedia.org/wiki/Ethyl_methanesulfonate
compound,ethyl-nicotinate,ethyl-nicotinate,,,,
compound,ethylbenzene,ethylbenzene,,,,https://en.wikipedia.org/wiki/Ethylbenzene
compound,ethylene-glycol,ethylene-glycol,,,,https://en.wikipedia.org/wiki/Ethylene_glycol
compound,ethylene-thiourea,ethylene-thiourea,,etu,,https://en.wikipedia.org/wiki/Ethylene_thiourea
compound,ethyne,ethyne,,acetylene,,https://en.wikipedia.org/wiki/Acetylene
compound,etridiazole,etridiazole,,,,https://en.wikipedia.org/wiki/Etridiazole
compound,etrimfos,etrimfos,,,,
compound,eugenol,eugenol,,,,https://en.wikipedia.org/wiki/Eugenol
compound,famphur,famphur,,,,
compound,farnesol,farnesol,,,,https://en.wikipedia.org/wiki/Farnesol
compound,fat,fat,,,,https://en.wikipedia.org/wiki/Fat
compound,fenamiphos,fenamiphos,,,,https://en.wikipedia.org/wiki/Fenamiphos
compound,fenarimol,fenarimol,,,,https://en.wikipedia.org/wiki/Fenarimol
compound,fenitrothion,fenitrothion,,,,https://en.wikipedia.org/wiki/Fenitrothion
compound,fenobucarb,fenobucarb,,,,https://en.wikipedia.org/wiki/Fenobucarb
compound,fenpropathrin,fenpropathrin,,"danitol, meothrin",,https://en.wikipedia.org/wiki/Fenpropathrin
compound,fensulfothion,fensulfothion,,,,https://en.wikipedia.org/wiki/Fensulfothion
compound,fenthion,fenthion,,,,https://en.wikipedia.org/wiki/Fenthion
compound,fenuron,fenuron,,,,https://en.wikipedia.org/wiki/Fenuron
compound,fipronil,fipronil,,,,https://en.wikipedia.org/wiki/Fipronil
compound,fipronil-sulfide,fipronil-sulfide,,,,
compound,flavanol,flavanol,,,,https://en.wikipedia.org/wiki/Flavan-3-ol
compound,fluchloralin,fluchloralin,,,,
compound,flufenacet,flufenacet,,,,https://en.wikipedia.org/wiki/Flufenacet
compound,flumetralin,flumetralin,,,,
compound,flumetsulam,flumetsulam,,,,
compound,fluometuron,fluometuron,,,,https://en.wikipedia.org/wiki/Fluometuron
compound,fluoranthene,fluoranthene,,,,https://en.wikipedia.org/wiki/Fluoranthene
compound,fluorene,fluorene,,,,https://en.wikipedia.org/wiki/Fluorene
compound,fluoride,fluoride,,,,https://en.wikipedia.org/wiki/Fluoride
compound,fluridone,fluridone,,,,https://en.wikipedia.org/wiki/Fluridone
compound,fonofos,fonofos,,,,https://en.wikipedia.org/wiki/Fonofos
compound,formaldehyde,formaldehyde,,methanal,,https://en.wikipedia.org/wiki/Formaldehyde
compound,formetanate,formetanate,,,,https://en.wikipedia.org/wiki/Formetanate
compound,furosemide,furosemide,,,,https://en.wikipedia.org/wiki/Furosemide
compound,gamma-chlordane,gamma-chlordane,,,,
compound,glyoxal,glyoxal,,,,https://en.wikipedia.org/wiki/Glyoxal
compound,glyphosate,glyphosate,,n-phosphonomethylglycine,,https://en.wikipedia.org/wiki/Glyphosate
compound,halide,halide,,,,https://en.wikipedia.org/wiki/Halide
compound,halides,halides,,,halide,
compound,halofenozide,halofenozide,,,,
compound,halon,halon,,dibromodifluoromethane,,https://en.wikipedia.org/wiki/Dibromodifluoromethane
compound,halon-1202,halon-1202,,dibromodifluoromethane,,https://en.wikipedia.org/wiki/Dibromodifluoromethane
compound,halon-1211,halon-1211,,bromochlorodifluoromethane,,https://en.wikipedia.org/wiki/Bromochlorodifluoromethane
compound,halon-1301,halon-1301,,bromotrifluoromethane,,https://en.wikipedia.org/wiki/Bromotrifluoromethane
compound,halon-2402,halon-2402,,dibromotetrafluoroethane,,https://en.wikipedia.org/wiki/Dibromotetrafluoroethane
compound,halosulfuron-methyl,halosulfuron-methyl,,,,
compound,hcc,hcc,,,,
hcc,hcc-140a,hcc-140a,,,,
compound,hcfc,hcfc,,cfc,,https://en.wikipedia.org/wiki/Chlorofluorocarbon
hcfc,hcfc-141b,hcfc-141b,,"1,1-duchloro-1-fluoroethane",,"https://en.wikipedia.org/wiki/1,1-Dichloro-1-fluoroethane"
hcfc,hcfc-142b,hcfc-142b,,"1-chloro-1,1-difluoroethane",,"https://en.wikipedia.org/wiki/1-Chloro-1,1-difluoroethane"
hcfc,hcfc-22,hcfc-22,,chlorodifluoromethane,,https://en.wikipedia.org/wiki/Chlorodifluoromethane
compound,heptachlor,heptachlor,,,,https://en.wikipedia.org/wiki/Heptachlor
compound,heptachlor-epoxide,heptachlor-epoxide,,,,
compound,heptachlorodibenzo-p-dioxins,heptachlorodibenzo-p-dioxins,,,,
compound,heptachlorodibenzofuran,heptachlorodibenzofuran,,,,
compound,heptachlorodibenzofurans,heptachlorodibenzofurans,,,heptachlorodibenzofuran,
compound,hexabromocyclododecane,hexabromocyclododecane,,"hbcd, hbcdd",,https://en.wikipedia.org/wiki/Hexabromocyclododecane
compound,hexachlorobenzene,hexachlorobenzene,,perchlorobenzene,,https://en.wikipedia.org/wiki/Hexachlorobenzene
compound,hexachlorobiphenyl,hexachlorobiphenyl,,,,
compound,hexachlorobutadiene,hexachlorobutadiene,,,,https://en.wikipedia.org/wiki/Hexachlorobutadiene
compound,hexachlorocyclopentadiene,hexachlorocyclopentadiene,,,,https://en.wikipedia.org/wiki/Hexachlorocyclopentadiene
compound,hexachlorodibenzo-p-dioxins,hexachlorodibenzo-p-dioxins,,,,
compound,hexachlorodibenzofuran,hexachlorodibenzofuran,,,,
compound,hexachlorodibenzofurans,hexachlorodibenzofurans,,,hexachlorodibenzofuran,
compound,hexachloroethane,hexachloroethane,,perchloroethane,,https://en.wikipedia.org/wiki/Hexachloroethane
compound,hexachloropropene,hexachloropropene,,,,https://en.wikipedia.org/wiki/Hexachloropropene
compound,hexahydrohexamethyl-cyclopentabenzopyran,hexahydrohexamethyl-cyclopentabenzopyran,,galoxolide,,https://en.wikipedia.org/wiki/Hexahydrohexamethyl_cyclopentabenzopyran
compound,hexane,hexane,,,,https://en.wikipedia.org/wiki/Hexane
compound,hexazinone,hexazinone,,,,https://en.wikipedia.org/wiki/Hexazinone
compound,hmx,hmx,,octogen,,https://en.wikipedia.org/wiki/HMX
compound,holmium,holmium,,,,https://en.wikipedia.org/wiki/Holmium
compound,homosalate,homosalate,,"3,3,5-Trimethylcyclohexyl salicylate",,https://en.wikipedia.org/wiki/Homosalate
compound,hox,hox,,,hydrogen-oxide,
compound,hydrocarbon,hydrocarbon,,,,https://en.wikipedia.org/wiki/Hydrocarbon
compound,hydrocarbons,hydrocarbons,,,hydrocarbon,
compound,petroleum-hydrocarbons,petroleum-hydrocarbons,,,,
compound,hydrochlorothiazide,hydrochlorothiazide,,"2H-1,2,4-Benzothiadiazine-7-sulfonamide,-6-chloro-3,4-dihydro-,-1,1-dioxide,-hydrochlorothazide",,https://en.wikipedia.org/wiki/Hydrochlorothiazide
compound,hydrogen-bromide,hydrogen-bromide,,,,https://en.wikipedia.org/wiki/Hydrogen_bromide
compound,hydrogen-chloride,hydrogen-chloride,,,,https://en.wikipedia.org/wiki/Hydrogen_chloride
compound,hydrogen-cyanide,hydrogen-cyanide,,"hcn, prussic-acid",,https://en.wikipedia.org/wiki/Hydrogen_cyanide
compound,hydrogen-oxide,hydrogen-oxide,,,,https://en.wikipedia.org/wiki/Properties_of_water
compound,hydrogen-peroxide,hydrogen-peroxide,,,,https://en.wikipedia.org/wiki/Hydrogen_peroxide
compound,hydrogen-sulfide,hydrogen-sulfide,,,,https://en.wikipedia.org/wiki/Hydrogen_sulfide
compound,hydroperoxyl,hydroperoxyl,,,,https://en.wikipedia.org/wiki/Hydroperoxyl
compound,hydroxide,hydroxide,,,,https://en.wikipedia.org/wiki/Hydroxide
compound,hydroxyl,hydroxyl,,,,https://en.wikipedia.org/wiki/Hydroxyl_radical
compound,hydroxysimazine,hydroxysimazine,,"1,3,5-Triazin-2(1H)-one,-4,6-bis(ethylamino)-",,
compound,ibuprofen,ibuprofen,,"Benzeneacetic acid,-.alpha.-methyl-4-(2-methylpropyl)-",,https://en.wikipedia.org/wiki/Ibuprofen
compound,imazapyr,imazapyr,,,,https://en.wikipedia.org/wiki/Imazapyr
compound,imazaquin,imazaquin,,,,https://en.wikipedia.org/wiki/Imazaquin
compound,imazethapyr,imazethapyr,,,,
compound,imidacloprid,imidacloprid,,,,https://en.wikipedia.org/wiki/Imidacloprid
compound,"indeno[1,2,3-cd]pyrene","indeno[1,2,3-cd]pyrene",,,,
compound,indigo,indigo,,C.I. Vat Blue 1,,https://en.wikipedia.org/wiki/Indigo_dye
compound,indole,indole,,,,https://en.wikipedia.org/wiki/Indole
compound,iodide,iodide,,,,https://en.wikipedia.org/wiki/Iodide
compound,iodine-monoxide,iodine-monoxide,,,,https://en.wikipedia.org/wiki/Iodine_oxide
compound,iodomethane,iodomethane,,Methyl iodide,,https://en.wikipedia.org/wiki/Methyl_iodide
compound,ioxynil,ioxynil,,,,
compound,iprodione,iprodione,,,,https://en.wikipedia.org/wiki/Iprodione
compound,isoborneol,isoborneol,,borneol,,https://en.wikipedia.org/wiki/Borneol
compound,isobutene,isobutene,,,,
compound,isobutyl-methyl-ketone,isobutyl-methyl-ketone,,"Methyl isobutyl ketone, mibk",,https://en.wikipedia.org/wiki/Methyl_isobutyl_ketone
compound,isodrin,isodrin,,,,
compound,isoeugenol,isoeugenol,,,,https://en.wikipedia.org/wiki/Isoeugenol
compound,isofenphos,isofenphos,,,,
compound,isophorone,isophorone,,,,https://en.wikipedia.org/wiki/Isophorone
compound,isophytol,isophytol,,"1-Hexadecen-3-ol,-3,7,11,15-tetramethyl-",,https://en.wikipedia.org/wiki/Isophytol
compound,isoprene,isoprene,,"2-methyl-1,3-butadiene",,https://en.wikipedia.org/wiki/Isoprene
compound,isoprocarb,isoprocarb,,,,
compound,isopropyl-myristate,isopropyl-myristate,,propan-2-yl-tetradecanoate,,https://en.wikipedia.org/wiki/Isopropyl_myristate
compound,isopropylbenzene,isopropylbenzene,,"Cumene, (1-methylethyl)benzene",,https://en.wikipedia.org/wiki/Cumene
compound,isoquinoline,isoquinoline,,,,https://en.wikipedia.org/wiki/Isoquinoline
compound,isosafrole,isosafrole,,,,https://en.wikipedia.org/wiki/Isosafrole
compound,isoxaflutole,isoxaflutole,,,,
compound,ketone,ketone,,alkanone,,https://en.wikipedia.org/wiki/Ketone
compound,ketones,ketones,,,ketone,
compound,ketoprofen,ketoprofen,,,,https://en.wikipedia.org/wiki/Ketoprofen
compound,krypton,krypton,,,,https://en.wikipedia.org/wiki/Krypton
compound,lambda-cyhalothrin,lambda-cyhalothrin,,,,https://en.wikipedia.org/wiki/Lambda-Cyhalothrin
compound,lanolin,lanolin,,,,https://en.wikipedia.org/wiki/Lanolin
compound,lecithin,lecithin,,,,http://en.wikipedia.org/wiki/Lecithin
compound,leptophos,leptophos,,,,https://en.wikipedia.org/wiki/Leptophos
compound,levothyroxin,levothyroxin,,"L-Tyrosine,-O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-, l-thyroxine",,https://en.wikipedia.org/wiki/Levothyroxine
compound,lignin,lignin,,,,https://en.wikipedia.org/wiki/Lignin
compound,limonene,limonene,,,,https://en.wikipedia.org/wiki/Limonene
compound,linalool,linalool,,"3,7-Dimethyl-1,6-octadien-3-ol",,https://en.wikipedia.org/wiki/Linalool
compound,lincomycin,lincomycin,,,,https://en.wikipedia.org/wiki/Lincomycin
compound,lindane,lindane,,"gammaxene, gamma-hexachlorocyclohexane, gamma-hcch, gammallin",,https://en.wikipedia.org/wiki/Lindane
compound,linuron,linuron,,"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",,https://en.wikipedia.org/wiki/Linuron
compound,lipid,lipid,,,,https://en.wikipedia.org/wiki/Lipid
compound,lipids,lipids,,,lipid,
compound,m-cresol,m-cresol,,3-methylphenol,,https://en.wikipedia.org/wiki/M-Cresol
compound,m-xylene,m-xylene,,,,https://en.wikipedia.org/wiki/M-Xylene
compound,magnesium-chloride,magnesium-chloride,,,,https://en.wikipedia.org/wiki/Magnesium_chloride
compound,magnesium-sulfate,magnesium-sulfate,,,,https://en.wikipedia.org/wiki/Magnesium_sulfate
compound,malaoxon,malaoxon,,,,https://en.wikipedia.org/wiki/Malaoxon
compound,malathion,malathion,,,,https://en.wikipedia.org/wiki/Malathion
compound,mancozeb,mancozeb,,,,https://en.wikipedia.org/wiki/Mancozeb
compound,maneb,maneb,,,,https://en.wikipedia.org/wiki/Maneb
compound,mcpa,mcpa,,2-methyl-4-chlorophenoxyacetic-acid,,https://en.wikipedia.org/wiki/MCPA
compound,mcpb,mcpb,,"2,4-mcpb, 4-(4-chloro-o-tolyloxy)butyric-acid), 4-(4-chloro-2-methylphenoxy)butanoic-acid",,https://en.wikipedia.org/wiki/MCPB
compound,mecoprop,mecoprop,,"mcpp, methylchlorophenoxypropionic-acid",,https://en.wikipedia.org/wiki/Mecoprop
compound,merphos,merphos,,,,
compound,mestranol,mestranol,,,,https://en.wikipedia.org/wiki/Mestranol
compound,metalaxyl,metalaxyl,,,,https://en.wikipedia.org/wiki/Metalaxyl
compound,metham-sodium,metham-sodium,,Sodium-methyldithiocarbamate,,
compound,methamidophos,methamidophos,,monitor,,https://en.wikipedia.org/wiki/Methamidophos
compound,methane,methane,,,,http://en.wikipedia.org/wiki/Methane
compound,methanol,methanol,,methyl-alcohol,,https://en.wikipedia.org/wiki/Methanol
compound,methapyrilene,methapyrilene,,,,https://en.wikipedia.org/wiki/Methapyrilene
compound,methidathion,methidathion,,,,https://en.wikipedia.org/wiki/Methidathion
compound,methiocarb,methiocarb,,,,https://en.wikipedia.org/wiki/Methiocarb
compound,methiocarb-sulfone,methiocarb-sulfone,,,,
compound,methiocarb-sulfoxide,methiocarb-sulfoxide,,,,
compound,methlyglyoxal,methlyglyoxal,,"pyruvaldehyde, 2-oxopropanal",,https://en.wikipedia.org/wiki/Methylglyoxal
compound,methocarbamol,methocarbamol,,,,https://en.wikipedia.org/wiki/Methocarbamol
compound,methomyl,methomyl,,,,https://en.wikipedia.org/wiki/Methomyl
compound,methomyl-oxime,methomyl-oxime,,,,
compound,methoprene,methoprene,,,,https://en.wikipedia.org/wiki/Methoprene
compound,"methyl-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate","methyl-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate",,,,
compound,methyl-acetate,methyl-acetate,,,,https://en.wikipedia.org/wiki/Methyl_acetate
compound,methyl-acrylonitrile,methyl-acrylonitrile,,"Methacrylonitrile, 2-methylprop-2-enenitrile",,https://en.wikipedia.org/wiki/Methacrylonitrile
compound,methyl-bromide,methyl-bromide,,bromomethane,,https://en.wikipedia.org/wiki/Bromomethane
compound,methyl-chloride,methyl-chloride,,"chloromethane, hcc-40",,https://en.wikipedia.org/wiki/Chloromethane
compound,"methyl-cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate","methyl-cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate",,,,
compound,methyl-ethyl-ketone,methyl-ethyl-ketone,,butanone,,https://en.wikipedia.org/wiki/Butanone
compound,methyl-formate,methyl-formate,,methyl-methanoate,,https://en.wikipedia.org/wiki/Methyl_formate
compound,methyl-hydroperoxide,methyl-hydroperoxide,,,,
compound,methyl-methacrylate,methyl-methacrylate,,mma,,https://en.wikipedia.org/wiki/Methyl_methacrylate
compound,methyl-methanesulfonate,methyl-methanesulfonate,,"mms, methyl-mesylate",,https://en.wikipedia.org/wiki/Methyl_methanesulfonate
compound,methyl-paraben,methyl-paraben,,"Benzoic-acid,-4-hydroxy-,-methyl-ester",,https://en.wikipedia.org/wiki/Methylparaben
compound,methyl-paraoxon,methyl-paraoxon,,,,
compound,methyl-parathion,methyl-parathion,,,,https://en.wikipedia.org/wiki/Parathion_methyl
compound,methyl-peroxy,methyl-peroxy,,,,
compound,methyl-salicylate,methyl-salicylate,,wintergreen-oil,,https://en.wikipedia.org/wiki/Methyl_salicylate
compound,methyl-tert-butyl-ether,methyl-tert-butyl-ether,,mtbe,,https://en.wikipedia.org/wiki/Methyl_tert-butyl_ether
compound,methyl-tert-pentyl-ether,methyl-tert-pentyl-ether,,tame,,https://en.wikipedia.org/wiki/Methyl_tert-pentyl_ether
compound,"methyl-trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate","methyl-trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate",,,,
compound,methyl-trithion,methyl-trithion,,,,
compound,methylcyclohexane,methylcyclohexane,,,,https://en.wikipedia.org/wiki/Methylcyclohexane
compound,methylmercury,methylmercury,,,,https://en.wikipedia.org/wiki/Methylmercury
compound,methyltriethyllead,methyltriethyllead,,,,
compound,metolachlor,metolachlor,,,,https://en.wikipedia.org/wiki/Metolachlor
compound,metribuzin,metribuzin,,4-amino-6-tert-butyl-3-(methylthio)-as-triazin-5(4h)-one,,https://en.wikipedia.org/wiki/Metribuzin
compound,metsulfuron,metsulfuron,,,,
compound,metsulfuron-methyl,metsulfuron-methyl,,,,https://en.wikipedia.org/wiki/Metsulfuron-methyl
compound,mevinphos,mevinphos,,,,https://en.wikipedia.org/wiki/Mevinphos
compound,mexacarbate,mexacarbate,,,,https://en.wikipedia.org/wiki/Mexacarbate
compound,mgk-264,mgk-264,,N-2-Ethylhexylbicycloheptenedicarboximide,,https://en.wikipedia.org/wiki/N-Octyl_bicycloheptene_dicarboximide
compound,microcystin-lr,microcystin-lr,,mc-lr,,https://en.wikipedia.org/wiki/Microcystin-LR
compound,mirex,mirex,,,,https://en.wikipedia.org/wiki/Mirex
compound,mobam,mobam,,,,
compound,molinate,molinate,,,,
compound,monobutyltin,monobutyltin,,,,
compound,monocrotophos,monocrotophos,,,,https://en.wikipedia.org/wiki/Monocrotophos
compound,monolinuron,monolinuron,,,,https://en.wikipedia.org/wiki/Monolinuron
compound,monomethylarsonate-((ch3)haso3-),monomethylarsonate-((ch3)haso3-),,,,
compound,monosulfide,monosulfide,,,,https://en.wikipedia.org/wiki/Monosulfide
compound,monoterpenes,monoterpenes,,,,https://en.wikipedia.org/wiki/Monoterpene
compound,monuron,monuron,,,,
compound,msma,msma,,monosodium-methyl-arsenate,,https://en.wikipedia.org/wiki/Monosodium_methyl_arsenate
compound,mtmc,mtmc,,,,https://en.wikipedia.org/wiki/MTMC
compound,myclobutanil,myclobutanil,,,,https://en.wikipedia.org/wiki/Myclobutanil
compound,n-butane,n-butane,,,,https://en.wikipedia.org/wiki/N-butane
compound,n-butyl-methyl-ketone,n-butyl-methyl-ketone,,,,
compound,n-butylbenzene,n-butylbenzene,,,,
compound,"n-cyclopropyl-n'-(1,1-dimethylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine","n-cyclopropyl-n'-(1,1-dimethylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine",,,,
compound,n-decane,n-decane,,Decane,,https://en.wikipedia.org/wiki/Decane
compound,n-docosane,n-docosane,,Docosane,,https://en.wikipedia.org/wiki/Higher_alkanes
compound,n-dodecane,n-dodecane,,"Dodecane, duodecane, adakane-12, bihexyl, dihexyl",,https://en.wikipedia.org/wiki/Dodecane
