matter_taxonomic,matter_id,matter_label,attribute,synonym,plural_of,wikipedia_page
compound,acetonitrile,acetonitrile,,,,https://en.wikipedia.org/wiki/Acetonitrile
compound,acetophenone,acetophenone,,,,https://en.wikipedia.org/wiki/Acetophenone
compound,acetyl-cedrene,acetyl-cedrene,,,,
acid,"2,4,5-trichlorophenoxybutyric-acid","2,4,5-trichlorophenoxybutyric-acid",,"2,4,5-TB",,
acid,3-nitro-4-hydroxyphenylarsonic-acid,3-nitro-4-hydroxyphenylarsonic-acid,,"arsonic-acid,-(4-hydroxy-3-nitrophenyl)-",,
acid,"3,5-dichlorobenzoic-acid","3,5-dichlorobenzoic-acid",,,,
acid,5-aminosalicylic-acid,5-aminosalicylic-acid,,"benzoic-acid,-5-amino-2-hydroxy-, mesalamine, 5-asa",,https://en.wikipedia.org/wiki/5-Aminosalicylic_acid
acid,acetic-acid,acetic-acid,,ethanoic-acid,,https://en.wikipedia.org/wiki/Acetic_acid
acid,alachlor-sulfonic-acid,alachlor-sulfonic-acid,,,,
acid,aminomethylphosphonic-acid,aminomethylphosphonic-acid,,ampa,,https://en.wikipedia.org/wiki/Aminomethylphosphonic_acid
acid,arsenic-acid,arsenic-acid,,,,https://en.wikipedia.org/wiki/Arsenic_acid
acid,benzoic-acid,benzoic-acid,,,,https://en.wikipedia.org/wiki/Benzoic_acid
acid,bromoacetic-acid,bromoacetic-acid,,,,https://en.wikipedia.org/wiki/Bromoacetic_acid
acid,bromochloroacetic-acid,bromochloroacetic-acid,,,,
acid,butyric-acid,butyric-acid,,,,https://en.wikipedia.org/wiki/Butyric_acid
acid,chloroacetic-acid,chloroacetic-acid,,,,https://en.wikipedia.org/wiki/Chloroacetic_acid
acid,dibromoacetic-acid,dibromoacetic-acid,,,,
acid,dichloroacetic-acid,dichloroacetic-acid,,"dca, bca, bichloroacetic-acid",,https://en.wikipedia.org/wiki/Dichloroacetic_acid
acid,domoic-acid,domoic-acid,,da,,https://en.wikipedia.org/wiki/Domoic_acid
acid,ethacrynic-acid,ethacrynic-acid,,"etacrinic-acid, edecrin",,https://en.wikipedia.org/wiki/Etacrynic_acid
acid,formic-acid,formic-acid,,methanoic-acid,,https://en.wikipedia.org/wiki/Formic_acid
acid,haloacetic-acid,haloacetic-acid,,,,https://en.wikipedia.org/wiki/Haloacetic_acids
acid,heptadecanoic-acid,heptadecanoic-acid,,margaric-acid,,https://en.wikipedia.org/wiki/Heptadecanoic_acid
acid,hypobromous-acid,hypobromous-acid,,,,https://en.wikipedia.org/wiki/Hypobromous_acid
acid,hypochlorous-acid,hypochlorous-acid,,hclo,,https://en.wikipedia.org/wiki/Hypochlorous_acid
acid,lactic-acid,lactic-acid,,,,https://en.wikipedia.org/wiki/Lactic_acid
acid,lovastatin-acid,lovastatin-acid,,"Lovastatin, mevacor",,https://en.wikipedia.org/wiki/Lovastatin
acid,methanesulfonic-acid,methanesulfonic-acid,,,,https://en.wikipedia.org/wiki/Methanesulfonic_acid
acid,nitric-acid,nitric-acid,,,,https://en.wikipedia.org/wiki/Nitric_acid
acid,nitrous-acid,nitrous-acid,,,,https://en.wikipedia.org/wiki/Nitrous_acid
acid,nonylphenoxyacetic-acid,nonylphenoxyacetic-acid,,,,
acid,oxolinic-acid,oxolinic-acid,,"1,3-Dioxolo[4,5-g]quinoline-7-carboxylic acid,-5-ethyl-5,8-dihydro-8-oxo-",,https://en.wikipedia.org/wiki/Oxolinic_acid
acid,palmitic-acid,palmitic-acid,,hexadecanoic-acid,,https://en.wikipedia.org/wiki/Palmitic_acid
acid,perfluorooctanoic-acid,perfluorooctanoic-acid,,"Octanoic acid,-pentadecafluoro-, pfoa",,https://en.wikipedia.org/wiki/Perfluorooctanoic_acid
acid,peroxynitric-acid,peroxynitric-acid,,,,https://en.wikipedia.org/wiki/Peroxynitric_acid
acid,phenol,phenol,,phenolic-acid,,https://en.wikipedia.org/wiki/Phenol
acid,phenols,phenols,,phenolic-compounds,phenol,
acid,picric-acid,picric-acid,,"2,4,6-trinitrophenol, tnp",,https://en.wikipedia.org/wiki/Picric_acid
acid,propionic-acid,propionic-acid,,,,https://en.wikipedia.org/wiki/Propionic_acid
acid,pyruvic-acid,pyruvic-acid,,"Propanoic acid,-2-oxo-",,https://en.wikipedia.org/wiki/Pyruvic_acid
acid,retinoic-acid,retinoic-acid,,,,https://en.wikipedia.org/wiki/Retinoic_acid
acid,stearic-acid,stearic-acid,,,,https://en.wikipedia.org/wiki/Stearic_acid
acid,sulfuric-acid,sulfuric-acid,,sulphuric-acid,,https://en.wikipedia.org/wiki/Sulfuric_acid
acid,trichloroacetic-acid,trichloroacetic-acid,,"tca, tcaa, trichloroethanoic-acid",,https://en.wikipedia.org/wiki/Trichloroacetic_acid
acid,undecanoic-acid,undecanoic-acid,,undecyclic-acid,,https://en.wikipedia.org/wiki/Undecylic_acid
acid,valproic-acid,valproic-acid,,"valproate, sodium-valproate",,https://en.wikipedia.org/wiki/Valproate
compound,acifluorfen,acifluorfen,,,,https://en.wikipedia.org/wiki/Acifluorfen
compound,acridine,acridine,,,,https://en.wikipedia.org/wiki/Acridine
compound,acrolein,acrolein,,propenal,,https://en.wikipedia.org/wiki/Acrolein
compound,acrylamide,acrylamide,,,,https://en.wikipedia.org/wiki/Acrylamide
compound,acrylonitrile,acrylonitrile,,,,https://en.wikipedia.org/wiki/Acrylonitrile
compound,adenosine-triphosphate,adenosine-triphosphate,,atp,,https://en.wikipedia.org/wiki/Adenosine_triphosphate
compound,alachlor,alachlor,,,,https://en.wikipedia.org/wiki/Alachlor
compound,alcohol,alcohol,,,,http://en.wikipedia.org/wiki/Alcohol
compound,3-phenoxybenzyl-alcohol,3-phenoxybenzyl-alcohol,,,,
compound,benzyl-alcohol,benzyl-alcohol,,,,https://en.wikipedia.org/wiki/Benzyl_alcohol
compound,isobutyl-alcohol,isobutyl-alcohol,,"Isobutanol, 2-methylpropan-1-ol",,https://en.wikipedia.org/wiki/Isobutanol
compound,methyl-alcohol,methyl-alcohol,,Methanol,,https://en.wikipedia.org/wiki/Methanol
compound,alcohols,alcohols,,,alcohol,
compound,aldehyde,aldehyde,,,,https://en.wikipedia.org/wiki/Aldehyde
compound,acetaldehyde,acetaldehyde,,,,https://en.wikipedia.org/wiki/Acetaldehyde
compound,aldehydes,aldehydes,,,aldehyde,
compound,aldicarb,aldicarb,,,,https://en.wikipedia.org/wiki/Aldicarb
compound,aldicarb-oxime,aldicarb-oxime,,,,
compound,aldicarb-sulfone,aldicarb-sulfone,,,,
compound,aldicarb-sulfoxide,aldicarb-sulfoxide,,,,
compound,aldrin,aldrin,,,,https://en.wikipedia.org/wiki/Aldrin
compound,alkane,alkane,,,,http://en.wikipedia.org/wiki/Alkane
compound,alkanes,alkanes,,,alkane,
compound,alkene,alkene,,,,http://en.wikipedia.org/wiki/Alkene
compound,alkenes,alkenes,,,alkene,
compound,alkylbenzene-sulfonate,alkylbenzene-sulfonate,,sodium-dodecylbenzenesulfonate,,https://en.wikipedia.org/wiki/Alkylbenzene_sulfonate
compound,allethrin,allethrin,,,,https://en.wikipedia.org/wiki/Allethrins
compound,alpha-chlordene,alpha-chlordene,,,,
compound,alpha-endosulfan,alpha-endosulfan,,,,
compound,alpha-hch,alpha-hch,,alpha-hexachlorocyclohexane,,https://en.wikipedia.org/wiki/Alpha-Hexachlorocyclohexane
compound,alpha-isomethyl-ionone,alpha-isomethyl-ionone,,"3-Buten-2-one,-3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-",,
compound,alpha-methyl-styrene,alpha-methyl-styrene,,".alpha.-Methylstyrene, ams",,https://en.wikipedia.org/wiki/Alpha-Methylstyrene
compound,alpha-pinene,alpha-pinene,,.alpha.-Pinene,,https://en.wikipedia.org/wiki/Alpha-Pinene
compound,alpha-terpineol,alpha-terpineol,,.alpha.-Terpineol,,https://en.wikipedia.org/wiki/Alpha-terpineol
compound,"alpha,alpha-dimethylphenethylamine","alpha,alpha-dimethylphenethylamine",,,,
compound,alprazolam,alprazolam,,xanax,,https://en.wikipedia.org/wiki/Alprazolam
compound,ametryn,ametryn,,,,
compound,amiloride,amiloride,,"Amiloride hydrochloride, midamor",,https://en.wikipedia.org/wiki/Amiloride
compound,aminocarb,aminocarb,,,,https://en.wikipedia.org/wiki/Aminocarb
compound,ammonia,ammonia,,azane,,https://en.wikipedia.org/wiki/Ammonia
compound,amobarbital,amobarbital,,,,https://en.wikipedia.org/wiki/Amobarbital
compound,amyl-cinnamal,amyl-cinnamal,,"Heptanal,-2-(phenylmethylene)-",,
compound,aniline,aniline,,,,https://en.wikipedia.org/wiki/Aniline
compound,anthracene,anthracene,,,,https://en.wikipedia.org/wiki/Anthracene
compound,aragonite,aragonite,,,,https://en.wikipedia.org/wiki/Aragonite
compound,aramite,aramite,,,,
compound,argon,argon,,,,https://en.wikipedia.org/wiki/Argon
compound,aroclor,aroclor,,"polychlorinated-biphenyl, pcb",,https://en.wikipedia.org/wiki/Polychlorinated_biphenyl
compound,aroclor-1016,aroclor-1016,,,,
compound,aroclor-1221,aroclor-1221,,,,
compound,aroclor-1232,aroclor-1232,,,,
compound,aroclor-1242,aroclor-1242,,,,
compound,aroclor-1248,aroclor-1248,,,,
compound,aroclor-1254,aroclor-1254,,,,
compound,aroclor-1260,aroclor-1260,,,,
compound,aroclor-1262,aroclor-1262,,,,
compound,aroclor-1268,aroclor-1268,,,,
compound,aroclors,aroclors,,,aroclor,
compound,arsenate,arsenate,,AsO43-,,https://en.wikipedia.org/wiki/Arsenate
compound,arsenite,arsenite,,,,https://en.wikipedia.org/wiki/Arsenite
compound,asbestos,asbestos,,,,https://en.wikipedia.org/wiki/Asbestos
compound,aspirin,aspirin,,"acetylsalicylic-acid, asa",,https://en.wikipedia.org/wiki/Aspirin
compound,aspon,aspon,,,,
compound,asulam,asulam,,,,https://en.wikipedia.org/wiki/Asulam
compound,atraton,atraton,,,,
compound,atrazine,atrazine,,,,https://en.wikipedia.org/wiki/Atrazine
compound,avobenzone,avobenzone,,"parsol-1789, milestab-1789, eusolex-9020, escalol-517, neo-heliopan-357",,https://en.wikipedia.org/wiki/Avobenzone
compound,azinphos-ethyl,azinphos-ethyl,,azinophos-ethyl,,https://en.wikipedia.org/wiki/Azinphos-ethyl
compound,azinphos-methyl,azinphos-methyl,,gunthion,,https://en.wikipedia.org/wiki/Azinphos-methyl
compound,azobenzene,azobenzene,,,,https://en.wikipedia.org/wiki/Azobenzene
compound,barban,barban,,,,
compound,bde-congener,bde-congener,,pbde,,https://en.wikipedia.org/wiki/Polybrominated_diphenyl_ethers
compound,bde-congener-100,bde-congener-100,,,,
compound,bde-congener-138,bde-congener-138,,,,
compound,bde-congener-153,bde-congener-153,,,,
compound,bde-congener-154,bde-congener-154,,,,
compound,bde-congener-209,bde-congener-209,,Decabromodiphenyl oxide,,
compound,bde-congener-28,bde-congener-28,,,,
compound,bde-congener-47,bde-congener-47,,,,
compound,bde-congener-66,bde-congener-66,,,,
compound,bde-congener-85,bde-congener-85,,,,
compound,bde-congener-99,bde-congener-99,,,,
compound,bendiocarb,bendiocarb,,,,https://en.wikipedia.org/wiki/Bendiocarb
compound,benfluralin,benfluralin,,,,https://en.wikipedia.org/wiki/Benfluralin
compound,benomyl,benomyl,,,,https://en.wikipedia.org/wiki/Benomyl
compound,bensulfuron-methyl,bensulfuron-methyl,,,,
compound,bentazon,bentazon,,,,https://en.wikipedia.org/wiki/Bentazon
compound,benzaldehyde,benzaldehyde,,,,https://en.wikipedia.org/wiki/Benzaldehyde
compound,benzene,benzene,,,,http://en.wikipedia.org/wiki/Benzene
compound,benzidine,benzidine,,,,https://en.wikipedia.org/wiki/Benzidine
compound,benzo[a]anthracene,benzo[a]anthracene,,Benz[a]anthracene,,https://en.wikipedia.org/wiki/Benz(a)anthracene
compound,benzo[a]pyrene,benzo[a]pyrene,,,,https://en.wikipedia.org/wiki/Benzo(a)pyrene
compound,benzo[b]fluoranthene,benzo[b]fluoranthene,,"Benzo(b)fluoranthene, Benz(e)acephenanthrylene",,https://en.wikipedia.org/wiki/Benz(e)acephenanthrylene
compound,benzo[c]cinnoline,benzo[c]cinnoline,,,,https://en.wikipedia.org/wiki/Benzo(c)cinnoline
compound,benzo[e]pyrene,benzo[e]pyrene,,,,https://en.wikipedia.org/wiki/Benzo(e)pyrene
compound,benzo[ghi]perylene,benzo[ghi]perylene,,,,https://en.wikipedia.org/wiki/Benzo(ghi)perylene
compound,benzo[k]fluoranthene,benzo[k]fluoranthene,,,,https://en.wikipedia.org/wiki/Benzo(k)fluoranthene
compound,benzophenone,benzophenone,,,,https://en.wikipedia.org/wiki/Benzophenone
compound,benzyl-benzoate,benzyl-benzoate,,,,https://en.wikipedia.org/wiki/Benzyl_benzoate
compound,benzyl-chloride,benzyl-chloride,,,,https://en.wikipedia.org/wiki/Benzyl_chloride
compound,benzyl-cinnamate,benzyl-cinnamate,,,,https://en.wikipedia.org/wiki/Benzyl_cinnamate
compound,benzyl-n-butyl-phthalate,benzyl-n-butyl-phthalate,,Butyl benzyl phthalate,,https://en.wikipedia.org/wiki/Benzyl_butyl_phthalate
compound,benzyl-salicylate,benzyl-salicylate,,,,https://en.wikipedia.org/wiki/Benzyl_salicylate
compound,beta-endosulfan,beta-endosulfan,,,,
compound,beta-hch,beta-hch,,,,https://en.wikipedia.org/wiki/Beta-HCH
compound,beta-pinene,beta-pinene,,,,https://en.wikipedia.org/wiki/Beta-Pinene
compound,beta-sitosterol,beta-sitosterol,,"Stigmast-5-en-3-ol,-(3.beta.)-",,https://en.wikipedia.org/wiki/Beta-Sitosterol
compound,beta-stigmastanol,beta-stigmastanol,,,,
compound,bicarbonate,bicarbonate,,hydrogencarbonate,,https://en.wikipedia.org/wiki/Bicarbonate
compound,bifenthrin,bifenthrin,,,,https://en.wikipedia.org/wiki/Bifenthrin
compound,biphenyl,biphenyl,,,,https://en.wikipedia.org/wiki/Biphenyl
compound,bis(2-chloro-1-methylethyl)-ether,bis(2-chloro-1-methylethyl)-ether,,,,
compound,bis(2-chloroethoxy)methane,bis(2-chloroethoxy)methane,,,,
compound,bis(2-chloroethyl)-ether,bis(2-chloroethyl)-ether,,,,https://en.wikipedia.org/wiki/Bis(chloroethyl)_ether
compound,bis(2-chloroethyl)-sulfide,bis(2-chloroethyl)-sulfide,,"sulfur-mustard, mustard-gas",,https://en.wikipedia.org/wiki/Bis(2-chloroethyl)_sulfide
compound,bis(2-chloroisopropyl)-ether,bis(2-chloroisopropyl)-ether,,,,
compound,bis(2-ethylhexyl)-adipate,bis(2-ethylhexyl)-adipate,,"Di(2-ethylhexyl) adipate, DEHA",,https://en.wikipedia.org/wiki/Bis(2-ethylhexyl)_adipate
compound,bis(2-ethylhexyl)-phthalate,bis(2-ethylhexyl)-phthalate,,"Di(2-ethylhexyl) phthalate, diethylhexyl-phthalate, DEHP, dioctyl-phthalate, DOP",,https://en.wikipedia.org/wiki/Bis(2-ethylhexyl)_phthalate
compound,bis(chloromethyl)-ether,bis(chloromethyl)-ether,,,,https://en.wikipedia.org/wiki/Bis(chloromethyl)_ether
compound,bisphenol-a,bisphenol-a,,"4,4'-Isopropylidenediphenol, BPA",,https://en.wikipedia.org/wiki/Bisphenol_A
compound,black-carbon,black-carbon,,,,https://en.wikipedia.org/wiki/Black_carbon
compound,bromacil,bromacil,,,,https://en.wikipedia.org/wiki/Bromacil
compound,bromide,bromide,,,,https://en.wikipedia.org/wiki/Bromide
compound,bromine-chloride,bromine-chloride,,bromine-monochloride,,https://en.wikipedia.org/wiki/Bromine_monochloride
compound,bromine-monoxide,bromine-monoxide,,dibromine-monoxide,,https://en.wikipedia.org/wiki/Dibromine_monoxide
compound,bromine-nitrate,bromine-nitrate,,,,
compound,bromine-oxide,bromine-oxide,,,,https://en.wikipedia.org/wiki/Bromine_oxide
compound,bromobenzene,bromobenzene,,,,https://en.wikipedia.org/wiki/Bromobenzene
compound,bromochloroacetonitrile,bromochloroacetonitrile,,,,
compound,bromochloromethane,bromochloromethane,,Halon 1011,,https://en.wikipedia.org/wiki/Bromochloromethane
compound,bromodichloromethane,bromodichloromethane,,Dichlorobromomethane,,https://en.wikipedia.org/wiki/Bromodichloromethane
compound,bromoethene,bromoethene,,Vinyl bromide,,https://en.wikipedia.org/wiki/Vinyl_bromide
compound,bromomethane,bromomethane,,methyl-bromide,,https://en.wikipedia.org/wiki/Bromomethane
compound,bromophos-ethyl,bromophos-ethyl,,,,
compound,bromophos-methyl,bromophos-methyl,,Bromophos,,
compound,bromoxynil,bromoxynil,,,,https://en.wikipedia.org/wiki/Bromoxynil
compound,brox,brox,,bromine-oxides,brome-oxide,
compound,bufencarb,bufencarb,,,,
compound,butacarb,butacarb,,,,
compound,butachlor,butachlor,,,,https://en.wikipedia.org/wiki/Butachlor
compound,butane,butane,,,,https://en.wikipedia.org/wiki/Butane
compound,butoxycarboxim,butoxycarboxim,,,,
compound,butylamine,butylamine,,,,https://en.wikipedia.org/wiki/Butylamine
compound,butylate,butylate,,,,https://en.wikipedia.org/wiki/Butylate
compound,cadusaphos,cadusaphos,,,,
compound,caffeine,caffeine,,,,http://en.wikipedia.org/wiki/Caffeine
compound,calcite,calcite,,,,https://en.wikipedia.org/wiki/Calcite
compound,calcium-carbonate,calcium-carbonate,,,,https://en.wikipedia.org/wiki/Calcium_carbonate
compound,calcium-chloride,calcium-chloride,,,,https://en.wikipedia.org/wiki/Calcium_chloride
compound,camphene,camphene,,,,https://en.wikipedia.org/wiki/Camphene
compound,camphor,camphor,,,,https://en.wikipedia.org/wiki/Camphor
compound,caprolactam,caprolactam,,,,https://en.wikipedia.org/wiki/Caprolactam
compound,captafol,captafol,,,,https://en.wikipedia.org/wiki/Captafol
compound,captan,captan,,,,https://en.wikipedia.org/wiki/Captan
compound,carbaryl,carbaryl,,,,https://en.wikipedia.org/wiki/Carbaryl
compound,carbazole,carbazole,,,,https://en.wikipedia.org/wiki/Carbazole
compound,carbofuran,carbofuran,,,,https://en.wikipedia.org/wiki/Carbofuran
compound,carbohydrate,carbohydrate,,,,https://en.wikipedia.org/wiki/Carbohydrate
compound,carbon-dioxide,carbon-dioxide,,,,http://en.wikipedia.org/wiki/Carbon_dioxide
carbon-dioxide,carbon-13-dioxide,carbon-13-dioxide,,,,
carbon-dioxide,carbon-14-dioxide,carbon-14-dioxide,,,,
compound,carbon-disulfide,carbon-disulfide,,,,https://en.wikipedia.org/wiki/Carbon_disulfide
compound,carbon-monoxide,carbon-monoxide,,,,https://en.wikipedia.org/wiki/Carbon_monoxide
compound,carbon-tetrachloride,carbon-tetrachloride,,,,https://en.wikipedia.org/wiki/Carbon_tetrachloride
compound,carbonatite,carbonatite,,,,https://en.wikipedia.org/wiki/Carbonatite
compound,carbophenothion,carbophenothion,,,,https://en.wikipedia.org/wiki/Carbophenothion
compound,carboxin,carboxin,,,,https://en.wikipedia.org/wiki/Carboxin
compound,carisoprodol,carisoprodol,,,,https://en.wikipedia.org/wiki/Carisoprodol
compound,celestolide,celestolide,,"synthetic-musks, white-musk",,https://en.wikipedia.org/wiki/Celestolide
compound,cfc,cfc,,Chlorofluorocarbon,,https://en.wikipedia.org/wiki/Chlorofluorocarbon
cfc,cfc-11,cfc-11,,"Trichlorofluoromethane, freon-11, r-11",,https://en.wikipedia.org/wiki/Trichlorofluoromethane
cfc,cfc-113,cfc-113,,"Trichlorotrifluoroethane, 1,1,2-Trichloro-1,2,2-trifluoroethane",,"https://en.wikipedia.org/wiki/1,1,2-Trichloro-1,2,2-trifluoroethane"
cfc,cfc-113a,cfc-113a,,"Trichlorotrifluoroethane, 1,1,1-Trichloro-2,2,2-trifluoroethane",,"https://en.wikipedia.org/wiki/1,1,1-Trichloro-2,2,2-trifluoroethane"
cfc,cfc-114,cfc-114,,"1,2-Dichlorotetrafluoroethane, R-114, cryofluorane",,"https://en.wikipedia.org/wiki/1,2-Dichlorotetrafluoroethane"
cfc,cfc-115,cfc-115,,Chloropentafluoroethane,,https://en.wikipedia.org/wiki/Chloropentafluoroethane
cfc,cfc-12,cfc-12,,"Dichlorodifluoromethane, r-12",,https://en.wikipedia.org/wiki/Dichlorodifluoromethane
compound,chloral-hydrate,chloral-hydrate,,,,https://en.wikipedia.org/wiki/Chloral_hydrate
compound,chloramben,chloramben,,,,https://en.wikipedia.org/wiki/Chloramben
compound,chloramben-methyl-ester,chloramben-methyl-ester,,,,
compound,chloramphenicol,chloramphenicol,,,,https://en.wikipedia.org/wiki/Chloramphenicol
compound,chlorate,chlorate,,,,https://en.wikipedia.org/wiki/Chlorate
compound,chlordane,chlordane,,,,https://en.wikipedia.org/wiki/Chlordane
compound,chlordecone,chlordecone,,kepone,,https://en.wikipedia.org/wiki/Kepone
compound,chlorethoxyfos,chlorethoxyfos,,,,https://en.wikipedia.org/wiki/Chlorethoxyfos
compound,chlorfenvinphos,chlorfenvinphos,,,,https://en.wikipedia.org/wiki/Chlorfenvinphos
compound,chloridazon,chloridazon,,,,
compound,chloride,chloride,,,,https://en.wikipedia.org/wiki/Chloride
compound,chlorimuron,chlorimuron,,,,
compound,chlorimuron-ethyl,chlorimuron-ethyl,,,,
compound,chlorine-dioxide,chlorine-dioxide,,,,https://en.wikipedia.org/wiki/Chlorine_dioxide
compound,chlorine-monoxide,chlorine-monoxide,,,,https://en.wikipedia.org/wiki/Chlorine_monoxide
compound,chlorine-nitrate,chlorine-nitrate,,,,https://en.wikipedia.org/wiki/Chlorine_nitrate
compound,chlorine-oxide,chlorine-oxide,,,,https://en.wikipedia.org/wiki/Chlorine_oxide
compound,chloroacetaldehyde,chloroacetaldehyde,,,,https://en.wikipedia.org/wiki/Chloroacetaldehyde
compound,chloroacetonitrile,chloroacetonitrile,,"Acetonitrile,-chloro-",,
compound,chlorobenzene,chlorobenzene,,,,https://en.wikipedia.org/wiki/Chlorobenzene
compound,chlorobenzilate,chlorobenzilate,,,,https://en.wikipedia.org/wiki/Chlorobenzilate
compound,chlorodiamino-s-triazine,chlorodiamino-s-triazine,,,,
compound,chlorodifluoromethane,chlorodifluoromethane,,difluorochloromethane,,https://en.wikipedia.org/wiki/Chlorodifluoromethane
compound,chloroethane,chloroethane,,monochloroethane,,https://en.wikipedia.org/wiki/Chloroethane
compound,chloromethane,chloromethane,,methyl-chloride,,https://en.wikipedia.org/wiki/Chloromethane
compound,chloromethyl-methyl-ether,chloromethyl-methyl-ether,,,,https://en.wikipedia.org/wiki/Chloromethyl_methyl_ether
compound,chloroneb,chloroneb,,,,
compound,chlorophene,chlorophene,,o-Benzyl-p-chlorophenol,,
compound,chlorophyll,chlorophyll,,,,http://en.wikipedia.org/wiki/Chlorophyll
chlorophyll,chlorophyll-a,chlorophyll-a,,,,https://en.wikipedia.org/wiki/Chlorophyll_a
chlorophyll,chlorophyll-b,chlorophyll-b,,,,https://en.wikipedia.org/wiki/Chlorophyll_b
chlorophyll,chlorophyll-c,chlorophyll-c,,,,https://en.wikipedia.org/wiki/Chlorophyll_c
compound,chlorophylls,chlorophylls,,,chlorophyll,
compound,chloropicrin,chloropicrin,,,,https://en.wikipedia.org/wiki/Chloropicrin
compound,chloroprene,chloroprene,,,,https://en.wikipedia.org/wiki/Chloroprene
compound,chlorothalonil,chlorothalonil,,"2,4,5,6-tetrachloroisophthalonitrile",,https://en.wikipedia.org/wiki/Chlorothalonil
compound,chlorothiazide,chlorothiazide,,,,https://en.wikipedia.org/wiki/Chlorothiazide
compound,chlorothion,chlorothion,,Chlorthion,,
compound,chlorotoluron,chlorotoluron,,chlortoluron,,https://en.wikipedia.org/wiki/Chlortoluron
compound,chloroxuron,chloroxuron,,,,https://en.wikipedia.org/wiki/Chloroxuron
compound,chlorphenamine,chlorphenamine,,chlorpheniramine,,https://en.wikipedia.org/wiki/Chlorphenamine
compound,chlorpropham,chlorpropham,,,,https://en.wikipedia.org/wiki/Chlorpropham
compound,chlorpyrifos,chlorpyrifos,,,,https://en.wikipedia.org/wiki/Chlorpyrifos
compound,chlorpyrifos-methyl,chlorpyrifos-methyl,,cps,,https://en.wikipedia.org/wiki/Chlorpyrifos-methyl
compound,chlorsulfuron,chlorsulfuron,,,,
compound,chlortetracycline,chlortetracycline,,aureomycin,,https://en.wikipedia.org/wiki/Chlortetracycline
compound,cholesterol,cholesterol,,,,http://en.wikipedia.org/wiki/Cholesterol
compound,chrysene,chrysene,,,,https://en.wikipedia.org/wiki/Chrysene
compound,cinerin-i,cinerin-i,,,,
compound,cinnamal,cinnamal,,Cinnamaldehyde,,https://en.wikipedia.org/wiki/Cinnamaldehyde
compound,"cis-1,2-dichloroethene","cis-1,2-dichloroethene",,"cis-1,2-Dichloroethylene",,"https://en.wikipedia.org/wiki/1,2-Dichloroethene"
compound,"cis-1,3-dichloropropene","cis-1,3-dichloropropene",,,,
compound,"cis-1,4-dichloro-2-butene","cis-1,4-dichloro-2-butene",,,,
compound,cis-androsterone,cis-androsterone,,"Androstan-17-one,-3-hydroxy-,-(3.alpha.,5.alpha.)-",,
compound,cis-chlordane,cis-chlordane,,,,
compound,cis-nonachlor,cis-nonachlor,,,,
compound,cis-permethrin,cis-permethrin,,,,
compound,citral,citral,,"3,7-dimethy-2,6-octadienal, lemonal",,https://en.wikipedia.org/wiki/Citral
compound,citronellol,citronellol,,,,https://en.wikipedia.org/wiki/Citronellol
compound,clinafloxacin,clinafloxacin,,,,https://en.wikipedia.org/wiki/Clinafloxacin
compound,clomazone,clomazone,,,,https://en.wikipedia.org/wiki/Clomazone
compound,clopyralid,clopyralid,,"3,6-dichloro-2-pyridinecarboxylic-acid",,https://en.wikipedia.org/wiki/Clopyralid
compound,clox,clox,,chlorine-oxides,chlorine-oxide,
compound,codeine,codeine,,,,https://en.wikipedia.org/wiki/Codeine
compound,coronene,coronene,,,,https://en.wikipedia.org/wiki/Coronene
compound,cotinine,cotinine,,,,https://en.wikipedia.org/wiki/Cotinine
compound,coumaphos,coumaphos,,,,https://en.wikipedia.org/wiki/Coumaphos
compound,coumaran,coumaran,,,,
compound,coumarin,coumarin,,,,https://en.wikipedia.org/wiki/Coumarin
compound,cresol,cresol,,,,https://en.wikipedia.org/wiki/Cresol
compound,cresols,cresols,,,cresol,
compound,cyanazine,cyanazine,,,,
compound,cyanide,cyanide,,,,https://en.wikipedia.org/wiki/Cyanide
compound,cycloate,cycloate,,,,
compound,cyclohexane,cyclohexane,,,,https://en.wikipedia.org/wiki/Cyclohexane
compound,cyfluthrin,cyfluthrin,,,,https://en.wikipedia.org/wiki/Cyfluthrin
compound,cypermethrin,cypermethrin,,,,https://en.wikipedia.org/wiki/Cypermethrin
compound,cyprazine,cyprazine,,,,
compound,d-limonene,d-limonene,,,,https://en.wikipedia.org/wiki/D-limonene
compound,dalapon,dalapon,,,,https://en.wikipedia.org/wiki/Dalapon
compound,dcpa,dcpa,,,,
compound,dcpa-monoacid,dcpa-monoacid,,,,
compound,ddt,ddt,,dichlorodiphenyltrichloroethane,,https://en.wikipedia.org/wiki/Ddt
compound,delta-hch,delta-hch,,.delta.-Hexachlorocyclohexane,,
compound,deltamethrin,deltamethrin,,,,https://en.wikipedia.org/wiki/Deltamethrin
compound,demethyl-norflurazon,demethyl-norflurazon,,,,
compound,demeton,demeton,,,,https://en.wikipedia.org/wiki/Demeton
compound,demeton-o,demeton-o,,,,
compound,desmedipham,desmedipham,,,,
compound,di-n-butyl-phthalate,di-n-butyl-phthalate,,Dibutyl phthalate,,https://en.wikipedia.org/wiki/Dibutyl_phthalate
compound,di-n-octyl-phthalate,di-n-octyl-phthalate,,bis(2-ethylhexyl)-phthalate,,https://en.wikipedia.org/wiki/Bis(2-ethylhexyl)_phthalate
compound,diallate,diallate,,,,
