phenomenon_id,participant1,participant1cat,participant1cattype,participant1class,participant2,participant2cat,participant2cattype,participant2class,participant3,participant3cat,participant3cattype,participant3class,participant4,participant4cat,participant4cattype,participant4class,participant5,participant5cat,participant5cattype,participant5class
(earth_surface)@context~on_(station~seismic@context~part_data-acquisition-system),earth_surface,context,on,"phenomenon, ",station~seismic@context~part_data-acquisition-system,,,,,,,,,,,,,,,
(earth_surface)@context~on_(station~seismic@context~source_data-stream),earth_surface,context,on,"phenomenon, ",station~seismic@context~source_data-stream,,,,,,,,,,,,,,,
(earth_surface)@context~on_(station~seismic_component),earth_surface,context,on,"phenomenon, ",station~seismic_component,,,"body, ",,,,,,,,,,,,
(earth_surface)@context~on_station~seismic,earth_surface,context,on,"phenomenon, ",station~seismic,,,"body, ",,,,,,,,,,,,
(earth_surface)@context~sink_radiation~incoming,earth_surface,context,sink,"phenomenon, ",radiation~incoming,,,"phenomenon, ",,,,,,,,,,,,
(earth_surface)@context~sink_radiation~incoming~longwave,earth_surface,context,sink,"phenomenon, ",radiation~incoming~longwave,,,"phenomenon, ",,,,,,,,,,,,
(earth_surface)@context~sink_radiation~incoming~shortwave,earth_surface,context,sink,"phenomenon, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
(earth_surface)@context~sink_radiation~incoming~visible,earth_surface,context,sink,"phenomenon, ",radiation~incoming~visible,,,"phenomenon, ",,,,,,,,,,,,
(ethane_molecule)@context~part_bond~h-c-c-h,ethane_molecule,context,part,"body, ",bond~h-c-c-h,,,"phenomenon, ",,,,,,,,,,,,
(glacier@context~in_ice)@context~source_meltwater,glacier@context~in_ice,context,source,,meltwater,,,"matter, ",,,,,,,,,,,,
(glacier_bottom)@context~in_(ice_flowing),glacier_bottom,context,in,"body, ",ice_flowing,,,"phenomenon, ",,,,,,,,,,,,
(glacier_bottom)@context~in_(ice_sliding),glacier_bottom,context,in,"body, ",ice_sliding,,,"phenomenon, ",,,,,,,,,,,,
(glacier_bottom)@context~in_ice,glacier_bottom,context,in,"body, ",ice,,,"matter, attribute, ",,,,,,,,,,,,
(glacier_top)@context~in_(ice@role~medium),glacier_top,context,in,"body, ",ice@role~medium,,,,,,,,,,,,,,,
(glacier_top)@context~in_(ice_desublimation),glacier_top,context,in,"body, ",ice_desublimation,,,"phenomenon, ",,,,,,,,,,,,
(glacier_top)@context~in_(ice_flowing),glacier_top,context,in,"body, ",ice_flowing,,,"phenomenon, ",,,,,,,,,,,,
(glacier_top)@context~in_(ice_sublimation),glacier_top,context,in,"body, ",ice_sublimation,,,"phenomenon, ",,,,,,,,,,,,
(glacier_top)@context~in_ice,glacier_top,context,in,"body, ",ice,,,"matter, attribute, ",,,,,,,,,,,,
(glacier_top_surface)@context~sink_radiation~incoming~longwave,glacier_top_surface,context,sink,"phenomenon, ",radiation~incoming~longwave,,,"phenomenon, ",,,,,,,,,,,,
(glacier_top_surface)@context~sink_radiation~incoming~shortwave,glacier_top_surface,context,sink,"phenomenon, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
(glacier_top_surface)@context~source_radiation~outgoing~longwave,glacier_top_surface,context,source,"phenomenon, ",radiation~outgoing~longwave,,,"phenomenon, ",,,,,,,,,,,,
(grid_cell)@context~in_(water_flowing),grid_cell,context,in,"abstraction, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
(grid_cell)@context~in_water,grid_cell,context,in,"abstraction, ",water,,,"matter, ",,,,,,,,,,,,
(grid_cell_centroid)@context~in,grid_cell_centroid,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell_edge_center)@context~in,grid_cell_edge_center,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell_face_centroid)@context~in,grid_cell_face_centroid,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell~dual)@context~in_(water_flowing),grid_cell~dual,context,in,"abstraction, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
(grid_cell~dual_centroid)@context~in,grid_cell~dual_centroid,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell~dual_edge_center)@context~in,grid_cell~dual_edge_center,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell~dual_face_centroid)@context~in,grid_cell~dual_face_centroid,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell~primary)@context~in_(water_flowing),grid_cell~primary,context,in,"abstraction, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
(grid_cell~primary_centroid)@context~in,grid_cell~primary_centroid,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell~primary_edge_center)@context~in,grid_cell~primary_edge_center,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_cell~primary_face_centroid)@context~in,grid_cell~primary_face_centroid,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_edge~west)@context~in_(sea@context~in_water),grid_edge~west,context,in,"abstraction, ",sea@context~in_water,,,,,,,,,,,,,,,
(grid_node)@context~in,grid_node,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_node~dual)@context~in,grid_node~dual,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(grid_node~primary)@context~in,grid_node~primary,context,in,"abstraction, ",,,,,,,,,,,,,,,,
(iron_atom)@context~part_neutron,iron_atom,context,part,"body, ",neutron,,,"matter, ",,,,,,,,,,,,
(iron_atom)@context~part_proton,iron_atom,context,part,"body, ",proton,,,"matter, ",,,,,,,,,,,,
(land_subsurface)@context~at_aquifer~left@context~source_(channel~river_bed)@context~sink_(water_flowing),land_subsurface,context,at,"body, ",aquifer~left,context,source,"body, ",channel~river_bed,context,sink,"body, ",water_flowing,,,"phenomenon, ",,,,
(land_subsurface)@context~at_aquifer~right@context~source_(channel~river_bed)@context~sink_(water_flowing),land_subsurface,context,at,"body, ",aquifer~right,context,source,"body, ",channel~river_bed,context,sink,"body, ",water_flowing,,,"phenomenon, ",,,,
(land_subsurface)@context~source_(water_runoff),land_subsurface,context,source,"body, ",water_runoff,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~0-to-100cm-below_(soil@medium_water),land_surface,context,0-to-100cm-below,"phenomenon, ",soil@medium_water,,,,,,,,,,,,,,,
(land_surface)@context~0-to-10cm-below_(soil@medium_water),land_surface,context,0-to-10cm-below,"phenomenon, ",soil@medium_water,,,,,,,,,,,,,,,
(land_surface)@context~0-to-10cm-below_soil,land_surface,context,0-to-10cm-below,"phenomenon, ",soil,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~10-to-40cm-below_(soil@medium_water),land_surface,context,10-to-40cm-below,"phenomenon, ",soil@medium_water,,,,,,,,,,,,,,,
(land_surface)@context~10-to-40cm-below_soil,land_surface,context,10-to-40cm-below,"phenomenon, ",soil,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~100-to-200cm-below_(soil@medium_water),land_surface,context,100-to-200cm-below,"phenomenon, ",soil@medium_water,,,,,,,,,,,,,,,
(land_surface)@context~100-to-200cm-below_soil,land_surface,context,100-to-200cm-below,"phenomenon, ",soil,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~40-to-100cm-below_(soil@medium_water),land_surface,context,40-to-100cm-below,"phenomenon, ",soil@medium_water,,,,,,,,,,,,,,,
(land_surface)@context~40-to-100cm-below_soil,land_surface,context,40-to-100cm-below,"phenomenon, ",soil,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~above_(air_flowing),land_surface,context,above,"phenomenon, ",air_flowing,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~above_air,land_surface,context,above,"phenomenon, ",air,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~above_wind,land_surface,context,above,"phenomenon, ",wind,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~above~10m_(air_flowing),land_surface,context,above,"phenomenon, ",air_flowing,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~above~10m_air,land_surface,context,above,"phenomenon, ",air,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~above~2m-above_air,land_surface,context,above,"phenomenon, ",air,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~at_air@context~in_radiation~longwave~downward,land_surface,context,at,"phenomenon, ",air,context,in,"matter, ",radiation~longwave~downward,,,"phenomenon, ",,,,,,,,
(land_surface)@context~at_air@context~in_radiation~longwave~downwelling,land_surface,context,at,"phenomenon, ",air,context,in,"matter, ",radiation~longwave~downwelling,,,"phenomenon, ",,,,,,,,
(land_surface)@context~at_air@context~in_radiation~shortwave~downwelling,land_surface,context,at,"phenomenon, ",air,context,in,"matter, ",radiation~shortwave~downwelling,,,"phenomenon, ",,,,,,,,
(land_surface)@context~at_radiation~longwave~downward,land_surface,context,at,"phenomenon, ",radiation~longwave~downward,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~at_radiation~shortwave~downward,land_surface,context,at,"phenomenon, ",radiation~shortwave~downward,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~at_radiation~solar,land_surface,context,at,"phenomenon, ",radiation~solar,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~at_sunshine,land_surface,context,at,"phenomenon, ",sunshine,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~below_ground@context~in_water,land_surface,context,below,"phenomenon, ",ground,context,in,"body, ",water,,,"matter, ",,,,,,,,
(land_surface)@context~exchange_radiation,land_surface,context,exchange,"phenomenon, ",radiation,,,"phenomenon, process, ",,,,,,,,,,,,
(land_surface)@context~exchange_radiation~longwave,land_surface,context,exchange,"phenomenon, ",radiation~longwave,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~exchange_radiation~shortwave,land_surface,context,exchange,"phenomenon, ",radiation~shortwave,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~in_(soil@role~medium_conduction),land_surface,context,in,"phenomenon, ",soil@role~medium_conduction,,,,,,,,,,,,,,,
(land_surface)@context~in_(soil~bare@role~source_water@role~main_evaporation),land_surface,context,in,"phenomenon, ",soil~bare@role~source_water@role~main_evaporation,,,,,,,,,,,,,,,
(land_surface)@context~on_((vegetation_canopy)@medium_water),land_surface,context,on,"phenomenon, ",(vegetation_canopy)@medium_water,,,,,,,,,,,,,,,
(land_surface)@context~on_((water_flowing)@role~main_sink@role~sink),land_surface,context,on,"phenomenon, ",(water_flowing)@role~main_sink@role~sink,,,,,,,,,,,,,,,
(land_surface)@context~on_((water_flowing)@role~main_source@role~source),land_surface,context,on,"phenomenon, ",(water_flowing)@role~main_source@role~source,,,,,,,,,,,,,,,
(land_surface)@context~on_(snow_accumulation),land_surface,context,on,"phenomenon, ",snow_accumulation,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~on_(snow_melting),land_surface,context,on,"phenomenon, ",snow_melting,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~on_(snow_sublimation),land_surface,context,on,"phenomenon, ",snow_sublimation,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~on_(storm@context~source_(water_runoff)),land_surface,context,on,"phenomenon, ",storm@context~source_(water_runoff),,,,,,,,,,,,,,,
(land_surface)@context~on_(vegetation@context~part_leaf),land_surface,context,on,"phenomenon, ",vegetation@context~part_leaf,,,,,,,,,,,,,,,
(land_surface)@context~on_(vegetation@context~part_stomata),land_surface,context,on,"phenomenon, ",vegetation@context~part_stomata,,,,,,,,,,,,,,,
(land_surface)@context~on_(water_baseflow),land_surface,context,on,"phenomenon, ",water_baseflow,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~on_(water_flowing),land_surface,context,on,"phenomenon, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~on_(water_runoff),land_surface,context,on,"phenomenon, ",water_runoff,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~on_(water_surface),land_surface,context,on,"phenomenon, ",water_surface,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~on_snowpack,land_surface,context,on,"phenomenon, ",snowpack,,,"body, ",,,,,,,,,,,,
(land_surface)@context~on_terrain~left@context~source_(channel~stream@context~part_reach)@context~sink_(water_flowing),land_surface,context,on,"phenomenon, ",terrain~left,context,source,"form, ",channel~stream@context~part_reach,context,sink,,water_flowing,,,"phenomenon, ",,,,
(land_surface)@context~on_terrain~right@context~source_(channel~stream@context~part_reach)@context~sink_(water_flowing),land_surface,context,on,"phenomenon, ",terrain~right,context,source,"form, ",channel~stream@context~part_reach,context,sink,,water_flowing,,,"phenomenon, ",,,,
(land_surface)@context~on_water,land_surface,context,on,"phenomenon, ",water,,,"matter, ",,,,,,,,,,,,
(land_surface)@context~optional~sink_(sea_surface)@context~optional~sink_radiation~incoming~shortwave,land_surface,context,optional,"phenomenon, ",sea_surface,context,optional,"phenomenon, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,
(land_surface)@context~sink_radiation~incoming,land_surface,context,sink,"phenomenon, ",radiation~incoming,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~sink_radiation~incoming~longwave,land_surface,context,sink,"phenomenon, ",radiation~incoming~longwave,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~sink_radiation~incoming~shortwave,land_surface,context,sink,"phenomenon, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~sink_radiation~incoming~shortwave~diffuse,land_surface,context,sink,"phenomenon, ",radiation~incoming~shortwave~diffuse,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~sink_radiation~incoming~shortwave~direct,land_surface,context,sink,"phenomenon, ",radiation~incoming~shortwave~direct,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~source_(water_evaporation),land_surface,context,source,"phenomenon, ",water_evaporation,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~source_(water_evapotranspiration),land_surface,context,source,"phenomenon, ",water_evapotranspiration,,,"phenomenon, ",,,,,,,,,,,,
(land_surface)@context~source_radiation~outgoing~longwave,land_surface,context,source,"phenomenon, ",radiation~outgoing~longwave,,,"phenomenon, ",,,,,,,,,,,,
(land_surface~horizontal)@context~sink_radiation~incoming~shortwave,land_surface~horizontal,context,sink,"phenomenon, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
(material_mineral-phase)@context~in_oxygen,material_mineral-phase,context,in,"matter, ",oxygen,,,"matter, ",,,,,,,,,,,,
(ozone_molecule)@context~part_bond~o-o,ozone_molecule,context,part,"body, ",bond~o-o,,,"phenomenon, ",,,,,,,,,,,,
(projectile_impaction)@context~source_crater,projectile_impaction,context,source,"phenomenon, ",crater,,,"form, ",,,,,,,,,,,,
(projectile_trajectory_origin)@context~at_(land_surface),projectile_trajectory_origin,context,at,"phenomenon, ",land_surface,,,"phenomenon, ",,,,,,,,,,,,
(projectile_trajectory_origin)@context~at_projectile,projectile_trajectory_origin,context,at,"phenomenon, ",projectile,,,"role, ",,,,,,,,,,,,
(projectile_trajectory_origin)@context~at_wind,projectile_trajectory_origin,context,at,"phenomenon, ",wind,,,"phenomenon, ",,,,,,,,,,,,
(projectile_trajectory_target)@context~at_(land_surface),projectile_trajectory_target,context,at,"phenomenon, ",land_surface,,,"phenomenon, ",,,,,,,,,,,,
(residue_pool)@context~part_root-and-rhizodeposit,residue_pool,context,part,"phenomenon, ",root-and-rhizodeposit,,,"body, ",,,,,,,,,,,,
(sea@context~adjacent_shoreline)@context~sink_wave~breaking,sea@context~adjacent_shoreline,context,sink,,wave~breaking,,,"phenomenon, ",,,,,,,,,,,,
(sea@context~adjacent_shoreline)@context~sink_wave~incoming,sea@context~adjacent_shoreline,context,sink,,wave~incoming,,,"phenomenon, ",,,,,,,,,,,,
(sea@context~adjacent_shoreline)@context~sink_wave~incoming~deepwater,sea@context~adjacent_shoreline,context,sink,,wave~incoming~deepwater,,,"phenomenon, ",,,,,,,,,,,,
(sea@context~at_(ice_bottom))@context~below_(sea@context~in_(water@medium)),sea@context~at_(ice_bottom),context,below,,sea@context~in_(water@medium),,,,,,,,,,,,,,,
(sea@context~at_(ice_bottom))@context~below_(sea@context~in_water),sea@context~at_(ice_bottom),context,below,,sea@context~in_water,,,,,,,,,,,,,,,
(sea@context~at_(ice_surface))@context~above_air,sea@context~at_(ice_surface),context,above,,air,,,"matter, ",,,,,,,,,,,,
(sea@context~at_ice)@context~source_radiation~outgoing~longwave~downward,sea@context~at_ice,context,source,,radiation~outgoing~longwave~downward,,,"phenomenon, ",,,,,,,,,,,,
(sea@context~at_ice)@context~source_radiation~outgoing~longwave~upward,sea@context~at_ice,context,source,,radiation~outgoing~longwave~upward,,,"phenomenon, ",,,,,,,,,,,,
(sea_bed)@context~at_(freshwater_flowing),sea_bed,context,at,"body, ",freshwater_flowing,,,"phenomenon, ",,,,,,,,,,,,
(sea_bottom)@context~at_((water_flowing)@context~in_(debris_flow)),sea_bottom,context,at,"body, ",(water_flowing)@context~in_(debris_flow),,,,,,,,,,,,,,,
(sea_bottom)@context~at_((water_flowing)@context~in_(debris_flow))plug-layer)),sea_bottom,context,at,"body, ",(water_flowing)@context~in_(debris_flow),,,,plug-layer)),,,,,,,,,,,
(sea_bottom)@context~at_((water_flowing)@context~in_(debris_flow))shear-layer)),sea_bottom,context,at,"body, ",(water_flowing)@context~in_(debris_flow),,,,shear-layer)),,,,,,,,,,,
(sea_bottom)@context~at_((water_flowing)@context~in_(debris_flow))top)),sea_bottom,context,at,"body, ",(water_flowing)@context~in_(debris_flow),,,,top)),,,,,,,,,,,
(sea_bottom)@context~at_(water@context~in_(debris_deposit)),sea_bottom,context,at,"body, ",water@context~in_(debris_deposit),,,,,,,,,,,,,,,
(sea_bottom)@context~at_(water@medium),sea_bottom,context,at,"body, ",water@medium,,,,,,,,,,,,,,,
(sea_bottom)@context~at_(water@role~medium),sea_bottom,context,at,"body, ",water@role~medium,,,,,,,,,,,,,,,
(sea_bottom)@context~at_(water@role~medium_immersed_sediment@role~main),sea_bottom,context,at,"body, ",water@role~medium_immersed_sediment@role~main,,,,,,,,,,,,,,,
(sea_bottom)@context~at_radiation~incoming,sea_bottom,context,at,"body, ",radiation~incoming,,,"phenomenon, ",,,,,,,,,,,,
(sea_bottom)@context~at_radiation~incoming~longwave,sea_bottom,context,at,"body, ",radiation~incoming~longwave,,,"phenomenon, ",,,,,,,,,,,,
(sea_bottom)@context~at_radiation~incoming~shortwave,sea_bottom,context,at,"body, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
(sea_bottom)@context~at_water,sea_bottom,context,at,"body, ",water,,,"matter, ",,,,,,,,,,,,
(sea_bottom)@context~on_(sediment@medium),sea_bottom,context,on,"body, ",sediment@medium,,,,,,,,,,,,,,,
(sea_bottom)@context~on_(sediment@medium_clay),sea_bottom,context,on,"body, ",sediment@medium_clay,,,,,,,,,,,,,,,
(sea_bottom)@context~on_(sediment@medium_mud),sea_bottom,context,on,"body, ",sediment@medium_mud,,,,,,,,,,,,,,,
(sea_bottom)@context~on_(sediment@medium_sand),sea_bottom,context,on,"body, ",sediment@medium_sand,,,,,,,,,,,,,,,
(sea_bottom)@context~on_(sediment@medium_silt),sea_bottom,context,on,"body, ",sediment@medium_silt,,,,,,,,,,,,,,,
(sea_bottom)@context~on_(sediment_bulk),sea_bottom,context,on,"body, ",sediment_bulk,,,"body, ",,,,,,,,,,,,
(sea_bottom)@context~on_(sediment_deposition),sea_bottom,context,on,"body, ",sediment_deposition,,,"phenomenon, ",,,,,,,,,,,,
(sea_bottom)@context~on_(sediment_grain),sea_bottom,context,on,"body, ",sediment_grain,,,"body, ",,,,,,,,,,,,
(sea_bottom)@context~on_(sediment_layer),sea_bottom,context,on,"body, ",sediment_layer,,,"body, ",,,,,,,,,,,,
(sea_bottom)@context~on_(sediment_particle),sea_bottom,context,on,"body, ",sediment_particle,,,"body, ",,,,,,,,,,,,
(sea_bottom)@context~on_sediment,sea_bottom,context,on,"body, ",sediment,,,"matter, ",,,,,,,,,,,,
(sea_bottom_surface)@context~at_(water_flowing),sea_bottom_surface,context,at,"phenomenon, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~above_(air@medium_carbon-dioxide),sea_surface,context,above,"phenomenon, ",air@medium_carbon-dioxide,,,,,,,,,,,,,,,
(sea_surface)@context~above_(air@medium_water~vapor),sea_surface,context,above,"phenomenon, ",air@medium_water~vapor,,,,,,,,,,,,,,,
(sea_surface)@context~above_(air_flowing),sea_surface,context,above,"phenomenon, ",air_flowing,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~above_air,sea_surface,context,above,"phenomenon, ",air,,,"matter, ",,,,,,,,,,,,
(sea_surface)@context~at_storm@context~source_(water_surging),sea_surface,context,at,"phenomenon, ",storm,context,source,"phenomenon, ",water_surging,,,"phenomenon, ",,,,,,,,
(sea_surface)@context~in_(water@medium),sea_surface,context,in,"phenomenon, ",water@medium,,,,,,,,,,,,,,,
(sea_surface)@context~in_(water@medium_carbon-dioxide),sea_surface,context,in,"phenomenon, ",water@medium_carbon-dioxide,,,,,,,,,,,,,,,
(sea_surface)@context~in_(water@role~medium),sea_surface,context,in,"phenomenon, ",water@role~medium,,,,,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituents~all),sea_surface,context,in,"phenomenon, ",water_tide_constituents~all,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~2mk3),sea_surface,context,in,"phenomenon, ",water_tide_constituent~2mk3,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~2mk3_amphidromic-points),sea_surface,context,in,"phenomenon, ",water_tide_constituent~2mk3_amphidromic-points,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~2n2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~2n2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~2q1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~2q1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~2sm2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~2sm2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~j1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~j1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~k1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~k1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~k2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~k2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~l2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~l2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~lam2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~lam2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~m1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~m1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~m2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~m2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~m3),sea_surface,context,in,"phenomenon, ",water_tide_constituent~m3,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~m4),sea_surface,context,in,"phenomenon, ",water_tide_constituent~m4,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~m6),sea_surface,context,in,"phenomenon, ",water_tide_constituent~m6,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~m8),sea_surface,context,in,"phenomenon, ",water_tide_constituent~m8,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~mf),sea_surface,context,in,"phenomenon, ",water_tide_constituent~mf,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~mk3),sea_surface,context,in,"phenomenon, ",water_tide_constituent~mk3,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~mm),sea_surface,context,in,"phenomenon, ",water_tide_constituent~mm,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~mn4),sea_surface,context,in,"phenomenon, ",water_tide_constituent~mn4,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~ms4),sea_surface,context,in,"phenomenon, ",water_tide_constituent~ms4,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~msf),sea_surface,context,in,"phenomenon, ",water_tide_constituent~msf,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~mu2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~mu2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~n2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~n2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~nu2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~nu2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~o1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~o1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~oo1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~oo1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~oo2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~oo2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~p1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~p1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~q1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~q1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~r2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~r2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~rho),sea_surface,context,in,"phenomenon, ",water_tide_constituent~rho,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~s1),sea_surface,context,in,"phenomenon, ",water_tide_constituent~s1,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~s2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~s2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~s4),sea_surface,context,in,"phenomenon, ",water_tide_constituent~s4,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~s6),sea_surface,context,in,"phenomenon, ",water_tide_constituent~s6,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~sa),sea_surface,context,in,"phenomenon, ",water_tide_constituent~sa,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~ssa),sea_surface,context,in,"phenomenon, ",water_tide_constituent~ssa,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_tide_constituent~t2),sea_surface,context,in,"phenomenon, ",water_tide_constituent~t2,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_wave),sea_surface,context,in,"phenomenon, ",water_wave,,,"phenomenon, ",,,,,,,,,,,,
