phenomenon_id,participant1,participant1cat,participant1cattype,participant1class,participant2,participant2cat,participant2cattype,participant2class,participant3,participant3cat,participant3cattype,participant3class,participant4,participant4cat,participant4cattype,participant4class,participant5,participant5cat,participant5cattype,participant5class
cylinder@context~part_(piston_stroking),cylinder,context,part,"body, ",piston_stroking,,,"phenomenon, ",,,,,,,,,,,,
cylinder@context~part_piston,cylinder,context,part,"body, ",piston,,,"body, ",,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_((water_flowing)@medium_sediment~suspended)),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_((water_flowing)@medium_sediment~suspended),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_((water_flowing)@medium_transportation_sediment~suspended)),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_((water_flowing)@medium_transportation_sediment~suspended),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@context~in_(sand_grain)))),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@context~in_(sand_grain))),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@medium_clay))),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@medium_clay)),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@medium_sand))),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@medium_sand)),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@medium_silt))),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water@context~in_(sediment@medium_silt)),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water@medium_sediment~suspended)),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water@medium_sediment~suspended),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water_flowing_x-section)),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water_flowing_x-section),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water_x-section)),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water_x-section),,,,,,,,,,,,,,,
delta@context~part_((channel~main@context~part_entrance)@context~in_(water_x-section_top)),delta,context,part,"body, ",(channel~main@context~part_entrance)@context~in_(water_x-section_top),,,,,,,,,,,,,,,
delta@context~part_((distributary@context~part_outlet)@context~in_(water_flowing_x-section)),delta,context,part,"body, ",(distributary@context~part_outlet)@context~in_(water_flowing_x-section),,,,,,,,,,,,,,,
delta@context~part_((distributary@context~part_outlet)@context~in_(water_x-section)),delta,context,part,"body, ",(distributary@context~part_outlet)@context~in_(water_x-section),,,,,,,,,,,,,,,
delta@context~part_(channel~main@context~part_(entrance_center)),delta,context,part,"body, ",channel~main@context~part_(entrance_center),,,,,,,,,,,,,,,
delta@context~part_(channel~main@context~part_(entrance_x-section)),delta,context,part,"body, ",channel~main@context~part_(entrance_x-section),,,,,,,,,,,,,,,
delta@context~part_(channel~main@context~part_(entrance_x-section_top)),delta,context,part,"body, ",channel~main@context~part_(entrance_x-section_top),,,,,,,,,,,,,,,
delta@context~part_(channel~main@context~part_(entrance~wetted_x-section)),delta,context,part,"body, ",channel~main@context~part_(entrance~wetted_x-section),,,,,,,,,,,,,,,
delta@context~part_(channel~main@context~part_entrance),delta,context,part,"body, ",channel~main@context~part_entrance,,,,,,,,,,,,,,,
delta@context~part_(distributary-network@context~in_water),delta,context,part,"body, ",distributary-network@context~in_water,,,,,,,,,,,,,,,
delta@context~part_(distributary@context~part_(outlet_center)),delta,context,part,"body, ",distributary@context~part_(outlet_center),,,,,,,,,,,,,,,
delta@context~part_(distributary@context~part_(outlet_side~left)),delta,context,part,"body, ",distributary@context~part_(outlet_side~left),,,,,,,,,,,,,,,
delta@context~part_(distributary@context~part_(outlet_side~right)),delta,context,part,"body, ",distributary@context~part_(outlet_side~right),,,,,,,,,,,,,,,
delta@context~part_(distributary@context~part_(outlet_top)),delta,context,part,"body, ",distributary@context~part_(outlet_top),,,,,,,,,,,,,,,
delta@context~part_(distributary@context~part_outlet),delta,context,part,"body, ",distributary@context~part_outlet,,,,,,,,,,,,,,,
delta@context~part_(plain_boundary),delta,context,part,"body, ",plain_boundary,,,"phenomenon, ",,,,,,,,,,,,
delta@context~part_(plain~upper@context~on_vegetation),delta,context,part,"body, ",plain~upper@context~on_vegetation,,,,,,,,,,,,,,,
delta@context~part_(plain~upper_boundary~seaward),delta,context,part,"body, ",plain~upper_boundary~seaward,,,"phenomenon, ",,,,,,,,,,,,
delta@context~part_(shoreline@context~on_sediment),delta,context,part,"body, ",shoreline@context~on_sediment,,,,,,,,,,,,,,,
delta@context~part_(shoreline_progradation),delta,context,part,"body, ",shoreline_progradation,,,"phenomenon, ",,,,,,,,,,,,
delta@context~part_distributary,delta,context,part,"body, ",distributary,,,"body, ",,,,,,,,,,,,
delta@context~part_distributary-network,delta,context,part,"body, ",distributary-network,,,"body, ",,,,,,,,,,,,
delta@context~part_plain,delta,context,part,"body, ",plain,,,"body, ",,,,,,,,,,,,
delta@context~part_plain~lower,delta,context,part,"body, ",plain~lower,,,"body, ",,,,,,,,,,,,
delta@context~part_plain~subaqueous,delta,context,part,"body, ",plain~subaqueous,,,"body, ",,,,,,,,,,,,
delta@context~part_plain~upper,delta,context,part,"body, ",plain~upper,,,"body, ",,,,,,,,,,,,
delta@context~part_shoreline,delta,context,part,"body, ",shoreline,,,"abstraction_part, ",,,,,,,,,,,,
distributary-network@context~in_water,distributary-network,context,in,"body, ",water,,,"matter, ",,,,,,,,,,,,
distributary@context~part_(outlet_center),distributary,context,part,"body, ",outlet_center,,,"phenomenon, ",,,,,,,,,,,,
distributary@context~part_(outlet_side~left),distributary,context,part,"body, ",outlet_side~left,,,"phenomenon, ",,,,,,,,,,,,
distributary@context~part_(outlet_side~right),distributary,context,part,"body, ",outlet_side~right,,,"phenomenon, ",,,,,,,,,,,,
distributary@context~part_(outlet_top),distributary,context,part,"body, ",outlet_top,,,"phenomenon, ",,,,,,,,,,,,
distributary@context~part_outlet,distributary,context,part,"body, ",outlet,,,"role, ",,,,,,,,,,,,
earth@context~in_(material@role~medium_wave~seismic~p@role~main),earth,context,in,"body, ",material@role~medium_wave~seismic~p@role~main,,,,,,,,,,,,,,,
earth@context~in_material,earth,context,in,"body, ",material,,,"matter, ",,,,,,,,,,,,
earth@context~on_day~sidereal,earth,context,on,"body, ",day~sidereal,,,"phenomenon, ",,,,,,,,,,,,
earth@context~on_day~solar-mean,earth,context,on,"body, ",day~solar-mean,,,"phenomenon, ",,,,,,,,,,,,
earth@context~on_day~stellar,earth,context,on,"body, ",day~stellar,,,"phenomenon, ",,,,,,,,,,,,
earth@context~surrounding_atmosphere,earth,context,surrounding,"body, ",atmosphere,,,"body, ",,,,,,,,,,,,
earthquake@context~source_(fault_plane),earthquake,context,source,"phenomenon, ",fault_plane,,,"phenomenon, ",,,,,,,,,,,,
earthquake@context~source_(fault_plane_rupture),earthquake,context,source,"phenomenon, ",fault_plane_rupture,,,"phenomenon, ",,,,,,,,,,,,
earthquake@context~source_fault,earthquake,context,source,"phenomenon, ",fault,,,"form, ",,,,,,,,,,,,
earthquake@context~source_rupture,earthquake,context,source,"phenomenon, ",rupture,,,"phenomenon, process, ",,,,,,,,,,,,
earthquake@context~source_slip~seismic,earthquake,context,source,"phenomenon, ",slip~seismic,,,"phenomenon, process, ",,,,,,,,,,,,
earthquake@context~source_wave~seismic,earthquake,context,source,"phenomenon, ",wave~seismic,,,"phenomenon, ",,,,,,,,,,,,
earthquake@context~source_wave~seismic~love,earthquake,context,source,"phenomenon, ",wave~seismic~love,,,"phenomenon, ",,,,,,,,,,,,
earthquake@context~source_wave~seismic~p,earthquake,context,source,"phenomenon, ",wave~seismic~p,,,"phenomenon, ",,,,,,,,,,,,
earthquake@context~source_wave~seismic~rayleigh,earthquake,context,source,"phenomenon, ",wave~seismic~rayleigh,,,"phenomenon, ",,,,,,,,,,,,
earthquake@context~source_wave~seismic~s,earthquake,context,source,"phenomenon, ",wave~seismic~s,,,"phenomenon, ",,,,,,,,,,,,
engine@context~in_air,engine,context,in,"body, ",air,,,"matter, ",,,,,,,,,,,,
engine@context~in_fuel,engine,context,in,"body, ",fuel,,,"matter, ",,,,,,,,,,,,
engine@context~part_(crankshaft_rotation),engine,context,part,"body, ",crankshaft_rotation,,,"phenomenon, ",,,,,,,,,,,,
engine@context~part_(cylinder@context~part_(piston_stroking)),engine,context,part,"body, ",cylinder@context~part_(piston_stroking),,,,,,,,,,,,,,,
engine@context~part_(cylinder@context~part_piston),engine,context,part,"body, ",cylinder@context~part_piston,,,,,,,,,,,,,,,
engine@context~part_(cylinder_stroking),engine,context,part,"body, ",cylinder_stroking,,,"phenomenon, ",,,,,,,,,,,,
engine@context~part_crankshaft,engine,context,part,"body, ",crankshaft,,,"body, ",,,,,,,,,,,,
engine@context~part_cylinder,engine,context,part,"body, ",cylinder,,,"body, ",,,,,,,,,,,,
glacier@context~in_(ice_ablation),glacier,context,in,"body, ",ice_ablation,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_accumulation),glacier,context,in,"body, ",ice_accumulation,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_flowing),glacier,context,in,"body, ",ice_flowing,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_fusion),glacier,context,in,"body, ",ice_fusion,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_isentropic-process),glacier,context,in,"body, ",ice_isentropic-process,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_isobaric-process),glacier,context,in,"body, ",ice_isobaric-process,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_isochoric-process),glacier,context,in,"body, ",ice_isochoric-process,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_isothermal-process),glacier,context,in,"body, ",ice_isothermal-process,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_melting),glacier,context,in,"body, ",ice_melting,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_melting-point),glacier,context,in,"body, ",ice_melting-point,,,"matter, ",,,,,,,,,,,,
glacier@context~in_(ice_sublimation),glacier,context,in,"body, ",ice_sublimation,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_(ice_vaporization),glacier,context,in,"body, ",ice_vaporization,,,"phenomenon, ",,,,,,,,,,,,
glacier@context~in_ice,glacier,context,in,"body, ",ice,,,"matter, attribute, ",,,,,,,,,,,,
grain@context~in_nitrogen,grain,context,in,"form, body, ",nitrogen,,,"matter, ",,,,,,,,,,,,
grid@context~in_(earth_pole~north~virtual),grid,context,in,"abstraction, ",earth_pole~north~virtual,,,"phenomenon, ",,,,,,,,,,,,
ground@context~above_((soil@context~in_(residue_pool))@role~sink_(crop@context~source_residue)@role~main_addition),ground,context,above,"body, ",(soil@context~in_(residue_pool))@role~sink_(crop@context~source_residue)@role~main_addition,,,,,,,,,,,,,,,
ground@context~above_(biomass~harvested@medium_grain),ground,context,above,"body, ",biomass~harvested@medium_grain,,,,,,,,,,,,,,,
ground@context~above_(crop@context~in_biomass~dry),ground,context,above,"body, ",crop@context~in_biomass~dry,,,,,,,,,,,,,,,
ground@context~above_(crop@context~in_nitrogen),ground,context,above,"body, ",crop@context~in_nitrogen,,,,,,,,,,,,,,,
ground@context~above_(crop@context~source_(residue-as-carbon_decomposition)),ground,context,above,"body, ",crop@context~source_(residue-as-carbon_decomposition),,,,,,,,,,,,,,,
ground@context~above_(crop@context~source_(roots-and-rhizodeposits-as-carbon_decomposition)),ground,context,above,"body, ",crop@context~source_(roots-and-rhizodeposits-as-carbon_decomposition),,,,,,,,,,,,,,,
ground@context~above_(crop@medium_nitrogen),ground,context,above,"body, ",crop@medium_nitrogen,,,,,,,,,,,,,,,
ground@context~above_(crop_residue_pool_decomposition)@context~source_carbon,ground,context,above,"body, ",crop_residue_pool_decomposition,context,source,"phenomenon, ",carbon,,,"matter, ",,,,,,,,
ground@context~above_crop@context~source_residue~retained,ground,context,above,"body, ",crop,context,source,"role, ",residue~retained,,,"role, ",,,,,,,,
ground@context~above_residue~remaining,ground,context,above,"body, ",residue~remaining,,,"role, ",,,,,,,,,,,,
human@context~part_(blood@medium_platelet),human,context,part,"body, ",blood@medium_platelet,,,,,,,,,,,,,,,
human@context~part_(blood@medium_red-blood-cell),human,context,part,"body, ",blood@medium_red-blood-cell,,,,,,,,,,,,,,,
human@context~part_(blood@medium_white-blood-cell),human,context,part,"body, ",blood@medium_white-blood-cell,,,,,,,,,,,,,,,
human@context~part_eye,human,context,part,"body, ",eye,,,"body, ",,,,,,,,,,,,
human@context~part_hair,human,context,part,"body, ",hair,,,"body, ",,,,,,,,,,,,
impaction@context~source_(crater_circle),impaction,context,source,"phenomenon, process, ",crater_circle,,,"phenomenon, ",,,,,,,,,,,,
instrument@context~part_response-filter,instrument,context,part,"body, ",response-filter,,,"abstraction, ",,,,,,,,,,,,
lake@context~in_(fish_sample),lake,context,in,"body, ",fish_sample,,,"body, ",,,,,,,,,,,,
land@context~on_((vegetation_canopy)@context~source_(water_evaporation)),land,context,on,"body, ",(vegetation_canopy)@context~source_(water_evaporation),,,,,,,,,,,,,,,
land@context~on_((vegetation_canopy)@medium_throughfall_water),land,context,on,"body, ",(vegetation_canopy)@medium_throughfall_water,,,,,,,,,,,,,,,
land@context~on_((vegetation_canopy)@role~main_water@role~in_interception),land,context,on,"body, ",(vegetation_canopy)@role~main_water@role~in_interception,,,,,,,,,,,,,,,
land@context~on_((vegetation_canopy)@role~sink_water@role~main_interception),land,context,on,"body, ",(vegetation_canopy)@role~sink_water@role~main_interception,,,,,,,,,,,,,,,
land@context~on_((vegetation_canopy)@role~source_water@role~main_transpiration),land,context,on,"body, ",(vegetation_canopy)@role~source_water@role~main_transpiration,,,,,,,,,,,,,,,
land@context~on_(vegetation@role~source_water@role~main_transpiration),land,context,on,"body, ",vegetation@role~source_water@role~main_transpiration,,,,,,,,,,,,,,,
land@context~part_(domain_boundary_lowering),land,context,part,"body, ",domain_boundary_lowering,,,"phenomenon, ",,,,,,,,,,,,
land~flooded@context~on_water,land~flooded,context,on,"body, ",water,,,"matter, ",,,,,,,,,,,,
mars@context~orbitting_moon,mars,context,orbitting,"body, ",moon,,,"body, ",,,,,,,,,,,,
mars@context~surrounding_atmosphere,mars,context,surrounding,"body, ",atmosphere,,,"body, ",,,,,,,,,,,,
material@context~in_oxygen,material,context,in,"matter, ",oxygen,,,"matter, ",,,,,,,,,,,,
model@context~in_((grid_cell)@context~in_(water_flowing)),model,context,in,"abstraction, ",(grid_cell)@context~in_(water_flowing),,,,,,,,,,,,,,,
model@context~in_((grid_cell)@context~in_water),model,context,in,"abstraction, ",(grid_cell)@context~in_water,,,,,,,,,,,,,,,
model@context~in_((grid_cell)@role~sink_(water_flowing~incoming)@role~main),model,context,in,"abstraction, ",(grid_cell)@role~sink_(water_flowing~incoming)@role~main,,,,,,,,,,,,,,,
model@context~in_((grid_cell)@role~source_(water_flowing~outgoing)@role~main),model,context,in,"abstraction, ",(grid_cell)@role~source_(water_flowing~outgoing)@role~main,,,,,,,,,,,,,,,
model@context~in_((grid_cell_centroid)@context~in),model,context,in,"abstraction, ",(grid_cell_centroid)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell_edge_center)@context~in),model,context,in,"abstraction, ",(grid_cell_edge_center)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell_face_centroid)@context~in),model,context,in,"abstraction, ",(grid_cell_face_centroid)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell~dual)@context~in_(water_flowing)),model,context,in,"abstraction, ",(grid_cell~dual)@context~in_(water_flowing),,,,,,,,,,,,,,,
model@context~in_((grid_cell~dual_centroid)@context~in),model,context,in,"abstraction, ",(grid_cell~dual_centroid)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell~dual_edge_center)@context~in),model,context,in,"abstraction, ",(grid_cell~dual_edge_center)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell~dual_face_centroid)@context~in),model,context,in,"abstraction, ",(grid_cell~dual_face_centroid)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell~primary)@context~in_(water_flowing)),model,context,in,"abstraction, ",(grid_cell~primary)@context~in_(water_flowing),,,,,,,,,,,,,,,
model@context~in_((grid_cell~primary_centroid)@context~in),model,context,in,"abstraction, ",(grid_cell~primary_centroid)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell~primary_edge_center)@context~in),model,context,in,"abstraction, ",(grid_cell~primary_edge_center)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_cell~primary_face_centroid)@context~in),model,context,in,"abstraction, ",(grid_cell~primary_face_centroid)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_edge~west)@context~in_(sea@context~in_water)),model,context,in,"abstraction, ",(grid_edge~west)@context~in_(sea@context~in_water),,,,,,,,,,,,,,,
model@context~in_((grid_node)@context~in),model,context,in,"abstraction, ",(grid_node)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_node~dual)@context~in),model,context,in,"abstraction, ",(grid_node~dual)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_node~primary)@context~in),model,context,in,"abstraction, ",(grid_node~primary)@context~in,,,,,,,,,,,,,,,
model@context~in_((grid_shell)_(grid_bottom)@reference~from),model,context,in,"abstraction, ",(grid_shell)_(grid_bottom)@reference~from,,,,,,,,,,,,,,,
model@context~in_((grid_shell)_(grid_bottom)@reference~to),model,context,in,"abstraction, ",(grid_shell)_(grid_bottom)@reference~to,,,,,,,,,,,,,,,
model@context~in_((grid_shell)_(grid_top)@reference~from),model,context,in,"abstraction, ",(grid_shell)_(grid_top)@reference~from,,,,,,,,,,,,,,,
model@context~in_((grid_shell)_(grid_top)@reference~to),model,context,in,"abstraction, ",(grid_shell)_(grid_top)@reference~to,,,,,,,,,,,,,,,
model@context~in_((soil_layer~0)@medium),model,context,in,"abstraction, ",(soil_layer~0)@medium,,,,,,,,,,,,,,,
model@context~in_((soil_layer~1)@medium),model,context,in,"abstraction, ",(soil_layer~1)@medium,,,,,,,,,,,,,,,
model@context~in_((soil_layer~2)@medium),model,context,in,"abstraction, ",(soil_layer~2)@medium,,,,,,,,,,,,,,,
model@context~in_(grid@context~in_(earth_pole~north~virtual)),model,context,in,"abstraction, ",grid@context~in_(earth_pole~north~virtual),,,,,,,,,,,,,,,
model@context~in_(grid_axis~x),model,context,in,"abstraction, ",grid_axis~x,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell),model,context,in,"abstraction, ",grid_cell,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_center),model,context,in,"abstraction, ",grid_cell_center,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_centroid),model,context,in,"abstraction, ",grid_cell_centroid,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_column),model,context,in,"abstraction, ",grid_cell_column,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge),model,context,in,"abstraction, ",grid_cell_edge,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge_center),model,context,in,"abstraction, ",grid_cell_edge_center,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge~east),model,context,in,"abstraction, ",grid_cell_edge~east,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge~north),model,context,in,"abstraction, ",grid_cell_edge~north,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge~south),model,context,in,"abstraction, ",grid_cell_edge~south,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge~west),model,context,in,"abstraction, ",grid_cell_edge~west,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge~x),model,context,in,"abstraction, ",grid_cell_edge~x,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_edge~y),model,context,in,"abstraction, ",grid_cell_edge~y,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_face),model,context,in,"abstraction, ",grid_cell_face,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_face_centroid),model,context,in,"abstraction, ",grid_cell_face_centroid,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_row),model,context,in,"abstraction, ",grid_cell_row,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_row-major-offset),model,context,in,"abstraction, ",grid_cell_row-major-offset,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell_surface),model,context,in,"abstraction, ",grid_cell_surface,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual),model,context,in,"abstraction, ",grid_cell~dual,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_centroid),model,context,in,"abstraction, ",grid_cell~dual_centroid,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_column),model,context,in,"abstraction, ",grid_cell~dual_column,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_edge),model,context,in,"abstraction, ",grid_cell~dual_edge,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_edge_center),model,context,in,"abstraction, ",grid_cell~dual_edge_center,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_face),model,context,in,"abstraction, ",grid_cell~dual_face,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_face_centroid),model,context,in,"abstraction, ",grid_cell~dual_face_centroid,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_row),model,context,in,"abstraction, ",grid_cell~dual_row,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~dual_surface),model,context,in,"abstraction, ",grid_cell~dual_surface,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary),model,context,in,"abstraction, ",grid_cell~primary,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_centroid),model,context,in,"abstraction, ",grid_cell~primary_centroid,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_column),model,context,in,"abstraction, ",grid_cell~primary_column,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_edge),model,context,in,"abstraction, ",grid_cell~primary_edge,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_edge_center),model,context,in,"abstraction, ",grid_cell~primary_edge_center,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_face),model,context,in,"abstraction, ",grid_cell~primary_face,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_face_centroid),model,context,in,"abstraction, ",grid_cell~primary_face_centroid,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_row),model,context,in,"abstraction, ",grid_cell~primary_row,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_cell~primary_surface),model,context,in,"abstraction, ",grid_cell~primary_surface,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_column),model,context,in,"abstraction, ",grid_column,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_edge~east),model,context,in,"abstraction, ",grid_edge~east,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_edge~north),model,context,in,"abstraction, ",grid_edge~north,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_edge~south),model,context,in,"abstraction, ",grid_edge~south,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_edge~west),model,context,in,"abstraction, ",grid_edge~west,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node),model,context,in,"abstraction, ",grid_node,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~dual),model,context,in,"abstraction, ",grid_node~dual,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~dual~x),model,context,in,"abstraction, ",grid_node~dual~x,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~dual~y),model,context,in,"abstraction, ",grid_node~dual~y,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~dual~z),model,context,in,"abstraction, ",grid_node~dual~z,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~primary),model,context,in,"abstraction, ",grid_node~primary,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~primary~x),model,context,in,"abstraction, ",grid_node~primary~x,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~primary~y),model,context,in,"abstraction, ",grid_node~primary~y,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_node~primary~z),model,context,in,"abstraction, ",grid_node~primary~z,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_row),model,context,in,"abstraction, ",grid_row,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(grid_shell),model,context,in,"abstraction, ",grid_shell,,,"abstraction, ",,,,,,,,,,,,
model@context~in_(soil_layer),model,context,in,"abstraction, ",soil_layer,,,"body, ",,,,,,,,,,,,
model@context~in_(soil_layer~0),model,context,in,"abstraction, ",soil_layer~0,,,"body, ",,,,,,,,,,,,
model@context~in_(soil_layer~0_saturated),model,context,in,"abstraction, ",soil_layer~0_saturated,,,"body, ",,,,,,,,,,,,
model@context~in_(soil_layer~1),model,context,in,"abstraction, ",soil_layer~1,,,"body, ",,,,,,,,,,,,
model@context~in_(soil_layer~1_saturated),model,context,in,"abstraction, ",soil_layer~1_saturated,,,"body, ",,,,,,,,,,,,
model@context~in_(soil_layer~2),model,context,in,"abstraction, ",soil_layer~2,,,"body, ",,,,,,,,,,,,
model@context~in_(soil_layer~2_saturated),model,context,in,"abstraction, ",soil_layer~2_saturated,,,"body, ",,,,,,,,,,,,
model@context~in_axis~east,model,context,in,"abstraction, ",axis~east,,,"abstraction, ",,,,,,,,,,,,
ocean@context~part_wave,ocean,context,part,"body, ",wave,,,"phenomenon, ",,,,,,,,,,,,
outlet@context~at_((water_flowing)@medium_sediment),outlet,context,at,"role, ",(water_flowing)@medium_sediment,,,,,,,,,,,,,,,
outlet@context~at_((water_flowing)@medium_sediment~bedload),outlet,context,at,"role, ",(water_flowing)@medium_sediment~bedload,,,,,,,,,,,,,,,
outlet@context~at_((water_flowing)@medium_sediment~suspended),outlet,context,at,"role, ",(water_flowing)@medium_sediment~suspended,,,,,,,,,,,,,,,
outlet@context~at_((water_flowing)@medium_sediment~washload),outlet,context,at,"role, ",(water_flowing)@medium_sediment~washload,,,,,,,,,,,,,,,
outlet@context~at_(channel_bottom),outlet,context,at,"role, ",channel_bottom,,,"form, ",,,,,,,,,,,,
outlet@context~at_(water_flowing_friction),outlet,context,at,"role, ",water_flowing_friction,,,"phenomenon, ",,,,,,,,,,,,
outlet@context~at_(water_flowing_x-section),outlet,context,at,"role, ",water_flowing_x-section,,,"phenomenon, ",,,,,,,,,,,,
outlet@context~at_(water_flowing_x-section_top),outlet,context,at,"role, ",water_flowing_x-section_top,,,"phenomenon, ",,,,,,,,,,,,
outlet@context~at_sediment,outlet,context,at,"role, ",sediment,,,"matter, ",,,,,,,,,,,,
outlet@context~part_bank~left,outlet,context,part,"role, ",bank~left,,,"form, ",,,,,,,,,,,,
outlet@context~part_bank~right,outlet,context,part,"role, ",bank~right,,,"form, ",,,,,,,,,,,,
outlet~terminal@context~at_(water_flowing),outlet~terminal,context,at,"role, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
