full_name,variable_id,variable_label,object_cat,object_id,object_label,object_pref,quantity_id,quantity_label
atmosphere_bottom_air_water~vapor__bulk_mass_transfer_coefficient,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor)__bulk_mass_transfer_coefficient,atmosphere_bottom_air_flowing_water~vapor__bulk_mass_transfer_coefficient,,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,bulk_mass_transfer_coefficient,bulk_mass_transfer_coefficient
atmosphere_bottom_air_water~vapor__dew_point_temperature,(atmosphere_bottom)@context~in_((air_flowing)@medium_dew-point_water~vapor)__dew-point_temperature,atmosphere_bottom_air_flowing_water~vapor__dew-point_temperature,,(atmosphere_bottom)@context~in_((air_flowing)@medium_dew-point_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,dew-point_temperature,dew-point_temperature
atmosphere_bottom_air_water~vapor__equilibrium_partial_pressure,(atmosphere_bottom)@context~in_((air_flowing)@medium_equilibrium_water~vapor)__equilibrium_partial_pressure,atmosphere_bottom_air_flowing_water~vapor__equilibrium_partial_pressure,,(atmosphere_bottom)@context~in_((air_flowing)@medium_equilibrium_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,equilibrium_partial_pressure,equilibrium_partial_pressure
atmosphere_bottom_air_water~vapor__frost_point_temperature,(atmosphere_bottom)@context~in_((air_flowing)@medium_frost-point_water~vapor)__frost-point_temperature,atmosphere_bottom_air_flowing_water~vapor__frost-point_temperature,,(atmosphere_bottom)@context~in_((air_flowing)@medium_frost-point_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,frost-point_temperature,frost-point_temperature
atmosphere_bottom_air_water~vapor__mass-per-volume_density,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor)__mass-per-volume_density,atmosphere_bottom_air_flowing_water~vapor__mass-per-volume_density,,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,mass-per-volume_density,mass-per-volume_density
atmosphere_bottom_air_water~vapor__neutral_bulk_mass_transfer_coefficient,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor)__neutral_bulk_mass_transfer_coefficient,atmosphere_bottom_air_flowing_water~vapor__neutral_bulk_mass_transfer_coefficient,,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,neutral_bulk_mass_transfer_coefficient,neutral_bulk_mass_transfer_coefficient
atmosphere_bottom_air_water~vapor__partial_pressure,(atmosphere_bottom)@context~in_((air_flowing)@medium_water~vapor)__partial_pressure,atmosphere_bottom_air_flowing_water~vapor__partial_pressure,,(atmosphere_bottom)@context~in_((air_flowing)@medium_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,partial_pressure,partial_pressure
atmosphere_bottom_air_water~vapor__relative_saturation,(atmosphere_bottom)@context~in_((air_flowing)@medium_water~vapor)__saturation_ratio,atmosphere_bottom_air_flowing_water~vapor__relative_saturation,,(atmosphere_bottom)@context~in_((air_flowing)@medium_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,saturation_ratio,relative_saturation
atmosphere_bottom_air_water~vapor__saturated_partial_pressure,(atmosphere_bottom)@context~in_((air_flowing)@medium_saturated_water~vapor)__saturated_partial_pressure,atmosphere_bottom_air_flowing_water~vapor__saturated_partial_pressure,,(atmosphere_bottom)@context~in_((air_flowing)@medium_saturated_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,saturated_partial_pressure,saturated_partial_pressure
atmosphere_bottom_air_water~vapor_flow__log-law_roughness_length,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor)__log-law_roughness_length,atmosphere_bottom_air_flowing_water~vapor__log-law_roughness_length,,(atmosphere_bottom)@context~in_((air_flowing)@context~in_water~vapor),atmosphere_bottom_air_flowing_water~vapor,phenomenon,log-law_roughness_length,log-law_roughness_length
atmosphere_carbon-dioxide__partial_pressure,atmosphere@context~in_(air@medium_carbon-dioxide)__partial_pressure,atmosphere_air_carbon-dioxide__partial_pressure,,atmosphere@context~in_(air@medium_carbon-dioxide),atmosphere_air_carbon-dioxide,phenomenon,partial_pressure,partial_pressure
atmosphere_clouds_radiation~incoming~shortwave__absorbed_energy_flux,atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_absorption)__absorbed_energy_flux,atmosphere_clouds_radiation~incoming~shortwave__absorbed_energy_flux,,atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_absorption),atmosphere_clouds_radiation~incoming~shortwave,phenomenon,absorbed_energy_flux,absorbed_energy_flux
atmosphere_clouds_radiation~incoming~shortwave__absorptance,atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_absorption)__absorptance,atmosphere_clouds_radiation~incoming~shortwave__absorptance,,atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_absorption),atmosphere_clouds_radiation~incoming~shortwave,phenomenon,absorptance,absorptance
atmosphere_clouds_radiation~incoming~shortwave__reflectance,atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_reflection)__reflectance,atmosphere_clouds_radiation~incoming~shortwave__reflectance,,atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_reflection),atmosphere_clouds_radiation~incoming~shortwave,phenomenon,reflectance,reflectance
atmosphere_clouds_radiation~incoming~shortwave__reflected_energy_flux,atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_reflection)__reflected_energy_flux,atmosphere_clouds_radiation~incoming~shortwave__reflected_energy_flux,,atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_reflection),atmosphere_clouds_radiation~incoming~shortwave,phenomenon,reflected_energy_flux,reflected_energy_flux
atmosphere_clouds_radiation~incoming~shortwave__transmittance,atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_transmission)__transmittance,atmosphere_clouds_radiation~incoming~shortwave__transmittance,,atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_transmission),atmosphere_clouds_radiation~incoming~shortwave,phenomenon,transmittance,transmittance
atmosphere_clouds_radiation~incoming~shortwave__transmitted_energy_flux,atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_transmission)__transmitted_energy_flux,atmosphere_clouds_radiation~incoming~shortwave__transmitted_energy_flux,,atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_transmission),atmosphere_clouds_radiation~incoming~shortwave,phenomenon,transmitted_energy_flux,transmitted_energy_flux
atmosphere_clouds_radiation~outgoing~longwave__emittance,atmosphere@context~in_(clouds@role~main_radiation~outgoing~longwave@role~out_emission)__emittance,atmosphere_clouds_radiation~outgoing~longwave__emittance,,atmosphere@context~in_(clouds@role~main_radiation~outgoing~longwave@role~out_emission),atmosphere_clouds_radiation~outgoing~longwave,phenomenon,emittance,emittance
atmosphere_clouds_radiation~outgoing~longwave~downward__energy_flux,atmosphere@context~in_(clouds@context~source_radiation~outgoing~longwave~downward)__energy_flux,atmosphere_clouds_radiation~outgoing~longwave~downward__energy_flux,,atmosphere@context~in_(clouds@context~source_radiation~outgoing~longwave~downward),atmosphere_clouds_radiation~outgoing~longwave~downward,phenomenon,energy_flux,energy_flux
atmosphere_clouds_radiation~outgoing~longwave~upward__energy_flux,atmosphere@context~in_(clouds@context~source_radiation~outgoing~longwave~upward)__energy_flux,atmosphere_clouds_radiation~outgoing~longwave~upward__energy_flux,,atmosphere@context~in_(clouds@context~source_radiation~outgoing~longwave~upward),atmosphere_clouds_radiation~outgoing~longwave~upward,phenomenon,energy_flux,energy_flux
atmosphere_datum~vertical~tidal~msl_air__static_pressure,(atmosphere_datum~vertical~tidal~msl)@context~in_(air_flowing)__static_pressure,atmosphere_datum~vertical~tidal~msl_air__static_pressure,,(atmosphere_datum~vertical~tidal~msl)@context~in_(air_flowing),atmosphere_datum~vertical~tidal~msl_air,phenomenon,static_pressure,static_pressure
atmosphere_datum~vertical~tidal~msl_air_flow__dynamic_pressure,(atmosphere_datum~vertical~tidal~msl)@context~in_(air_flowing)__dynamic_pressure,atmosphere_datum~vertical~tidal~msl_air_flow__dynamic_pressure,,(atmosphere_datum~vertical~tidal~msl)@context~in_(air_flowing),atmosphere_datum~vertical~tidal~msl_air_flow,phenomenon,dynamic_pressure,dynamic_pressure
atmosphere_datum~vertical~tidal~msl_air_flow__total_pressure,(atmosphere_datum~vertical~tidal~msl)@context~in_(air_flowing)__pressure,atmosphere_datum~vertical~tidal~msl_air_flow__pressure,,(atmosphere_datum~vertical~tidal~msl)@context~in_(air_flowing),atmosphere_datum~vertical~tidal~msl_air_flow,phenomenon,pressure,pressure
atmosphere_graupel__mass-per-volume_density,atmosphere@context~source_graupel__mass-per-volume_density,atmosphere_graupel__mass-per-volume_density,,atmosphere@context~source_graupel,atmosphere_graupel,phenomenon,mass-per-volume_density,mass-per-volume_density
atmosphere_graupel__precipitation_duration,atmosphere@role~source_graupel@role~main_precipitation__precipitation_duration,atmosphere_graupel__precipitation_duration,,atmosphere@role~source_graupel@role~main_precipitation,atmosphere_graupel,phenomenon,precipitation_duration,precipitation_duration
atmosphere_graupel__precipitation_volume_flux,atmosphere@role~source_graupel@role~main_precipitation__precipitation_volume_flux,atmosphere_graupel__precipitation_volume_flux,,atmosphere@role~source_graupel@role~main_precipitation,atmosphere_graupel,phenomenon,precipitation_volume_flux,precipitation_volume_flux
atmosphere_hail__mass-per-volume_density,atmosphere@context~source_hail__mass-per-volume_density,atmosphere_hail__mass-per-volume_density,,atmosphere@context~source_hail,atmosphere_hail,phenomenon,mass-per-volume_density,mass-per-volume_density
atmosphere_hail__precipitation_duration,atmosphere@role~source_hail@role~main_precipitation__precipitation_duration,atmosphere_hail__precipitation_duration,,atmosphere@role~source_hail@role~main_precipitation,atmosphere_hail,phenomenon,precipitation_duration,precipitation_duration
atmosphere_hail__precipitation_volume_flux,atmosphere@role~source_hail@role~main_precipitation__precipitation_volume_flux,atmosphere_hail__precipitation_volume_flux,,atmosphere@role~source_hail@role~main_precipitation,atmosphere_hail,phenomenon,precipitation_volume_flux,precipitation_volume_flux
atmosphere_hydrometeor__diameter,atmosphere@context~source_hydrometeor__diameter,atmosphere_hydrometeor__diameter,,atmosphere@context~source_hydrometeor,atmosphere_hydrometeor,phenomenon,diameter,diameter
atmosphere_hydrometeor__fall_speed,atmosphere@context~source_(hydrometeor_falling)__fall_speed,atmosphere_hydrometeor__fall_speed,,atmosphere@context~source_(hydrometeor_falling),atmosphere_hydrometeor,phenomenon,fall_speed,fall_speed
atmosphere_hydrometeor__mass,atmosphere@context~source_hydrometeor__mass,atmosphere_hydrometeor__mass,,atmosphere@context~source_hydrometeor,atmosphere_hydrometeor,phenomenon,mass,mass
atmosphere_hydrometeor__mass-per-volume_density,atmosphere@context~source_hydrometeor__mass-per-volume_density,atmosphere_hydrometeor__mass-per-volume_density,,atmosphere@context~source_hydrometeor,atmosphere_hydrometeor,phenomenon,mass-per-volume_density,mass-per-volume_density
atmosphere_hydrometeor__temperature,atmosphere@context~source_hydrometeor__temperature,atmosphere_hydrometeor__temperature,,atmosphere@context~source_hydrometeor,atmosphere_hydrometeor,phenomenon,temperature,temperature
atmosphere_hydrometeor__terminal_fall_speed,atmosphere@context~source_(hydrometeor_falling)__terminal_fall_speed,atmosphere_hydrometeor__terminal_fall_speed,,atmosphere@context~source_(hydrometeor_falling),atmosphere_hydrometeor,phenomenon,terminal_fall_speed,terminal_fall_speed
atmosphere_hydrometeor__volume,atmosphere@context~source_hydrometeor__volume,atmosphere_hydrometeor__volume,,atmosphere@context~source_hydrometeor,atmosphere_hydrometeor,phenomenon,volume,volume
atmosphere_ice__mass-per-volume_density,atmosphere@context~source_ice__mass-per-volume_density,atmosphere_ice__mass-per-volume_density,,atmosphere@context~source_ice,atmosphere_ice,phenomenon,mass-per-volume_density,mass-per-volume_density
atmosphere_ice__precipitation_duration,atmosphere@role~source_ice@role~main_precipitation__precipitation_duration,atmosphere_ice__precipitation_duration,,atmosphere@role~source_ice@role~main_precipitation,atmosphere_ice,phenomenon,precipitation_duration,precipitation_duration
atmosphere_ice__precipitation_volume_flux,atmosphere@role~source_ice@role~main_precipitation__precipitation_volume_flux,atmosphere_ice__precipitation_volume_flux,,atmosphere@role~source_ice@role~main_precipitation,atmosphere_ice,phenomenon,precipitation_volume_flux,precipitation_volume_flux
atmosphere_radiation~incoming~shortwave__absorbed_energy_flux,atmosphere@role~sink_radiation~incoming~shortwave@role~main_absorption__absorbed_energy_flux,atmosphere_radiation~incoming~shortwave__absorbed_energy_flux,,atmosphere@role~sink_radiation~incoming~shortwave@role~main_absorption,atmosphere_radiation~incoming~shortwave,phenomenon,absorbed_energy_flux,absorbed_energy_flux
atmosphere_radiation~incoming~shortwave__absorptance,atmosphere@role~main_radiation~incoming~shortwave@role~in_absorption__absorptance,atmosphere_radiation~incoming~shortwave__absorptance,,atmosphere@role~main_radiation~incoming~shortwave@role~in_absorption,atmosphere_radiation~incoming~shortwave,phenomenon,absorptance,absorptance
atmosphere_radiation~incoming~shortwave__reflectance,atmosphere@role~main_radiation~incoming~shortwave@role~in_reflection__reflectance,atmosphere_radiation~incoming~shortwave__reflectance,,atmosphere@role~main_radiation~incoming~shortwave@role~in_reflection,atmosphere_radiation~incoming~shortwave,phenomenon,reflectance,reflectance
atmosphere_radiation~incoming~shortwave__reflected_energy_flux,atmosphere@role~sink_radiation~incoming~shortwave@role~main_reflection__reflected_energy_flux,atmosphere_radiation~incoming~shortwave__reflected_energy_flux,,atmosphere@role~sink_radiation~incoming~shortwave@role~main_reflection,atmosphere_radiation~incoming~shortwave,phenomenon,reflected_energy_flux,reflected_energy_flux
atmosphere_radiation~incoming~shortwave__transmittance,atmosphere@role~main_radiation~incoming~shortwave@role~in_transmission__transmittance,atmosphere_radiation~incoming~shortwave__transmittance,,atmosphere@role~main_radiation~incoming~shortwave@role~in_transmission,atmosphere_radiation~incoming~shortwave,phenomenon,transmittance,transmittance
atmosphere_radiation~incoming~shortwave__transmitted_energy_flux,atmosphere@role~sink_radiation~incoming~shortwave@role~main_transmission__transmitted_energy_flux,atmosphere_radiation~incoming~shortwave__transmitted_energy_flux,,atmosphere@role~sink_radiation~incoming~shortwave@role~main_transmission,atmosphere_radiation~incoming~shortwave,phenomenon,transmitted_energy_flux,transmitted_energy_flux
atmosphere_raindrop__fall_speed,atmosphere@context~source_(raindrop_falling)__fall_speed,atmosphere_raindrop__fall_speed,,atmosphere@context~source_(raindrop_falling),atmosphere_raindrop,phenomenon,fall_speed,fall_speed
atmosphere_raindrop__terminal_fall_speed,atmosphere@context~source_(raindrop_falling)__terminal_fall_speed,atmosphere_raindrop__terminal_fall_speed,,atmosphere@context~source_(raindrop_falling),atmosphere_raindrop,phenomenon,terminal_fall_speed,terminal_fall_speed
atmosphere_sleet__mass-per-volume_density,atmosphere@context~source_sleet__mass-per-volume_density,atmosphere_sleet__mass-per-volume_density,,atmosphere@context~source_sleet,atmosphere_sleet,phenomenon,mass-per-volume_density,mass-per-volume_density
atmosphere_sleet__precipitation_duration,atmosphere@role~source_sleet@role~main_precipitation__precipitation_duration,atmosphere_sleet__precipitation_duration,,atmosphere@role~source_sleet@role~main_precipitation,atmosphere_sleet,phenomenon,precipitation_duration,precipitation_duration
atmosphere_sleet__precipitation_volume_flux,atmosphere@role~source_sleet@role~main_precipitation__precipitation_volume_flux,atmosphere_sleet__precipitation_volume_flux,,atmosphere@role~source_sleet@role~main_precipitation,atmosphere_sleet,phenomenon,precipitation_volume_flux,precipitation_volume_flux
atmosphere_snow__mass-per-volume_density,atmosphere@context~source_snow__mass-per-volume_density,atmosphere_snow__mass-per-volume_density,,atmosphere@context~source_snow,atmosphere_snow,phenomenon,mass-per-volume_density,mass-per-volume_density
